epoch,auc,loss,val_auc,val_loss
0,0.5909773707389832,0.2190888375043869,0.601685643196106,0.2173815369606018
1,0.6412057280540466,0.20647494494915009,0.6096450686454773,0.21985265612602234
2,0.6591465473175049,0.2040242850780487,0.4998781085014343,1.0283852815628052
3,0.6714740991592407,0.20197628438472748,0.508325457572937,0.5092330574989319
4,0.6881599426269531,0.19918395578861237,0.6395604610443115,0.23732371628284454
5,0.6938104033470154,0.1979329138994217,0.6918571591377258,0.1982867419719696
6,0.6998724341392517,0.1969483643770218,0.6421414613723755,0.22075670957565308
7,0.7063285112380981,0.19610778987407684,0.6174182891845703,0.22488486766815186
8,0.7113983035087585,0.1949617713689804,0.6507890224456787,0.21838942170143127
9,0.7254037261009216,0.19222326576709747,0.6544613242149353,0.2184532880783081
10,0.7308130860328674,0.19071798026561737,0.650079607963562,0.21931155025959015
11,0.7389892339706421,0.1890806406736374,0.6587417125701904,0.2145269215106964
12,0.7499728798866272,0.18614354729652405,0.6722384095191956,0.2101115733385086
13,0.7583105564117432,0.18409915268421173,0.6670016646385193,0.21311093866825104
14,0.7642984986305237,0.1818106472492218,0.6751225590705872,0.20800286531448364
15,0.7761428952217102,0.17867930233478546,0.6860159635543823,0.2054120898246765
16,0.7843249440193176,0.17623837292194366,0.6920519471168518,0.20571283996105194
17,0.7908245921134949,0.17394928634166718,0.6816445589065552,0.21109642088413239
18,0.7977644801139832,0.1713447868824005,0.6879835724830627,0.220974400639534
19,0.8052278161048889,0.16932126879692078,0.6846582889556885,0.23010221123695374
20,0.8097069263458252,0.16731704771518707,0.6812636256217957,0.2387377768754959
21,0.8129660487174988,0.1658216118812561,0.6825062036514282,0.2477707713842392
22,0.8198014497756958,0.16418536007404327,0.6812533736228943,0.25270792841911316
23,0.8207674622535706,0.16276291012763977,0.6801958680152893,0.2603398859500885
24,0.8234192132949829,0.161910280585289,0.6788222193717957,0.2587845027446747
25,0.8251791000366211,0.16085410118103027,0.6773627996444702,0.26408153772354126
