epoch,f1_score,loss,precision_3,recall_3,val_f1_score,val_loss,val_precision_3,val_recall_3
0,"""[0.2034602, 0.26340327, 0.26904762, 0.22860792]""",1.5686230659484863,0.25685784220695496,0.03218749910593033,"""[0.0, 0.38546923, 0.0, 0.0]""",1.387753963470459,0.0,0.0
1,"""[0.22513089, 0.29493546, 0.28128588, 0.16225749]""",1.4229638576507568,0.27368420362472534,0.008124999701976776,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3991992473602295,0.0,0.0
2,"""[0.124124125, 0.2523077, 0.38432965, 0.058411215]""",1.3980761766433716,0.3529411852359772,0.005625000223517418,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3894140720367432,0.0,0.0
3,"""[0.042007, 0.18740632, 0.3953957, 0.00754717]""",1.388950228691101,0.1428571492433548,0.0003124999930150807,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3874413967132568,0.0,0.0
4,"""[0.0377804, 0.029919447, 0.4045117, 0.0075376886]""",1.3864697217941284,0.0,0.0,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3878905773162842,0.0,0.0
5,"""[0.1494465, 0.086172335, 0.39167613, 0.03422983]""",1.3867578506469727,0.0,0.0,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3883984088897705,0.0,0.0
6,"""[0.0, 0.06903991, 0.40553704, 0.005121639]""",1.386562466621399,0.0,0.0,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3883203268051147,0.0,0.0
7,"""[0.0, 0.09007165, 0.40364107, 0.0076142135]""",1.3858691453933716,0.5,0.0006249999860301614,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3881055116653442,0.0,0.0
8,"""[0.022058824, 0.01909308, 0.40787482, 0.0050955415]""",1.3873144388198853,0.0,0.0,"""[0.0, 0.03773585, 0.3697479, 0.017621147]""",1.3871874809265137,0.0,0.0
9,"""[0.009925558, 0.03690888, 0.40622607, 0.02472188]""",1.3886229991912842,0.20000000298023224,0.0003124999930150807,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3880468606948853,0.0,0.0
10,"""[0.017326731, 0.0, 0.40721262, 0.012706481]""",1.3855810165405273,0.0,0.0,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3883203268051147,0.0,0.0
11,"""[0.012135922, 0.0048840046, 0.40695915, 0.01511335]""",1.3861132860183716,0.5,0.0003124999930150807,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3883203268051147,0.0,0.0
12,"""[0.016826922, 0.009768009, 0.408215, 0.022332506]""",1.386132836341858,0.25,0.0003124999930150807,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3880077600479126,0.0,0.0
13,"""[0.0123001225, 0.0048840046, 0.4086464, 0.09060022]""",1.386010766029358,0.3333333432674408,0.0009374999790452421,"""[0.00913242, 0.0, 0.36324784, 0.094488196]""",1.3873828649520874,0.0,0.0
14,"""[0.04152249, 0.004860267, 0.40368903, 0.09575626]""",1.3862987756729126,0.0,0.0,"""[0.0, 0.0, 0.3614458, 0.1875]""",1.3840038776397705,1.0,0.0024999999441206455
15,"""[0.0025157232, 0.0, 0.40565556, 0.097345136]""",1.3858202695846558,0.0,0.0,"""[0.0, 0.0, 0.3684771, 0.114503816]""",1.3875194787979126,1.0,0.0024999999441206455
16,"""[0.0099502485, 0.0024660912, 0.40646297, 0.021791767]""",1.3868114948272705,0.0,0.0,"""[0.0, 0.0, 0.36605316, 0.0]""",1.3883984088897705,0.0,0.0
17,"""[0.040718563, 0.009720534, 0.40692866, 0.080000006]""",1.3875830173492432,0.3333333432674408,0.0006249999860301614,"""[0.017391305, 0.0, 0.35201794, 0.15827337]""",1.3867383003234863,0.4166666567325592,0.0062500000931322575
18,"""[0.004993758, 0.0, 0.40885416, 0.11789473]""",1.3859325647354126,0.3333333432674408,0.0003124999930150807,"""[0.0, 0.0, 0.36935994, 0.07258064]""",1.3868945837020874,0.4545454680919647,0.0062500000931322575
19,"""[0.0025094105, 0.0, 0.40880504, 0.122824974]""",1.3856298923492432,0.0,0.0,"""[0.0, 0.0, 0.36897275, 0.072874494]""",1.3880468606948853,0.4545454680919647,0.0062500000931322575
20,"""[0.0, 0.0, 0.4109661, 0.1284974]""",1.3855761289596558,0.0,0.0,"""[0.0, 0.0, 0.36167923, 0.124542125]""",1.3923828601837158,0.44999998807907104,0.011250000447034836
21,"""[0.0, 0.014563106, 0.41199893, 0.15324165]""",1.384619116783142,0.0,0.0,"""[0.0, 0.0, 0.36225596, 0.13620071]""",1.3925585746765137,0.44999998807907104,0.011250000447034836
22,"""[0.0, 0.014423076, 0.40803385, 0.13925329]""",1.3840038776397705,1.0,0.0003124999930150807,"""[0.0, 0.0, 0.3684771, 0.11494252]""",1.3942773342132568,0.42105263471603394,0.009999999776482582
23,"""[0.0025188918, 0.0024330898, 0.4118268, 0.14658636]""",1.383081078529358,0.4000000059604645,0.0006249999860301614,"""[0.0, 0.0, 0.3663472, 0.12307692]""",1.391210913658142,0.47058823704719543,0.009999999776482582
24,"""[0.0025157232, 0.00968523, 0.41097337, 0.14155713]""",1.3829443454742432,0.5,0.0012499999720603228,"""[0.0, 0.0, 0.37052634, 0.088]""",1.3922851085662842,0.4375,0.008750000037252903
25,"""[0.0, 0.016908212, 0.4112691, 0.1364562]""",1.384521484375,0.5,0.0006249999860301614,"""[0.0, 0.0, 0.3663472, 0.122605376]""",1.3909374475479126,0.4117647111415863,0.008750000037252903
26,"""[0.0025094105, 0.012180268, 0.41207626, 0.15705764]""",1.3814697265625,1.0,0.0009374999790452421,"""[0.0, 0.010309278, 0.36008677, 0.1231884]""",1.4001171588897705,0.40909090638160706,0.011250000447034836
27,"""[0.0, 0.009650181, 0.4127738, 0.1471774]""",1.3829199075698853,0.6000000238418579,0.0009374999790452421,"""[0.0, 0.0, 0.36652544, 0.109375]""",1.3931444883346558,0.4117647111415863,0.008750000037252903
28,"""[0.010012517, 0.0072639226, 0.41131377, 0.14486921]""",1.3834668397903442,0.5,0.0009374999790452421,"""[0.0, 0.0, 0.36652544, 0.11673151]""",1.394140601158142,0.3888888955116272,0.008750000037252903
29,"""[0.0, 0.014440432, 0.4122946, 0.15737051]""",1.3817138671875,0.875,0.0021875000093132257,"""[0.0, 0.0, 0.3663472, 0.12307692]""",1.3932031393051147,0.3888888955116272,0.008750000037252903
