epoch,auc_1,loss,val_auc_1,val_loss
0,0.5734391212463379,0.4430025517940521,0.5412043929100037,0.43636253476142883
1,0.6133232712745667,0.42307883501052856,0.656562864780426,0.4143773913383484
2,0.634912371635437,0.416301429271698,0.6651341319084167,0.4097283184528351
3,0.6563600301742554,0.4109741747379303,0.6739214658737183,0.4066670536994934
4,0.6534620523452759,0.41170647740364075,0.6624900698661804,0.4094124734401703
5,0.655914306640625,0.4105958640575409,0.6926143169403076,0.40030789375305176
6,0.6621208786964417,0.4091014564037323,0.6874349117279053,0.40369749069213867
7,0.6702885031700134,0.4070258140563965,0.6832756400108337,0.40435782074928284
8,0.6685992479324341,0.40720298886299133,0.6847755908966064,0.4030454754829407
9,0.6807713508605957,0.40307775139808655,0.6990164518356323,0.3995060622692108
10,0.6932406425476074,0.39864373207092285,0.7055094838142395,0.39787107706069946
11,0.7039512991905212,0.3952804207801819,0.7074878811836243,0.3984775245189667
12,0.7109289765357971,0.3927135169506073,0.709668755531311,0.39789754152297974
13,0.7147977352142334,0.3913724422454834,0.7147952318191528,0.39386045932769775
14,0.722424328327179,0.3883877694606781,0.7000530362129211,0.39795708656311035
15,0.7280300855636597,0.386174738407135,0.7076359391212463,0.39918285608291626
16,0.7364567518234253,0.3827710747718811,0.7092189192771912,0.40034112334251404
17,0.7546285390853882,0.37428486347198486,0.706564724445343,0.4038621783256531
18,0.7670942544937134,0.3679881989955902,0.6965076923370361,0.414371132850647
19,0.7786882519721985,0.3617766797542572,0.6883683204650879,0.42302605509757996
20,0.7965580821037292,0.3515370190143585,0.692702054977417,0.4312692880630493
21,0.8068432211875916,0.34504234790802,0.6860223412513733,0.4389168918132782
22,0.8155781626701355,0.3395130932331085,0.6795057058334351,0.45348039269447327
23,0.824578583240509,0.33320721983909607,0.6801973581314087,0.45215100049972534
24,0.8332234025001526,0.3273458778858185,0.6764629483222961,0.4606066942214966
25,0.8374378681182861,0.324046790599823,0.6714344620704651,0.46850913763046265
26,0.8439663648605347,0.31912556290626526,0.6715632677078247,0.47867169976234436
27,0.8460179567337036,0.3169642984867096,0.6723127961158752,0.4781208634376526
28,0.849580705165863,0.31428804993629456,0.670933187007904,0.48327726125717163
29,0.8494846224784851,0.3140684962272644,0.6693769693374634,0.4839463531970978
30,0.8557602167129517,0.30925098061561584,0.6687025427818298,0.4918443560600281
31,0.8575358986854553,0.30727407336235046,0.6668022871017456,0.4952092170715332
32,0.8588824272155762,0.3059760332107544,0.6664331555366516,0.49421554803848267
33,0.8596544861793518,0.3059670031070709,0.6654080152511597,0.4947364926338196
