,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.1805347, shape=(), dtype=float32)","tf.Tensor(0.07667896, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.089135066, shape=(), dtype=float32)","tf.Tensor(0.03900306, shape=(), dtype=float32)","tf.Tensor(0.04251233, shape=(), dtype=float32)","tf.Tensor(0.028052587, shape=(), dtype=float32)","tf.Tensor(0.2095892, shape=(), dtype=float32)","tf.Tensor(0.02588256, shape=(), dtype=float32)","tf.Tensor(0.05743492, shape=(), dtype=float32)","tf.Tensor(0.048474826, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.096838534, shape=(), dtype=float32)","tf.Tensor(0.004094348, shape=(), dtype=float32)"
1,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18054204, shape=(), dtype=float32)","tf.Tensor(0.0773825, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.089688025, shape=(), dtype=float32)","tf.Tensor(0.046622515, shape=(), dtype=float32)","tf.Tensor(0.044667576, shape=(), dtype=float32)","tf.Tensor(0.03241068, shape=(), dtype=float32)","tf.Tensor(0.21151908, shape=(), dtype=float32)","tf.Tensor(0.026587086, shape=(), dtype=float32)","tf.Tensor(0.05782879, shape=(), dtype=float32)","tf.Tensor(0.057036445, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.09690021, shape=(), dtype=float32)","tf.Tensor(0.00792752, shape=(), dtype=float32)"
2,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18082081, shape=(), dtype=float32)","tf.Tensor(0.07940823, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.09202019, shape=(), dtype=float32)","tf.Tensor(0.052489664, shape=(), dtype=float32)","tf.Tensor(0.049844235, shape=(), dtype=float32)","tf.Tensor(0.035818007, shape=(), dtype=float32)","tf.Tensor(0.21480085, shape=(), dtype=float32)","tf.Tensor(0.028391007, shape=(), dtype=float32)","tf.Tensor(0.061107457, shape=(), dtype=float32)","tf.Tensor(0.07258127, shape=(), dtype=float32)","tf.Tensor(0.10834986, shape=(), dtype=float32)","tf.Tensor(0.09728854, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
3,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18169935, shape=(), dtype=float32)","tf.Tensor(0.08221602, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.09629246, shape=(), dtype=float32)","tf.Tensor(0.056748666, shape=(), dtype=float32)","tf.Tensor(0.056490295, shape=(), dtype=float32)","tf.Tensor(0.0415303, shape=(), dtype=float32)","tf.Tensor(0.21910465, shape=(), dtype=float32)","tf.Tensor(0.030276816, shape=(), dtype=float32)","tf.Tensor(0.06637526, shape=(), dtype=float32)","tf.Tensor(0.08938547, shape=(), dtype=float32)","tf.Tensor(0.10846225, shape=(), dtype=float32)","tf.Tensor(0.098128825, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18335603, shape=(), dtype=float32)","tf.Tensor(0.085824355, shape=(), dtype=float32)","tf.Tensor(0.29963598, shape=(), dtype=float32)","tf.Tensor(0.10126194, shape=(), dtype=float32)","tf.Tensor(0.06059325, shape=(), dtype=float32)","tf.Tensor(0.06488071, shape=(), dtype=float32)","tf.Tensor(0.041186415, shape=(), dtype=float32)","tf.Tensor(0.22369945, shape=(), dtype=float32)","tf.Tensor(0.034442402, shape=(), dtype=float32)","tf.Tensor(0.0712227, shape=(), dtype=float32)","tf.Tensor(0.10828548, shape=(), dtype=float32)","tf.Tensor(0.109019674, shape=(), dtype=float32)","tf.Tensor(0.10026572, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.186109, shape=(), dtype=float32)","tf.Tensor(0.08900015, shape=(), dtype=float32)","tf.Tensor(0.29967007, shape=(), dtype=float32)","tf.Tensor(0.107445486, shape=(), dtype=float32)","tf.Tensor(0.06327524, shape=(), dtype=float32)","tf.Tensor(0.076021634, shape=(), dtype=float32)","tf.Tensor(0.044592623, shape=(), dtype=float32)","tf.Tensor(0.22865172, shape=(), dtype=float32)","tf.Tensor(0.03891689, shape=(), dtype=float32)","tf.Tensor(0.07815029, shape=(), dtype=float32)","tf.Tensor(0.13640857, shape=(), dtype=float32)","tf.Tensor(0.11027875, shape=(), dtype=float32)","tf.Tensor(0.10298804, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18900211, shape=(), dtype=float32)","tf.Tensor(0.09254033, shape=(), dtype=float32)","tf.Tensor(0.29971552, shape=(), dtype=float32)","tf.Tensor(0.11403844, shape=(), dtype=float32)","tf.Tensor(0.06716485, shape=(), dtype=float32)","tf.Tensor(0.09379071, shape=(), dtype=float32)","tf.Tensor(0.046119235, shape=(), dtype=float32)","tf.Tensor(0.2335445, shape=(), dtype=float32)","tf.Tensor(0.04219949, shape=(), dtype=float32)","tf.Tensor(0.08515365, shape=(), dtype=float32)","tf.Tensor(0.15692154, shape=(), dtype=float32)","tf.Tensor(0.112115405, shape=(), dtype=float32)","tf.Tensor(0.10601607, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.19298634, shape=(), dtype=float32)","tf.Tensor(0.09567526, shape=(), dtype=float32)","tf.Tensor(0.29978377, shape=(), dtype=float32)","tf.Tensor(0.12186432, shape=(), dtype=float32)","tf.Tensor(0.07043892, shape=(), dtype=float32)","tf.Tensor(0.11377614, shape=(), dtype=float32)","tf.Tensor(0.047937132, shape=(), dtype=float32)","tf.Tensor(0.23858778, shape=(), dtype=float32)","tf.Tensor(0.045746047, shape=(), dtype=float32)","tf.Tensor(0.09223036, shape=(), dtype=float32)","tf.Tensor(0.16149963, shape=(), dtype=float32)","tf.Tensor(0.11432198, shape=(), dtype=float32)","tf.Tensor(0.10985976, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.19777401, shape=(), dtype=float32)","tf.Tensor(0.0982722, shape=(), dtype=float32)","tf.Tensor(0.29974946, shape=(), dtype=float32)","tf.Tensor(0.13199161, shape=(), dtype=float32)","tf.Tensor(0.07021014, shape=(), dtype=float32)","tf.Tensor(0.121212125, shape=(), dtype=float32)","tf.Tensor(0.055904165, shape=(), dtype=float32)","tf.Tensor(0.2433106, shape=(), dtype=float32)","tf.Tensor(0.047417443, shape=(), dtype=float32)","tf.Tensor(0.09787343, shape=(), dtype=float32)","tf.Tensor(0.16161616, shape=(), dtype=float32)","tf.Tensor(0.117302366, shape=(), dtype=float32)","tf.Tensor(0.11554413, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.20419048, shape=(), dtype=float32)","tf.Tensor(0.100764625, shape=(), dtype=float32)","tf.Tensor(0.29977968, shape=(), dtype=float32)","tf.Tensor(0.14302348, shape=(), dtype=float32)","tf.Tensor(0.07185973, shape=(), dtype=float32)","tf.Tensor(0.13711049, shape=(), dtype=float32)","tf.Tensor(0.04778157, shape=(), dtype=float32)","tf.Tensor(0.24785914, shape=(), dtype=float32)","tf.Tensor(0.052027542, shape=(), dtype=float32)","tf.Tensor(0.10182256, shape=(), dtype=float32)","tf.Tensor(0.16086957, shape=(), dtype=float32)","tf.Tensor(0.12084556, shape=(), dtype=float32)","tf.Tensor(0.12236919, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
