NO Finding - Precision,NO Finding - Recall,NO Finding - F1-Score,Finding - Precision,Finding - Recall,Finding - F1-Score
0.6527193904361535,0.831896190874843,0.7314954543781516,0.7211111111111111,0.49546712472564175,0.587363538661689
