,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.079067975, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.09092457, shape=(), dtype=float32)","tf.Tensor(0.040459648, shape=(), dtype=float32)","tf.Tensor(0.044986922, shape=(), dtype=float32)","tf.Tensor(0.032550998, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023881912, shape=(), dtype=float32)","tf.Tensor(0.059788015, shape=(), dtype=float32)","tf.Tensor(0.045753628, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.099419415, shape=(), dtype=float32)","tf.Tensor(0.0039166813, shape=(), dtype=float32)"
1,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18822484, shape=(), dtype=float32)","tf.Tensor(0.08074534, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.092802785, shape=(), dtype=float32)","tf.Tensor(0.06088362, shape=(), dtype=float32)","tf.Tensor(0.04765001, shape=(), dtype=float32)","tf.Tensor(0.035287082, shape=(), dtype=float32)","tf.Tensor(0.21773803, shape=(), dtype=float32)","tf.Tensor(0.025101101, shape=(), dtype=float32)","tf.Tensor(0.059968714, shape=(), dtype=float32)","tf.Tensor(0.06447559, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.0994911, shape=(), dtype=float32)","tf.Tensor(0.006657323, shape=(), dtype=float32)"
2,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.1888506, shape=(), dtype=float32)","tf.Tensor(0.08704309, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.10030395, shape=(), dtype=float32)","tf.Tensor(0.07907684, shape=(), dtype=float32)","tf.Tensor(0.054022063, shape=(), dtype=float32)","tf.Tensor(0.041804586, shape=(), dtype=float32)","tf.Tensor(0.22817259, shape=(), dtype=float32)","tf.Tensor(0.029919583, shape=(), dtype=float32)","tf.Tensor(0.06257731, shape=(), dtype=float32)","tf.Tensor(0.08463449, shape=(), dtype=float32)","tf.Tensor(0.1084068, shape=(), dtype=float32)","tf.Tensor(0.09990623, shape=(), dtype=float32)","tf.Tensor(0.010526316, shape=(), dtype=float32)"
3,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.19149023, shape=(), dtype=float32)","tf.Tensor(0.09474123, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.10987261, shape=(), dtype=float32)","tf.Tensor(0.092280775, shape=(), dtype=float32)","tf.Tensor(0.061180085, shape=(), dtype=float32)","tf.Tensor(0.047001492, shape=(), dtype=float32)","tf.Tensor(0.24125732, shape=(), dtype=float32)","tf.Tensor(0.03635178, shape=(), dtype=float32)","tf.Tensor(0.06781928, shape=(), dtype=float32)","tf.Tensor(0.10691671, shape=(), dtype=float32)","tf.Tensor(0.108436786, shape=(), dtype=float32)","tf.Tensor(0.10172586, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.1943516, shape=(), dtype=float32)","tf.Tensor(0.10189628, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.12070301, shape=(), dtype=float32)","tf.Tensor(0.102642275, shape=(), dtype=float32)","tf.Tensor(0.0678951, shape=(), dtype=float32)","tf.Tensor(0.055555556, shape=(), dtype=float32)","tf.Tensor(0.25409138, shape=(), dtype=float32)","tf.Tensor(0.04187303, shape=(), dtype=float32)","tf.Tensor(0.07362406, shape=(), dtype=float32)","tf.Tensor(0.12680757, shape=(), dtype=float32)","tf.Tensor(0.10865226, shape=(), dtype=float32)","tf.Tensor(0.10507246, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.19833583, shape=(), dtype=float32)","tf.Tensor(0.1090071, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.1311083, shape=(), dtype=float32)","tf.Tensor(0.11144364, shape=(), dtype=float32)","tf.Tensor(0.074341394, shape=(), dtype=float32)","tf.Tensor(0.0636159, shape=(), dtype=float32)","tf.Tensor(0.26689273, shape=(), dtype=float32)","tf.Tensor(0.047151897, shape=(), dtype=float32)","tf.Tensor(0.08286547, shape=(), dtype=float32)","tf.Tensor(0.14495113, shape=(), dtype=float32)","tf.Tensor(0.109946065, shape=(), dtype=float32)","tf.Tensor(0.10904739, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2020836, shape=(), dtype=float32)","tf.Tensor(0.11582017, shape=(), dtype=float32)","tf.Tensor(0.30788967, shape=(), dtype=float32)","tf.Tensor(0.14222485, shape=(), dtype=float32)","tf.Tensor(0.1184503, shape=(), dtype=float32)","tf.Tensor(0.07989881, shape=(), dtype=float32)","tf.Tensor(0.06736459, shape=(), dtype=float32)","tf.Tensor(0.27845314, shape=(), dtype=float32)","tf.Tensor(0.054516055, shape=(), dtype=float32)","tf.Tensor(0.09206811, shape=(), dtype=float32)","tf.Tensor(0.16198431, shape=(), dtype=float32)","tf.Tensor(0.11191288, shape=(), dtype=float32)","tf.Tensor(0.11469791, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.20608816, shape=(), dtype=float32)","tf.Tensor(0.12284182, shape=(), dtype=float32)","tf.Tensor(0.30791292, shape=(), dtype=float32)","tf.Tensor(0.15310927, shape=(), dtype=float32)","tf.Tensor(0.12535311, shape=(), dtype=float32)","tf.Tensor(0.08327211, shape=(), dtype=float32)","tf.Tensor(0.07192661, shape=(), dtype=float32)","tf.Tensor(0.28755248, shape=(), dtype=float32)","tf.Tensor(0.054263566, shape=(), dtype=float32)","tf.Tensor(0.1013582, shape=(), dtype=float32)","tf.Tensor(0.18181819, shape=(), dtype=float32)","tf.Tensor(0.11431201, shape=(), dtype=float32)","tf.Tensor(0.11915128, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.21068493, shape=(), dtype=float32)","tf.Tensor(0.12949072, shape=(), dtype=float32)","tf.Tensor(0.307971, shape=(), dtype=float32)","tf.Tensor(0.16207571, shape=(), dtype=float32)","tf.Tensor(0.13398248, shape=(), dtype=float32)","tf.Tensor(0.08965711, shape=(), dtype=float32)","tf.Tensor(0.066803, shape=(), dtype=float32)","tf.Tensor(0.29768392, shape=(), dtype=float32)","tf.Tensor(0.040656764, shape=(), dtype=float32)","tf.Tensor(0.10974298, shape=(), dtype=float32)","tf.Tensor(0.19352491, shape=(), dtype=float32)","tf.Tensor(0.117004834, shape=(), dtype=float32)","tf.Tensor(0.124315314, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2150699, shape=(), dtype=float32)","tf.Tensor(0.13603376, shape=(), dtype=float32)","tf.Tensor(0.3082096, shape=(), dtype=float32)","tf.Tensor(0.16956353, shape=(), dtype=float32)","tf.Tensor(0.1417798, shape=(), dtype=float32)","tf.Tensor(0.092843324, shape=(), dtype=float32)","tf.Tensor(0.04341534, shape=(), dtype=float32)","tf.Tensor(0.30783725, shape=(), dtype=float32)","tf.Tensor(0.029752066, shape=(), dtype=float32)","tf.Tensor(0.11603054, shape=(), dtype=float32)","tf.Tensor(0.2020202, shape=(), dtype=float32)","tf.Tensor(0.12083974, shape=(), dtype=float32)","tf.Tensor(0.12872115, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
10,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.21999612, shape=(), dtype=float32)","tf.Tensor(0.14137588, shape=(), dtype=float32)","tf.Tensor(0.30851868, shape=(), dtype=float32)","tf.Tensor(0.17806074, shape=(), dtype=float32)","tf.Tensor(0.14968614, shape=(), dtype=float32)","tf.Tensor(0.09651376, shape=(), dtype=float32)","tf.Tensor(0.009345794, shape=(), dtype=float32)","tf.Tensor(0.31578946, shape=(), dtype=float32)","tf.Tensor(0.020618556, shape=(), dtype=float32)","tf.Tensor(0.12272872, shape=(), dtype=float32)","tf.Tensor(0.19952494, shape=(), dtype=float32)","tf.Tensor(0.12461504, shape=(), dtype=float32)","tf.Tensor(0.13407356, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
11,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22521126, shape=(), dtype=float32)","tf.Tensor(0.14534995, shape=(), dtype=float32)","tf.Tensor(0.30911574, shape=(), dtype=float32)","tf.Tensor(0.18601538, shape=(), dtype=float32)","tf.Tensor(0.15745029, shape=(), dtype=float32)","tf.Tensor(0.100209646, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.32347587, shape=(), dtype=float32)","tf.Tensor(0.006430868, shape=(), dtype=float32)","tf.Tensor(0.12784557, shape=(), dtype=float32)","tf.Tensor(0.20308347, shape=(), dtype=float32)","tf.Tensor(0.12827085, shape=(), dtype=float32)","tf.Tensor(0.1379362, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
