epoch,auc_2,f1_score,loss,precision_2,recall_2,val_auc_2,val_f1_score,val_loss,val_precision_2,val_recall_2
0,0.49739590287208557,"""[0.013144591, 0.0040507405, 0.0, 0.4862081, 0.0014101057, 0.0010775862, 0.0019753089, 0.0, 0.019093504, 0.0034013605, 0.0, 0.0017621146, 0.0035252643, 0.0012970169, 0.004123711]""",0.29113152623176575,0.08695652335882187,0.0015495938714593649,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25884655117988586,0.0,0.0
1,0.49962398409843445,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2859722077846527,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.258789986371994,0.0,0.0
2,0.4983008801937103,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28551536798477173,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2582506537437439,0.0,0.0
3,0.4981355667114258,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28522562980651855,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2584194839000702,0.0,0.0
4,0.4987387955188751,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2851196825504303,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2583988606929779,0.0,0.0
5,0.4988243877887726,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28507691621780396,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2583865225315094,0.0,0.0
6,0.49643176794052124,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2849455773830414,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25808829069137573,0.0,0.0
7,0.49665573239326477,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28494444489479065,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25808438658714294,0.0,0.0
8,0.4963204562664032,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28494328260421753,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2580806314945221,0.0,0.0
9,0.4965896010398865,"""[0.0, 0.0, 0.0, 0.4893097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28494223952293396,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30787805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25808411836624146,0.0,0.0
