epoch,auc_1,loss,val_auc_1,val_loss
0,0.6239434480667114,0.20998576283454895,0.6822929978370667,0.21325744688510895
1,0.6793757081031799,0.20014885067939758,0.7100191712379456,0.20209316909313202
2,0.7005940675735474,0.19732770323753357,0.7124304175376892,0.20284342765808105
3,0.7151171565055847,0.19507238268852234,0.7215560674667358,0.198414608836174
4,0.7285119295120239,0.19311267137527466,0.7187265753746033,0.19955186545848846
5,0.7385362386703491,0.19145715236663818,0.7121859192848206,0.19991323351860046
6,0.7458668947219849,0.18975140154361725,0.7345000505447388,0.19417743384838104
7,0.752755343914032,0.18827499449253082,0.73958420753479,0.19375337660312653
8,0.7587960362434387,0.1869215965270996,0.7353891730308533,0.1933368593454361
9,0.7644715905189514,0.18554244935512543,0.7341841459274292,0.19532926380634308
10,0.768136203289032,0.18431025743484497,0.7445858716964722,0.1921897977590561
11,0.7758970856666565,0.1828853189945221,0.7399924993515015,0.193545401096344
12,0.7814675569534302,0.1812683343887329,0.7389747500419617,0.19521170854568481
13,0.7899895906448364,0.1794007420539856,0.7410252690315247,0.1948329508304596
14,0.806503176689148,0.1741546094417572,0.7413941025733948,0.19640371203422546
15,0.8182655572891235,0.17059525847434998,0.7354322075843811,0.19916896522045135
16,0.8283246159553528,0.1671770066022873,0.7225477695465088,0.2041333168745041
17,0.8418434262275696,0.1617465764284134,0.7304195165634155,0.2071923017501831
18,0.8529163599014282,0.1573847383260727,0.7191901803016663,0.21465782821178436
19,0.8614624738693237,0.15332768857479095,0.7129448056221008,0.22117535769939423
20,0.8661043643951416,0.15040530264377594,0.7142325043678284,0.2276306003332138
21,0.873638391494751,0.14647310972213745,0.7074413299560547,0.23561052978038788
22,0.8804500699043274,0.1430409997701645,0.7066743969917297,0.24255001544952393
23,0.8781064748764038,0.1434442400932312,0.7047777771949768,0.24134458601474762
24,0.8830330967903137,0.1404956728219986,0.7030268907546997,0.24640269577503204
25,0.887468695640564,0.13772889971733093,0.6977049112319946,0.2531431019306183
26,0.8818701505661011,0.14055518805980682,0.7033001780509949,0.244404599070549
27,0.8869301676750183,0.1382332742214203,0.7005167007446289,0.24846449494361877
28,0.8904539346694946,0.1362154632806778,0.699090301990509,0.2521190047264099
29,0.8844990134239197,0.13891993463039398,0.7003620266914368,0.24870730936527252
30,0.8870238065719604,0.13754762709140778,0.7000153660774231,0.24971388280391693
