,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039174538, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.03013133, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.051442474, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0041831695, shape=(), dtype=float32)"
1,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.19173786, shape=(), dtype=float32)","tf.Tensor(0.09084868, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.10339304, shape=(), dtype=float32)","tf.Tensor(0.0652439, shape=(), dtype=float32)","tf.Tensor(0.05706168, shape=(), dtype=float32)","tf.Tensor(0.035815775, shape=(), dtype=float32)","tf.Tensor(0.23447272, shape=(), dtype=float32)","tf.Tensor(0.029591782, shape=(), dtype=float32)","tf.Tensor(0.0615097, shape=(), dtype=float32)","tf.Tensor(0.08453237, shape=(), dtype=float32)","tf.Tensor(0.10833614, shape=(), dtype=float32)","tf.Tensor(0.09941109, shape=(), dtype=float32)","tf.Tensor(0.017495899, shape=(), dtype=float32)"
2,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.20103654, shape=(), dtype=float32)","tf.Tensor(0.103212275, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.11982734, shape=(), dtype=float32)","tf.Tensor(0.07781804, shape=(), dtype=float32)","tf.Tensor(0.070672505, shape=(), dtype=float32)","tf.Tensor(0.043417368, shape=(), dtype=float32)","tf.Tensor(0.25660414, shape=(), dtype=float32)","tf.Tensor(0.0353377, shape=(), dtype=float32)","tf.Tensor(0.073115006, shape=(), dtype=float32)","tf.Tensor(0.10482595, shape=(), dtype=float32)","tf.Tensor(0.10855138, shape=(), dtype=float32)","tf.Tensor(0.10520838, shape=(), dtype=float32)","tf.Tensor(0.020618556, shape=(), dtype=float32)"
3,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.21041504, shape=(), dtype=float32)","tf.Tensor(0.112766616, shape=(), dtype=float32)","tf.Tensor(0.2954122, shape=(), dtype=float32)","tf.Tensor(0.13460377, shape=(), dtype=float32)","tf.Tensor(0.0873711, shape=(), dtype=float32)","tf.Tensor(0.08089121, shape=(), dtype=float32)","tf.Tensor(0.05358807, shape=(), dtype=float32)","tf.Tensor(0.27618024, shape=(), dtype=float32)","tf.Tensor(0.04186137, shape=(), dtype=float32)","tf.Tensor(0.08440091, shape=(), dtype=float32)","tf.Tensor(0.1206006, shape=(), dtype=float32)","tf.Tensor(0.10926346, shape=(), dtype=float32)","tf.Tensor(0.112953365, shape=(), dtype=float32)","tf.Tensor(0.020833334, shape=(), dtype=float32)"
4,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.21925083, shape=(), dtype=float32)","tf.Tensor(0.12084063, shape=(), dtype=float32)","tf.Tensor(0.29544592, shape=(), dtype=float32)","tf.Tensor(0.15004237, shape=(), dtype=float32)","tf.Tensor(0.09637357, shape=(), dtype=float32)","tf.Tensor(0.09014291, shape=(), dtype=float32)","tf.Tensor(0.059869997, shape=(), dtype=float32)","tf.Tensor(0.29253894, shape=(), dtype=float32)","tf.Tensor(0.046242774, shape=(), dtype=float32)","tf.Tensor(0.095040545, shape=(), dtype=float32)","tf.Tensor(0.13288192, shape=(), dtype=float32)","tf.Tensor(0.110904746, shape=(), dtype=float32)","tf.Tensor(0.12154633, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.22675095, shape=(), dtype=float32)","tf.Tensor(0.12646505, shape=(), dtype=float32)","tf.Tensor(0.29564822, shape=(), dtype=float32)","tf.Tensor(0.16174184, shape=(), dtype=float32)","tf.Tensor(0.10045418, shape=(), dtype=float32)","tf.Tensor(0.09380809, shape=(), dtype=float32)","tf.Tensor(0.063147, shape=(), dtype=float32)","tf.Tensor(0.3064572, shape=(), dtype=float32)","tf.Tensor(0.049137175, shape=(), dtype=float32)","tf.Tensor(0.103854515, shape=(), dtype=float32)","tf.Tensor(0.14432319, shape=(), dtype=float32)","tf.Tensor(0.11557812, shape=(), dtype=float32)","tf.Tensor(0.13094021, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.23363651, shape=(), dtype=float32)","tf.Tensor(0.13247897, shape=(), dtype=float32)","tf.Tensor(0.29587603, shape=(), dtype=float32)","tf.Tensor(0.17395456, shape=(), dtype=float32)","tf.Tensor(0.10547207, shape=(), dtype=float32)","tf.Tensor(0.09646942, shape=(), dtype=float32)","tf.Tensor(0.06603384, shape=(), dtype=float32)","tf.Tensor(0.31831396, shape=(), dtype=float32)","tf.Tensor(0.052950338, shape=(), dtype=float32)","tf.Tensor(0.109372914, shape=(), dtype=float32)","tf.Tensor(0.15255502, shape=(), dtype=float32)","tf.Tensor(0.12024314, shape=(), dtype=float32)","tf.Tensor(0.14012285, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.24081476, shape=(), dtype=float32)","tf.Tensor(0.13788597, shape=(), dtype=float32)","tf.Tensor(0.29619172, shape=(), dtype=float32)","tf.Tensor(0.1833194, shape=(), dtype=float32)","tf.Tensor(0.10766232, shape=(), dtype=float32)","tf.Tensor(0.09939302, shape=(), dtype=float32)","tf.Tensor(0.06451613, shape=(), dtype=float32)","tf.Tensor(0.32916352, shape=(), dtype=float32)","tf.Tensor(0.055004135, shape=(), dtype=float32)","tf.Tensor(0.11232162, shape=(), dtype=float32)","tf.Tensor(0.16472617, shape=(), dtype=float32)","tf.Tensor(0.1261047, shape=(), dtype=float32)","tf.Tensor(0.14657697, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.24730754, shape=(), dtype=float32)","tf.Tensor(0.14301753, shape=(), dtype=float32)","tf.Tensor(0.29693723, shape=(), dtype=float32)","tf.Tensor(0.19264805, shape=(), dtype=float32)","tf.Tensor(0.11158662, shape=(), dtype=float32)","tf.Tensor(0.09905254, shape=(), dtype=float32)","tf.Tensor(0.05929919, shape=(), dtype=float32)","tf.Tensor(0.33947662, shape=(), dtype=float32)","tf.Tensor(0.059877176, shape=(), dtype=float32)","tf.Tensor(0.11541804, shape=(), dtype=float32)","tf.Tensor(0.17794117, shape=(), dtype=float32)","tf.Tensor(0.13130099, shape=(), dtype=float32)","tf.Tensor(0.1527355, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.2523937, shape=(), dtype=float32)","tf.Tensor(0.1474089, shape=(), dtype=float32)","tf.Tensor(0.2980214, shape=(), dtype=float32)","tf.Tensor(0.20246974, shape=(), dtype=float32)","tf.Tensor(0.11640034, shape=(), dtype=float32)","tf.Tensor(0.10364964, shape=(), dtype=float32)","tf.Tensor(0.023364486, shape=(), dtype=float32)","tf.Tensor(0.3479558, shape=(), dtype=float32)","tf.Tensor(0.05942555, shape=(), dtype=float32)","tf.Tensor(0.122056514, shape=(), dtype=float32)","tf.Tensor(0.19217877, shape=(), dtype=float32)","tf.Tensor(0.13804309, shape=(), dtype=float32)","tf.Tensor(0.15894797, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
