epoch,auc_2,loss,val_auc_2,val_loss
0,0.6007897257804871,0.2128702849149704,0.6529317498207092,0.20799300074577332
1,0.6488495469093323,0.20502184331417084,0.6995846033096313,0.20211859047412872
2,0.6707605719566345,0.20168890058994293,0.6998291015625,0.19913165271282196
3,0.6847431659698486,0.1997888684272766,0.6952394843101501,0.2018352448940277
4,0.6985704302787781,0.19770857691764832,0.7195712924003601,0.19630198180675507
5,0.7148529887199402,0.19568325579166412,0.7194979190826416,0.19527944922447205
6,0.7224250435829163,0.19408513605594635,0.7344521880149841,0.19326703250408173
7,0.7297685742378235,0.19260174036026,0.7334896326065063,0.1939532458782196
8,0.7293062210083008,0.1924096643924713,0.7413319945335388,0.1921871155500412
9,0.7389772534370422,0.19091202318668365,0.7494457960128784,0.19120363891124725
10,0.7451815009117126,0.1897822767496109,0.7451542615890503,0.19094538688659668
11,0.7480362057685852,0.18891821801662445,0.7434565424919128,0.19145086407661438
12,0.7486373782157898,0.18895232677459717,0.7459851503372192,0.1922757476568222
13,0.7486770749092102,0.1893462985754013,0.7480786442756653,0.19139087200164795
14,0.767724871635437,0.1854662001132965,0.7506392598152161,0.1906653791666031
15,0.7736920118331909,0.18393167853355408,0.7507487535476685,0.1907360553741455
16,0.779302716255188,0.18256041407585144,0.7477143406867981,0.19123274087905884
17,0.7825491428375244,0.1814631223678589,0.7480884790420532,0.19130659103393555
18,0.795452356338501,0.17850781977176666,0.746233344078064,0.19329412281513214
19,0.8006383180618286,0.17672953009605408,0.7430970668792725,0.19481053948402405
20,0.8053006529808044,0.17519842088222504,0.7373183965682983,0.19697202742099762
21,0.812950849533081,0.17288221418857574,0.7404296398162842,0.19738651812076569
22,0.8175378441810608,0.17155839502811432,0.7383829951286316,0.19884426891803741
23,0.820049524307251,0.1704832911491394,0.7388011813163757,0.1998216062784195
24,0.8251317739486694,0.16889196634292603,0.7382591962814331,0.2011169195175171
25,0.826394259929657,0.16811920702457428,0.7357879877090454,0.20223762094974518
26,0.8280162811279297,0.16734367609024048,0.7355276346206665,0.20304107666015625
27,0.8309223055839539,0.1665172427892685,0.7338281273841858,0.2028735876083374
28,0.8333059549331665,0.16588610410690308,0.7332570552825928,0.2039339542388916
29,0.832729697227478,0.16547968983650208,0.732495903968811,0.20466910302639008
30,0.8342946171760559,0.1649792343378067,0.7327523827552795,0.20450814068317413
31,0.8346746563911438,0.16485081613063812,0.7321351170539856,0.20441220700740814
32,0.8362658619880676,0.16457311809062958,0.7319859862327576,0.204662024974823
33,0.8365520238876343,0.1642400473356247,0.7319921851158142,0.2049034684896469
34,0.837563157081604,0.16420449316501617,0.7322427034378052,0.20466561615467072
