epoch,auc,loss,val_auc,val_loss
0,0.6591070294380188,0.20524908602237701,0.6773136258125305,0.20501425862312317
1,0.7028002142906189,0.19702020287513733,0.689471423625946,0.2027387171983719
2,0.7270237803459167,0.19319568574428558,0.693230926990509,0.20398981869220734
3,0.7419145703315735,0.1902845799922943,0.7230795621871948,0.19425426423549652
4,0.753343403339386,0.18769192695617676,0.7165786623954773,0.19778001308441162
5,0.7633415460586548,0.18516093492507935,0.7187594175338745,0.19605271518230438
6,0.7748933434486389,0.18233622610569,0.7095985412597656,0.1992916762828827
7,0.8040786981582642,0.17511321604251862,0.7033423185348511,0.2102935016155243
8,0.8254064917564392,0.16842038929462433,0.7022356390953064,0.22292187809944153
9,0.842819094657898,0.16105906665325165,0.704584002494812,0.2253103256225586
10,0.8660756945610046,0.15002742409706116,0.6858781576156616,0.24070316553115845
11,0.8867145776748657,0.13955621421337128,0.6832824945449829,0.26561638712882996
12,0.901823103427887,0.12943135201931,0.6534866094589233,0.298825204372406
13,0.912030816078186,0.12242764979600906,0.6129432320594788,0.34648168087005615
14,0.9232368469238281,0.11320699006319046,0.6206178069114685,0.3858742415904999
15,0.9299644827842712,0.10664698481559753,0.6195391416549683,0.4288451671600342
16,0.9317652583122253,0.10603704303503036,0.6634048223495483,0.41343042254447937
17,0.938696026802063,0.09952886402606964,0.6556255221366882,0.476524293422699
18,0.943053662776947,0.09479384869337082,0.6552600860595703,0.5382745862007141
19,0.9413595199584961,0.09727998822927475,0.6592522859573364,0.5047716498374939
20,0.9466050267219543,0.09255598485469818,0.654988169670105,0.5676333904266357
21,0.9510557651519775,0.08836039155721664,0.6524402499198914,0.6248074173927307
22,0.9481955170631409,0.09048762917518616,0.6537404656410217,0.6112269759178162
23,0.9511319994926453,0.08807572722434998,0.6522692441940308,0.6517424583435059
