epoch,auc_3,f1_score,loss,precision_3,recall_3,val_auc_3,val_f1_score,val_loss,val_precision_3,val_recall_3
0,0.5705544948577881,"""[0.17965987, 0.14196882, 0.0021180832, 0.4716834, 0.0046317745, 0.0042395336, 0.0, 0.0, 0.12653673, 0.0, 0.009575924, 0.0026109663, 0.00506132, 0.00086486485, 0.0]""",0.28560444712638855,0.26972201466560364,0.009934003464877605,0.631977915763855,"""[0.49069172, 0.18482973, 0.0, 0.34251714, 0.0, 0.0, 0.0, 0.0, 0.1204893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2506650984287262,0.3773972690105438,0.019409609958529472
1,0.6195122003555298,"""[0.24713959, 0.21238054, 0.0, 0.4578875, 0.0004715869, 0.0, 0.0, 0.0, 0.31869468, 0.0, 0.0, 0.0, 0.0019696672, 0.0, 0.0]""",0.2751055061817169,0.49316054582595825,0.01895485445857048,0.6189825534820557,"""[0.1643427, 0.16738199, 0.0, 0.31215185, 0.0, 0.0, 0.0, 0.0, 0.26917058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25431692600250244,0.29279497265815735,0.04265886917710304
2,0.645769476890564,"""[0.28904462, 0.27025214, 0.0, 0.4552502, 0.025345098, 0.0, 0.0, 0.0, 0.40150228, 0.0, 0.0, 0.0, 0.0023617395, 0.0012989824, 0.0]""",0.27025875449180603,0.5298923254013062,0.039486974477767944,0.6986784338951111,"""[0.5116814, 0.15944788, 0.0, 0.3301781, 0.02814424, 0.0, 0.0, 0.0, 0.3515275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.22765447199344635,0.44378697872161865,0.02906157448887825
3,0.673028826713562,"""[0.29914355, 0.28633693, 0.0, 0.45374775, 0.046891805, 0.0, 0.0, 0.0, 0.429682, 0.0, 0.0, 0.07655117, 0.002754821, 0.0012944984, 0.0]""",0.266365110874176,0.5495229959487915,0.05419427901506424,0.7139368653297424,"""[0.4754201, 0.18414201, 0.0, 0.32934391, 0.078907445, 0.0, 0.0, 0.0, 0.35914195, 0.0, 0.0, 0.16855346, 0.0, 0.0016736402, 0.0]""",0.23069939017295837,0.4026094973087311,0.0456530936062336
4,0.6860745549201965,"""[0.30456084, 0.30144626, 0.0, 0.44968042, 0.1083461, 0.0, 0.0, 0.0, 0.44115284, 0.0, 0.0, 0.21978024, 0.0007875566, 0.010156581, 0.0]""",0.26413536071777344,0.5474344491958618,0.06155485287308693,0.698537290096283,"""[0.39837694, 0.18882208, 0.0, 0.31864136, 0.121820614, 0.0, 0.0, 0.0, 0.3272984, 0.0, 0.0, 0.17575759, 0.0, 0.0, 0.0]""",0.2324923425912857,0.4716981053352356,0.018493730574846268
5,0.6971275806427002,"""[0.3135267, 0.30656934, 0.0, 0.44630173, 0.14639321, 0.0, 0.0, 0.0, 0.46030647, 0.0, 0.0, 0.29018405, 0.001182499, 0.014345991, 0.0]""",0.2611995339393616,0.5586916208267212,0.07065871357917786,0.7257875800132751,"""[0.43878278, 0.19961704, 0.0, 0.32520822, 0.18967336, 0.0, 0.0, 0.0, 0.38422394, 0.0, 0.0, 0.27891716, 0.0, 0.0, 0.0]""",0.22762246429920197,0.4347686469554901,0.047660984098911285
6,0.7239936590194702,"""[0.3526539, 0.32968432, 0.0, 0.44628733, 0.25311202, 0.0, 0.0, 0.0, 0.49965286, 0.0, 0.0, 0.37283474, 0.004691165, 0.022245107, 0.0]""",0.25504425168037415,0.5863158702850342,0.09496796876192093,0.7354783415794373,"""[0.50047886, 0.20349243, 0.0, 0.32824427, 0.24000001, 0.0, 0.0, 0.0, 0.42326587, 0.0, 0.0, 0.2976085, 0.0029917727, 0.017268445, 0.0]""",0.22625738382339478,0.4450535178184509,0.060060590505599976
7,0.7344406247138977,"""[0.37243143, 0.341213, 0.0, 0.44680187, 0.29247674, 0.0, 0.0, 0.0, 0.5166534, 0.0, 0.0, 0.40256274, 0.008918185, 0.06838586, 0.0]""",0.2522246539592743,0.5870661735534668,0.10789047926664352,0.7328414916992188,"""[0.46732673, 0.19795562, 0.0, 0.32210377, 0.24387096, 0.0, 0.0, 0.0, 0.43184468, 0.0, 0.0, 0.28936172, 0.015827337, 0.06550802, 0.0]""",0.22824697196483612,0.4584285020828247,0.07069888710975647
8,0.7426725625991821,"""[0.38171327, 0.3475485, 0.0, 0.45047107, 0.3170021, 0.0, 0.0, 0.0, 0.52603775, 0.0, 0.0, 0.44316694, 0.017796287, 0.087337844, 0.0]""",0.24975299835205078,0.5939365029335022,0.12115887552499771,0.740042507648468,"""[0.45823476, 0.2175926, 0.0, 0.3214209, 0.24926686, 0.0, 0.0, 0.0, 0.4468522, 0.0, 0.0, 0.30619863, 0.015547704, 0.054163847, 0.0]""",0.2273234874010086,0.46350669860839844,0.07784979790449142
9,0.7531675696372986,"""[0.4022059, 0.35618696, 0.0, 0.45211872, 0.3433735, 0.0, 0.0, 0.0, 0.54381025, 0.0, 0.0, 0.4692128, 0.020668922, 0.10891953, 0.0]""",0.24681569635868073,0.600665271282196,0.1374157816171646,0.7350589632987976,"""[0.46052402, 0.19231749, 0.0, 0.32499626, 0.25835526, 0.0, 0.0, 0.0, 0.4410037, 0.0, 0.0, 0.29037517, 0.049971603, 0.09552238, 0.0]""",0.2316175103187561,0.444833904504776,0.09387769550085068
