epoch,f1_score,loss,precision_4,recall_4,val_f1_score,val_loss,val_precision_4,val_recall_4
0,"""[0.26060233, 0.26682553, 0.25331563, 0.24512886]""",1.6365283727645874,0.25836431980133057,0.043437499552965164,"""[0.38872102, 0.0, 0.0, 0.0]""",1.3967773914337158,0.0,0.0
1,"""[0.26021004, 0.29944134, 0.18629715, 0.2278954]""",1.4280859231948853,0.22047244012355804,0.008750000037252903,"""[0.39869282, 0.12454212, 0.0, 0.0]""",1.386132836341858,0.0,0.0
2,"""[0.16809607, 0.23011363, 0.1322002, 0.36830834]""",1.3957470655441284,0.22580644488334656,0.0021875000093132257,"""[0.0, 0.0, 0.0, 0.38546923]""",1.388515591621399,0.0,0.0
3,"""[0.24426451, 0.23663579, 0.14407583, 0.3528]""",1.3875732421875,0.3333333432674408,0.0015625000232830644,"""[0.06666667, 0.18731119, 0.16286643, 0.295977]""",1.40234375,0.0,0.0
4,"""[0.26489228, 0.20710059, 0.19129193, 0.3006223]""",1.4298291206359863,0.27067670226097107,0.011250000447034836,"""[0.39029324, 0.0, 0.0, 0.0]""",7.378007888793945,0.24643319845199585,0.23749999701976776
5,"""[0.26467067, 0.25579938, 0.151341, 0.3320719]""",1.3979785442352295,0.24242424964904785,0.0024999999441206455,"""[0.09836066, 0.01904762, 0.0, 0.37608695]""",1.3947656154632568,0.3333333432674408,0.0024999999441206455
6,"""[0.23135272, 0.106177606, 0.12535079, 0.35932943]""",1.3907910585403442,0.5,0.0009374999790452421,"""[0.05581395, 0.028846154, 0.0, 0.37565583]""",1.390468716621399,0.0,0.0
7,"""[0.2933071, 0.19364831, 0.073743016, 0.32231778]""",1.3910058736801147,0.2222222238779068,0.0006249999860301614,"""[0.03652968, 0.057142854, 0.00877193, 0.37963948]""",1.3891406059265137,0.5,0.0012499999720603228
8,"""[0.17900172, 0.20751879, 0.022249693, 0.38503358]""",1.386538028717041,0.3333333432674408,0.0003124999930150807,"""[0.123966955, 0.08372093, 0.0, 0.37949836]""",1.3867968320846558,0.0,0.0
9,"""[0.27790976, 0.283886, 0.019753087, 0.33423668]""",1.3865771293640137,0.2857142984867096,0.0006249999860301614,"""[0.07239819, 0.18909091, 0.0, 0.3809524]""",1.3848047256469727,0.0,0.0
10,"""[0.26666665, 0.26441997, 0.10721649, 0.36637166]""",1.3870311975479126,0.20000000298023224,0.0003124999930150807,"""[0.0625, 0.21818182, 0.049586773, 0.3735499]""",1.3854687213897705,0.0,0.0
11,"""[0.26005024, 0.15589017, 0.085903086, 0.38142857]""",1.3849560022354126,1.0,0.0006249999860301614,"""[0.105691046, 0.12334802, 0.02542373, 0.37849942]""",1.3859961032867432,0.0,0.0
12,"""[0.25480154, 0.27329975, 0.0399061, 0.3729373]""",1.3819042444229126,1.0,0.0003124999930150807,"""[0.10300429, 0.34693876, 0.08029197, 0.40065682]""",1.3812695741653442,1.0,0.0012499999720603228
13,"""[0.28571427, 0.21331315, 0.085339166, 0.37520796]""",1.3824560642242432,0.5,0.0003124999930150807,"""[0.20645161, 0.27684966, 0.03361345, 0.4037559]""",1.388281226158142,0.0,0.0
14,"""[0.2630006, 0.30726567, 0.03305785, 0.38377088]""",1.3813965320587158,0.2857142984867096,0.0006249999860301614,"""[0.05063291, 0.34743875, 0.0, 0.40174675]""",1.3808202743530273,0.0,0.0
15,"""[0.25252524, 0.30417383, 0.09460946, 0.3823934]""",1.3798047304153442,0.25,0.0006249999860301614,"""[0.05660377, 0.31701633, 0.025316454, 0.3939394]""",1.3872851133346558,0.0,0.0
16,"""[0.12121211, 0.34311512, 0.06297503, 0.4203625]""",1.378749966621399,0.5,0.0012499999720603228,"""[0.23611112, 0.4177215, 0.03361345, 0.43000004]""",1.3669531345367432,0.0,0.0
17,"""[0.19164619, 0.38987342, 0.05561993, 0.41123882]""",1.3715869188308716,0.1764705926179886,0.0009374999790452421,"""[0.0, 0.09302326, 0.0, 0.38750002]""",1.4068750143051147,0.0,0.0
18,"""[0.08333334, 0.41879946, 0.038600724, 0.44913152]""",1.359887719154358,0.5072463750839233,0.010937499813735485,"""[0.0, 0.4269142, 0.0, 0.43824703]""",1.3585156202316284,0.0,0.0
19,"""[0.06680585, 0.4649934, 0.08018327, 0.43913043]""",1.3433837890625,0.4399999976158142,0.020625000819563866,"""[0.04901961, 0.46095237, 0.0, 0.4468413]""",1.345371127128601,0.0,0.0
20,"""[0.105058365, 0.48272723, 0.14424951, 0.44269142]""",1.3323681354522705,0.5546875,0.04437499865889549,"""[0.039800994, 0.40287772, 0.07377049, 0.40215924]""",1.3696680068969727,1.0,0.0012499999720603228
21,"""[0.12328768, 0.5222634, 0.08496732, 0.46453285]""",1.3040771484375,0.5582010746002197,0.06593749672174454,"""[0.0, 0.019512193, 0.026086956, 0.38683125]""",1.4473047256469727,0.4000000059604645,0.0024999999441206455
22,"""[0.14615384, 0.5428183, 0.17910448, 0.4940163]""",1.2715356349945068,0.5985533595085144,0.10343749821186066,"""[0.04651163, 0.3163017, 0.14, 0.38222224]""",1.4231250286102295,0.43396225571632385,0.028750000521540642
