epoch,f1_score,loss,precision_4,recall_4,val_f1_score,val_loss,val_precision_4,val_recall_4
23,"""[0.31231672, 0.6322827, 0.16347124, 0.5414535]""",1.159267544746399,0.6868250370025635,0.19875000417232513,"""[0.060869567, 0.37802196, 0.25581396, 0.40909088]""",1.420253872871399,0.4175257682800293,0.10125000029802322
24,"""[0.3140028, 0.6910529, 0.19277108, 0.5821845]""",1.0682812929153442,0.7035830616950989,0.27000001072883606,"""[0.20571429, 0.34096694, 0.17337461, 0.42910448]""",1.5270898342132568,0.4177215099334717,0.1237500011920929
25,"""[0.3353028, 0.74759364, 0.3551674, 0.61931187]""",0.9724072217941284,0.7260748744010925,0.32718750834465027,"""[0.2713864, 0.3804878, 0.31767336, 0.37931034]""",1.6630078554153442,0.40740740299224854,0.13750000298023224
26,"""[0.384671, 0.81535846, 0.46936116, 0.6935201]""",0.8557299971580505,0.7824292182922363,0.41468751430511475,"""[0.22580644, 0.37869823, 0.38759688, 0.40274602]""",1.6747851371765137,0.3833865821361542,0.15000000596046448
27,"""[0.47290644, 0.8527679, 0.55889726, 0.75281566]""",0.7563452124595642,0.7934002876281738,0.5184375047683716,"""[0.32093024, 0.3586626, 0.3752495, 0.34705883]""",1.783144474029541,0.3886255919933319,0.20499999821186066
28,"""[0.5362319, 0.8665105, 0.59160304, 0.80049866]""",0.6950116157531738,0.7964867353439331,0.5809375047683716,"""[0.30054647, 0.4269142, 0.40080974, 0.33009708]""",1.9494531154632568,0.39003437757492065,0.2837499976158142
29,"""[0.58494335, 0.8826347, 0.63811296, 0.837037]""",0.6138299703598022,0.8265712261199951,0.6493750214576721,"""[0.3254593, 0.35185185, 0.4183486, 0.37714288]""",2.077988386154175,0.39898988604545593,0.29624998569488525
30,"""[0.6390149, 0.9082067, 0.6817326, 0.86119676]""",0.5323687791824341,0.8466210961341858,0.6968749761581421,"""[0.35784313, 0.32692307, 0.40239042, 0.3968254]""",2.4229297637939453,0.38425925374031067,0.3112500011920929
31,"""[0.6563707, 0.91901845, 0.7123457, 0.86090225]""",0.5016595721244812,0.8407620191574097,0.7309374809265137,"""[0.31980908, 0.340694, 0.3954373, 0.36094677]""",2.366894483566284,0.375,0.3149999976158142
32,"""[0.7138305, 0.9208283, 0.73869354, 0.89041954]""",0.45711976289749146,0.868852436542511,0.7618749737739563,"""[0.36744186, 0.28671327, 0.37848607, 0.39790577]""",2.586543083190918,0.3735795319080353,0.32875001430511475
33,"""[0.7418546, 0.9269184, 0.76639086, 0.9007538]""",0.41140687465667725,0.8817318081855774,0.7828124761581421,"""[0.33175355, 0.2996516, 0.38132295, 0.39787802]""",2.794062614440918,0.3689320385456085,0.33250001072883606
34,"""[0.7574414, 0.92674, 0.7794486, 0.8998109]""",0.40215301513671875,0.882495641708374,0.7956249713897705,"""[0.3230404, 0.28070176, 0.35928145, 0.39694658]""",2.930859327316284,0.34965986013412476,0.32124999165534973
35,"""[0.7825538, 0.91535676, 0.79087454, 0.9118388]""",0.3798065185546875,0.8955586552619934,0.8065624833106995,"""[0.3364486, 0.2993197, 0.37714285, 0.3785311]""",2.8612890243530273,0.3539094626903534,0.32249999046325684
36,"""[0.781407, 0.93534744, 0.79922533, 0.89650875]""",0.3688749074935913,0.9045296311378479,0.8112499713897705,"""[0.33718246, 0.28771928, 0.37686566, 0.36994216]""",2.914316415786743,0.3562752902507782,0.33000001311302185
37,"""[0.8017348, 0.9137931, 0.8088607, 0.91219205]""",0.36355531215667725,0.9123173356056213,0.8193749785423279,"""[0.3386728, 0.2857143, 0.36363637, 0.38505745]""",3.062187433242798,0.3576158881187439,0.3375000059604645
38,"""[0.7828251, 0.93309003, 0.8108108, 0.90282136]""",0.34426239132881165,0.902247965335846,0.8278124928474426,"""[0.33179727, 0.2847222, 0.37218046, 0.37572256]""",3.0492382049560547,0.3540290594100952,0.33500000834465027
39,"""[0.8152309, 0.93009114, 0.8263396, 0.91022444]""",0.3333508372306824,0.9142173528671265,0.8359375,"""[0.33882353, 0.29054052, 0.38289964, 0.36363637]""",3.0735156536102295,0.35600000619888306,0.33375000953674316
