,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.079067975, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.09092457, shape=(), dtype=float32)","tf.Tensor(0.040459648, shape=(), dtype=float32)","tf.Tensor(0.044986922, shape=(), dtype=float32)","tf.Tensor(0.032550998, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023881912, shape=(), dtype=float32)","tf.Tensor(0.059788015, shape=(), dtype=float32)","tf.Tensor(0.045753628, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.099419415, shape=(), dtype=float32)","tf.Tensor(0.0039166813, shape=(), dtype=float32)"
1,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18917273, shape=(), dtype=float32)","tf.Tensor(0.08089493, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.093644306, shape=(), dtype=float32)","tf.Tensor(0.07015858, shape=(), dtype=float32)","tf.Tensor(0.05012237, shape=(), dtype=float32)","tf.Tensor(0.038250163, shape=(), dtype=float32)","tf.Tensor(0.21923482, shape=(), dtype=float32)","tf.Tensor(0.025591314, shape=(), dtype=float32)","tf.Tensor(0.0617622, shape=(), dtype=float32)","tf.Tensor(0.05600573, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.09947422, shape=(), dtype=float32)","tf.Tensor(0.008418255, shape=(), dtype=float32)"
2,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.19389033, shape=(), dtype=float32)","tf.Tensor(0.08952137, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.10286678, shape=(), dtype=float32)","tf.Tensor(0.09532581, shape=(), dtype=float32)","tf.Tensor(0.05972014, shape=(), dtype=float32)","tf.Tensor(0.042794876, shape=(), dtype=float32)","tf.Tensor(0.23359317, shape=(), dtype=float32)","tf.Tensor(0.030583449, shape=(), dtype=float32)","tf.Tensor(0.0667071, shape=(), dtype=float32)","tf.Tensor(0.06932986, shape=(), dtype=float32)","tf.Tensor(0.10840223, shape=(), dtype=float32)","tf.Tensor(0.099761456, shape=(), dtype=float32)","tf.Tensor(0.008873114, shape=(), dtype=float32)"
3,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.20231694, shape=(), dtype=float32)","tf.Tensor(0.10306634, shape=(), dtype=float32)","tf.Tensor(0.30795938, shape=(), dtype=float32)","tf.Tensor(0.11567078, shape=(), dtype=float32)","tf.Tensor(0.10879693, shape=(), dtype=float32)","tf.Tensor(0.06887525, shape=(), dtype=float32)","tf.Tensor(0.048286732, shape=(), dtype=float32)","tf.Tensor(0.25010577, shape=(), dtype=float32)","tf.Tensor(0.037695933, shape=(), dtype=float32)","tf.Tensor(0.07521909, shape=(), dtype=float32)","tf.Tensor(0.08079324, shape=(), dtype=float32)","tf.Tensor(0.10847543, shape=(), dtype=float32)","tf.Tensor(0.10149852, shape=(), dtype=float32)","tf.Tensor(0.008032128, shape=(), dtype=float32)"
4,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.21173975, shape=(), dtype=float32)","tf.Tensor(0.11766329, shape=(), dtype=float32)","tf.Tensor(0.3080059, shape=(), dtype=float32)","tf.Tensor(0.12807475, shape=(), dtype=float32)","tf.Tensor(0.11926319, shape=(), dtype=float32)","tf.Tensor(0.073534004, shape=(), dtype=float32)","tf.Tensor(0.055296395, shape=(), dtype=float32)","tf.Tensor(0.26444623, shape=(), dtype=float32)","tf.Tensor(0.04421111, shape=(), dtype=float32)","tf.Tensor(0.08608321, shape=(), dtype=float32)","tf.Tensor(0.09041345, shape=(), dtype=float32)","tf.Tensor(0.10880719, shape=(), dtype=float32)","tf.Tensor(0.104516305, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22146574, shape=(), dtype=float32)","tf.Tensor(0.12962383, shape=(), dtype=float32)","tf.Tensor(0.30827352, shape=(), dtype=float32)","tf.Tensor(0.14329614, shape=(), dtype=float32)","tf.Tensor(0.12615117, shape=(), dtype=float32)","tf.Tensor(0.07921049, shape=(), dtype=float32)","tf.Tensor(0.06184885, shape=(), dtype=float32)","tf.Tensor(0.27784878, shape=(), dtype=float32)","tf.Tensor(0.050960258, shape=(), dtype=float32)","tf.Tensor(0.095634095, shape=(), dtype=float32)","tf.Tensor(0.099026196, shape=(), dtype=float32)","tf.Tensor(0.10952095, shape=(), dtype=float32)","tf.Tensor(0.10878336, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22951654, shape=(), dtype=float32)","tf.Tensor(0.1382584, shape=(), dtype=float32)","tf.Tensor(0.30867606, shape=(), dtype=float32)","tf.Tensor(0.1572843, shape=(), dtype=float32)","tf.Tensor(0.13506791, shape=(), dtype=float32)","tf.Tensor(0.086021505, shape=(), dtype=float32)","tf.Tensor(0.062011465, shape=(), dtype=float32)","tf.Tensor(0.2897301, shape=(), dtype=float32)","tf.Tensor(0.05404001, shape=(), dtype=float32)","tf.Tensor(0.10803782, shape=(), dtype=float32)","tf.Tensor(0.10545043, shape=(), dtype=float32)","tf.Tensor(0.1105059, shape=(), dtype=float32)","tf.Tensor(0.11413707, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2345777, shape=(), dtype=float32)","tf.Tensor(0.14465055, shape=(), dtype=float32)","tf.Tensor(0.3093378, shape=(), dtype=float32)","tf.Tensor(0.17015763, shape=(), dtype=float32)","tf.Tensor(0.1419598, shape=(), dtype=float32)","tf.Tensor(0.09264406, shape=(), dtype=float32)","tf.Tensor(0.055045873, shape=(), dtype=float32)","tf.Tensor(0.29970708, shape=(), dtype=float32)","tf.Tensor(0.051881623, shape=(), dtype=float32)","tf.Tensor(0.11586758, shape=(), dtype=float32)","tf.Tensor(0.11211778, shape=(), dtype=float32)","tf.Tensor(0.111995704, shape=(), dtype=float32)","tf.Tensor(0.12063081, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.23965983, shape=(), dtype=float32)","tf.Tensor(0.15014164, shape=(), dtype=float32)","tf.Tensor(0.30998248, shape=(), dtype=float32)","tf.Tensor(0.18315019, shape=(), dtype=float32)","tf.Tensor(0.14905703, shape=(), dtype=float32)","tf.Tensor(0.09761251, shape=(), dtype=float32)","tf.Tensor(0.052781742, shape=(), dtype=float32)","tf.Tensor(0.3100055, shape=(), dtype=float32)","tf.Tensor(0.04991294, shape=(), dtype=float32)","tf.Tensor(0.12048193, shape=(), dtype=float32)","tf.Tensor(0.120402806, shape=(), dtype=float32)","tf.Tensor(0.11428041, shape=(), dtype=float32)","tf.Tensor(0.12810871, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.24453898, shape=(), dtype=float32)","tf.Tensor(0.15546173, shape=(), dtype=float32)","tf.Tensor(0.31119442, shape=(), dtype=float32)","tf.Tensor(0.1923913, shape=(), dtype=float32)","tf.Tensor(0.15536863, shape=(), dtype=float32)","tf.Tensor(0.10009533, shape=(), dtype=float32)","tf.Tensor(0.041290324, shape=(), dtype=float32)","tf.Tensor(0.3181472, shape=(), dtype=float32)","tf.Tensor(0.03761062, shape=(), dtype=float32)","tf.Tensor(0.1253605, shape=(), dtype=float32)","tf.Tensor(0.120221324, shape=(), dtype=float32)","tf.Tensor(0.116358325, shape=(), dtype=float32)","tf.Tensor(0.13406333, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
