,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.079067975, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.09092457, shape=(), dtype=float32)","tf.Tensor(0.040459648, shape=(), dtype=float32)","tf.Tensor(0.044986922, shape=(), dtype=float32)","tf.Tensor(0.032550998, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023881912, shape=(), dtype=float32)","tf.Tensor(0.059788015, shape=(), dtype=float32)","tf.Tensor(0.045753628, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.099419415, shape=(), dtype=float32)","tf.Tensor(0.0039166813, shape=(), dtype=float32)"
1,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.19011842, shape=(), dtype=float32)","tf.Tensor(0.08449015, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.0960912, shape=(), dtype=float32)","tf.Tensor(0.07426377, shape=(), dtype=float32)","tf.Tensor(0.052906148, shape=(), dtype=float32)","tf.Tensor(0.04208622, shape=(), dtype=float32)","tf.Tensor(0.22411571, shape=(), dtype=float32)","tf.Tensor(0.02903208, shape=(), dtype=float32)","tf.Tensor(0.06403987, shape=(), dtype=float32)","tf.Tensor(0.06294689, shape=(), dtype=float32)","tf.Tensor(0.10840223, shape=(), dtype=float32)","tf.Tensor(0.09969325, shape=(), dtype=float32)","tf.Tensor(0.012861736, shape=(), dtype=float32)"
2,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.1959642, shape=(), dtype=float32)","tf.Tensor(0.098961785, shape=(), dtype=float32)","tf.Tensor(0.30809322, shape=(), dtype=float32)","tf.Tensor(0.109131165, shape=(), dtype=float32)","tf.Tensor(0.0964975, shape=(), dtype=float32)","tf.Tensor(0.06452086, shape=(), dtype=float32)","tf.Tensor(0.048944876, shape=(), dtype=float32)","tf.Tensor(0.24392906, shape=(), dtype=float32)","tf.Tensor(0.037412588, shape=(), dtype=float32)","tf.Tensor(0.07356428, shape=(), dtype=float32)","tf.Tensor(0.07871199, shape=(), dtype=float32)","tf.Tensor(0.108450525, shape=(), dtype=float32)","tf.Tensor(0.10195871, shape=(), dtype=float32)","tf.Tensor(0.018450184, shape=(), dtype=float32)"
3,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.20354529, shape=(), dtype=float32)","tf.Tensor(0.1127384, shape=(), dtype=float32)","tf.Tensor(0.3092502, shape=(), dtype=float32)","tf.Tensor(0.12534164, shape=(), dtype=float32)","tf.Tensor(0.11299602, shape=(), dtype=float32)","tf.Tensor(0.076079436, shape=(), dtype=float32)","tf.Tensor(0.059592023, shape=(), dtype=float32)","tf.Tensor(0.2648611, shape=(), dtype=float32)","tf.Tensor(0.04587156, shape=(), dtype=float32)","tf.Tensor(0.08514734, shape=(), dtype=float32)","tf.Tensor(0.09294142, shape=(), dtype=float32)","tf.Tensor(0.10916212, shape=(), dtype=float32)","tf.Tensor(0.107214525, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2121198, shape=(), dtype=float32)","tf.Tensor(0.12541546, shape=(), dtype=float32)","tf.Tensor(0.31116888, shape=(), dtype=float32)","tf.Tensor(0.14258541, shape=(), dtype=float32)","tf.Tensor(0.12669995, shape=(), dtype=float32)","tf.Tensor(0.08561907, shape=(), dtype=float32)","tf.Tensor(0.06506224, shape=(), dtype=float32)","tf.Tensor(0.2828696, shape=(), dtype=float32)","tf.Tensor(0.05032693, shape=(), dtype=float32)","tf.Tensor(0.09704522, shape=(), dtype=float32)","tf.Tensor(0.10489869, shape=(), dtype=float32)","tf.Tensor(0.11062274, shape=(), dtype=float32)","tf.Tensor(0.113433786, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22026004, shape=(), dtype=float32)","tf.Tensor(0.13460597, shape=(), dtype=float32)","tf.Tensor(0.31339538, shape=(), dtype=float32)","tf.Tensor(0.15717478, shape=(), dtype=float32)","tf.Tensor(0.13812046, shape=(), dtype=float32)","tf.Tensor(0.09234785, shape=(), dtype=float32)","tf.Tensor(0.07043287, shape=(), dtype=float32)","tf.Tensor(0.29808244, shape=(), dtype=float32)","tf.Tensor(0.053006556, shape=(), dtype=float32)","tf.Tensor(0.1054494, shape=(), dtype=float32)","tf.Tensor(0.11614907, shape=(), dtype=float32)","tf.Tensor(0.11250338, shape=(), dtype=float32)","tf.Tensor(0.120480485, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22767948, shape=(), dtype=float32)","tf.Tensor(0.14190213, shape=(), dtype=float32)","tf.Tensor(0.31563744, shape=(), dtype=float32)","tf.Tensor(0.17099522, shape=(), dtype=float32)","tf.Tensor(0.14788887, shape=(), dtype=float32)","tf.Tensor(0.10004002, shape=(), dtype=float32)","tf.Tensor(0.076537915, shape=(), dtype=float32)","tf.Tensor(0.3130329, shape=(), dtype=float32)","tf.Tensor(0.053793658, shape=(), dtype=float32)","tf.Tensor(0.115983844, shape=(), dtype=float32)","tf.Tensor(0.12644735, shape=(), dtype=float32)","tf.Tensor(0.11516641, shape=(), dtype=float32)","tf.Tensor(0.12726656, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.23558229, shape=(), dtype=float32)","tf.Tensor(0.14831893, shape=(), dtype=float32)","tf.Tensor(0.31827703, shape=(), dtype=float32)","tf.Tensor(0.18602432, shape=(), dtype=float32)","tf.Tensor(0.15522678, shape=(), dtype=float32)","tf.Tensor(0.10607895, shape=(), dtype=float32)","tf.Tensor(0.06993007, shape=(), dtype=float32)","tf.Tensor(0.3250576, shape=(), dtype=float32)","tf.Tensor(0.051252183, shape=(), dtype=float32)","tf.Tensor(0.12178066, shape=(), dtype=float32)","tf.Tensor(0.13953489, shape=(), dtype=float32)","tf.Tensor(0.117629305, shape=(), dtype=float32)","tf.Tensor(0.13202031, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.24202187, shape=(), dtype=float32)","tf.Tensor(0.15353206, shape=(), dtype=float32)","tf.Tensor(0.32065827, shape=(), dtype=float32)","tf.Tensor(0.19843413, shape=(), dtype=float32)","tf.Tensor(0.16002126, shape=(), dtype=float32)","tf.Tensor(0.11605081, shape=(), dtype=float32)","tf.Tensor(0.063621536, shape=(), dtype=float32)","tf.Tensor(0.33478522, shape=(), dtype=float32)","tf.Tensor(0.04049296, shape=(), dtype=float32)","tf.Tensor(0.12707183, shape=(), dtype=float32)","tf.Tensor(0.15031525, shape=(), dtype=float32)","tf.Tensor(0.1205444, shape=(), dtype=float32)","tf.Tensor(0.1378531, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.24830568, shape=(), dtype=float32)","tf.Tensor(0.15668403, shape=(), dtype=float32)","tf.Tensor(0.32311168, shape=(), dtype=float32)","tf.Tensor(0.20911689, shape=(), dtype=float32)","tf.Tensor(0.16613969, shape=(), dtype=float32)","tf.Tensor(0.12098931, shape=(), dtype=float32)","tf.Tensor(0.038369305, shape=(), dtype=float32)","tf.Tensor(0.34427375, shape=(), dtype=float32)","tf.Tensor(0.032214765, shape=(), dtype=float32)","tf.Tensor(0.13018279, shape=(), dtype=float32)","tf.Tensor(0.15969582, shape=(), dtype=float32)","tf.Tensor(0.12349874, shape=(), dtype=float32)","tf.Tensor(0.14550753, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
