epoch,auc,loss,val_auc,val_loss
0,0.5989953875541687,0.21731644868850708,0.6306906342506409,0.218190997838974
1,0.6441664099693298,0.20703399181365967,0.6043987274169922,0.24398767948150635
2,0.6704771518707275,0.2033560574054718,0.6862794756889343,0.1997372955083847
3,0.6884714961051941,0.20069558918476105,0.6722277402877808,0.201710045337677
4,0.7028543949127197,0.19828763604164124,0.706302285194397,0.19651050865650177
5,0.7175089120864868,0.19621123373508453,0.712249219417572,0.19569258391857147
6,0.7289779782295227,0.19431206583976746,0.7188865542411804,0.19430895149707794
7,0.7371401190757751,0.19268794357776642,0.7177495360374451,0.19515006244182587
8,0.7461175322532654,0.19097934663295746,0.7239450812339783,0.19454056024551392
9,0.75372314453125,0.18940554559230804,0.7216995358467102,0.19549070298671722
10,0.7741756439208984,0.18479807674884796,0.7215374708175659,0.1962873637676239
11,0.7884709239006042,0.18132920563220978,0.7205953001976013,0.19897419214248657
12,0.8029816746711731,0.17771315574645996,0.7111186981201172,0.20397202670574188
13,0.8181797862052917,0.17255637049674988,0.7080725431442261,0.20878088474273682
14,0.8334901928901672,0.16762341558933258,0.7014185786247253,0.21458326280117035
15,0.8454529643058777,0.16252455115318298,0.6953607797622681,0.22164838016033173
16,0.85542893409729,0.15766818821430206,0.6855440735816956,0.23120225965976715
17,0.8675178289413452,0.15234249830245972,0.6790767908096313,0.2430822104215622
18,0.8764426112174988,0.14713488519191742,0.6726020574569702,0.25513163208961487
19,0.8799962997436523,0.1449989527463913,0.6719712615013123,0.25370410084724426
20,0.88800048828125,0.14037971198558807,0.6681769490242004,0.264818012714386
21,0.8950793147087097,0.1359938681125641,0.666682243347168,0.276227205991745
22,0.891766369342804,0.13750651478767395,0.669530987739563,0.26593726873397827
23,0.897359311580658,0.13408690690994263,0.666965126991272,0.27522510290145874
24,0.9029000401496887,0.13060638308525085,0.6640656590461731,0.2852621078491211
25,0.8968263268470764,0.13322842121124268,0.6682584285736084,0.2782934308052063
26,0.9009279608726501,0.1310664564371109,0.6665469408035278,0.2846783697605133
