epoch,auc,loss,val_auc,val_loss
0,0.5814951658248901,0.28317850828170776,0.6293074488639832,0.27662476897239685
1,0.6200553774833679,0.27574053406715393,0.6318740844726562,0.274518758058548
2,0.6254238486289978,0.2741639316082001,0.6128920316696167,0.28889137506484985
3,0.6462936401367188,0.2712578773498535,0.6644545197486877,0.26839083433151245
4,0.6596241593360901,0.2694026231765747,0.6664913296699524,0.26871204376220703
5,0.6798412799835205,0.2657248377799988,0.6799516677856445,0.2660168409347534
6,0.6900742650032043,0.2635875940322876,0.6837222576141357,0.2664494514465332
7,0.6985762119293213,0.2617057263851166,0.6941537261009216,0.26362618803977966
8,0.703292965888977,0.26099318265914917,0.6854901909828186,0.2653256356716156
9,0.7115607857704163,0.25939011573791504,0.6996169686317444,0.261730819940567
10,0.7116490006446838,0.25869572162628174,0.698228657245636,0.2616877555847168
11,0.7187873721122742,0.25755438208580017,0.7030053734779358,0.2615773677825928
12,0.724243700504303,0.2555188834667206,0.7010896801948547,0.26076677441596985
13,0.7311534881591797,0.25405755639076233,0.7055547833442688,0.2600187063217163
14,0.7138446569442749,0.2582508325576782,0.7060331702232361,0.260049045085907
15,0.7342599630355835,0.25324374437332153,0.7080286741256714,0.2599530816078186
16,0.7417020201683044,0.2512109875679016,0.7014769315719604,0.26142367720603943
17,0.7577944397926331,0.24614021182060242,0.707930326461792,0.26026248931884766
18,0.7644989490509033,0.24351675808429718,0.7024546265602112,0.2619805335998535
19,0.7679929733276367,0.24244599044322968,0.7054483890533447,0.2620992064476013
20,0.7841700315475464,0.23620350658893585,0.7054702639579773,0.2645472288131714
21,0.7926948070526123,0.23358464241027832,0.7019844651222229,0.2668716013431549
22,0.7975189089775085,0.23067784309387207,0.6996265649795532,0.26850759983062744
23,0.8084520697593689,0.22630082070827484,0.6991297602653503,0.2716912031173706
24,0.8137816190719604,0.22405578196048737,0.699940025806427,0.2725898027420044
25,0.8174235224723816,0.22195841372013092,0.6959385275840759,0.2755793035030365
26,0.8228269219398499,0.21964773535728455,0.6977209448814392,0.2765461206436157
27,0.8243834376335144,0.21802277863025665,0.6956300139427185,0.2790779173374176
28,0.8278087377548218,0.2167922854423523,0.693535566329956,0.28050023317337036
29,0.8287662267684937,0.21617788076400757,0.6961146593093872,0.2815212309360504
30,0.8339665532112122,0.2148393839597702,0.696750283241272,0.2812368869781494
31,0.831623911857605,0.2144227772951126,0.6969998478889465,0.2823772728443146
32,0.8336013555526733,0.21357810497283936,0.6957283020019531,0.2830016016960144
33,0.8354873657226562,0.21316325664520264,0.6957405805587769,0.28327953815460205
34,0.8360534906387329,0.21243251860141754,0.6959184408187866,0.283598393201828
35,0.8371633887290955,0.21222324669361115,0.6947501301765442,0.28323477506637573
