,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.079067975, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.09092457, shape=(), dtype=float32)","tf.Tensor(0.040459648, shape=(), dtype=float32)","tf.Tensor(0.044986922, shape=(), dtype=float32)","tf.Tensor(0.032550998, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023881912, shape=(), dtype=float32)","tf.Tensor(0.059788015, shape=(), dtype=float32)","tf.Tensor(0.045753628, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.099419415, shape=(), dtype=float32)","tf.Tensor(0.0039166813, shape=(), dtype=float32)"
1,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18877406, shape=(), dtype=float32)","tf.Tensor(0.08410059, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.10091743, shape=(), dtype=float32)","tf.Tensor(0.07497225, shape=(), dtype=float32)","tf.Tensor(0.055274118, shape=(), dtype=float32)","tf.Tensor(0.037802152, shape=(), dtype=float32)","tf.Tensor(0.22567149, shape=(), dtype=float32)","tf.Tensor(0.02742594, shape=(), dtype=float32)","tf.Tensor(0.06431019, shape=(), dtype=float32)","tf.Tensor(0.07724347, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.101311855, shape=(), dtype=float32)","tf.Tensor(0.008798944, shape=(), dtype=float32)"
2,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.19416907, shape=(), dtype=float32)","tf.Tensor(0.10229358, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.11926072, shape=(), dtype=float32)","tf.Tensor(0.097526334, shape=(), dtype=float32)","tf.Tensor(0.0684325, shape=(), dtype=float32)","tf.Tensor(0.045093406, shape=(), dtype=float32)","tf.Tensor(0.25098333, shape=(), dtype=float32)","tf.Tensor(0.036638603, shape=(), dtype=float32)","tf.Tensor(0.0776489, shape=(), dtype=float32)","tf.Tensor(0.095996775, shape=(), dtype=float32)","tf.Tensor(0.10857167, shape=(), dtype=float32)","tf.Tensor(0.10719125, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
3,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.20400953, shape=(), dtype=float32)","tf.Tensor(0.11740417, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.1371578, shape=(), dtype=float32)","tf.Tensor(0.11041726, shape=(), dtype=float32)","tf.Tensor(0.0803399, shape=(), dtype=float32)","tf.Tensor(0.053585656, shape=(), dtype=float32)","tf.Tensor(0.2743052, shape=(), dtype=float32)","tf.Tensor(0.0409701, shape=(), dtype=float32)","tf.Tensor(0.09039982, shape=(), dtype=float32)","tf.Tensor(0.115, shape=(), dtype=float32)","tf.Tensor(0.108847596, shape=(), dtype=float32)","tf.Tensor(0.11436799, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.21372119, shape=(), dtype=float32)","tf.Tensor(0.12981522, shape=(), dtype=float32)","tf.Tensor(0.30788967, shape=(), dtype=float32)","tf.Tensor(0.15400691, shape=(), dtype=float32)","tf.Tensor(0.11949992, shape=(), dtype=float32)","tf.Tensor(0.09101768, shape=(), dtype=float32)","tf.Tensor(0.06339645, shape=(), dtype=float32)","tf.Tensor(0.29478154, shape=(), dtype=float32)","tf.Tensor(0.047771838, shape=(), dtype=float32)","tf.Tensor(0.10133695, shape=(), dtype=float32)","tf.Tensor(0.12582879, shape=(), dtype=float32)","tf.Tensor(0.110479854, shape=(), dtype=float32)","tf.Tensor(0.12283411, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.22373216, shape=(), dtype=float32)","tf.Tensor(0.13905402, shape=(), dtype=float32)","tf.Tensor(0.3079013, shape=(), dtype=float32)","tf.Tensor(0.16820213, shape=(), dtype=float32)","tf.Tensor(0.12892681, shape=(), dtype=float32)","tf.Tensor(0.101801544, shape=(), dtype=float32)","tf.Tensor(0.07371525, shape=(), dtype=float32)","tf.Tensor(0.30964136, shape=(), dtype=float32)","tf.Tensor(0.05292062, shape=(), dtype=float32)","tf.Tensor(0.113221064, shape=(), dtype=float32)","tf.Tensor(0.1392663, shape=(), dtype=float32)","tf.Tensor(0.11360321, shape=(), dtype=float32)","tf.Tensor(0.13030653, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.23133598, shape=(), dtype=float32)","tf.Tensor(0.14551544, shape=(), dtype=float32)","tf.Tensor(0.307971, shape=(), dtype=float32)","tf.Tensor(0.18110883, shape=(), dtype=float32)","tf.Tensor(0.13867736, shape=(), dtype=float32)","tf.Tensor(0.10746874, shape=(), dtype=float32)","tf.Tensor(0.08294062, shape=(), dtype=float32)","tf.Tensor(0.32315505, shape=(), dtype=float32)","tf.Tensor(0.060318537, shape=(), dtype=float32)","tf.Tensor(0.12201365, shape=(), dtype=float32)","tf.Tensor(0.14907551, shape=(), dtype=float32)","tf.Tensor(0.11728215, shape=(), dtype=float32)","tf.Tensor(0.13760091, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.23856173, shape=(), dtype=float32)","tf.Tensor(0.15074776, shape=(), dtype=float32)","tf.Tensor(0.30813384, shape=(), dtype=float32)","tf.Tensor(0.19309872, shape=(), dtype=float32)","tf.Tensor(0.14861903, shape=(), dtype=float32)","tf.Tensor(0.113251604, shape=(), dtype=float32)","tf.Tensor(0.08830437, shape=(), dtype=float32)","tf.Tensor(0.33659723, shape=(), dtype=float32)","tf.Tensor(0.06552838, shape=(), dtype=float32)","tf.Tensor(0.12811507, shape=(), dtype=float32)","tf.Tensor(0.15907137, shape=(), dtype=float32)","tf.Tensor(0.12162374, shape=(), dtype=float32)","tf.Tensor(0.1458981, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.24484998, shape=(), dtype=float32)","tf.Tensor(0.15712157, shape=(), dtype=float32)","tf.Tensor(0.3083201, shape=(), dtype=float32)","tf.Tensor(0.20389692, shape=(), dtype=float32)","tf.Tensor(0.15435922, shape=(), dtype=float32)","tf.Tensor(0.12040726, shape=(), dtype=float32)","tf.Tensor(0.09203798, shape=(), dtype=float32)","tf.Tensor(0.3464276, shape=(), dtype=float32)","tf.Tensor(0.0747782, shape=(), dtype=float32)","tf.Tensor(0.13596323, shape=(), dtype=float32)","tf.Tensor(0.16702053, shape=(), dtype=float32)","tf.Tensor(0.12556054, shape=(), dtype=float32)","tf.Tensor(0.15195471, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2500291, shape=(), dtype=float32)","tf.Tensor(0.1612867, shape=(), dtype=float32)","tf.Tensor(0.30870503, shape=(), dtype=float32)","tf.Tensor(0.2139726, shape=(), dtype=float32)","tf.Tensor(0.16154248, shape=(), dtype=float32)","tf.Tensor(0.12088184, shape=(), dtype=float32)","tf.Tensor(0.063725494, shape=(), dtype=float32)","tf.Tensor(0.35515213, shape=(), dtype=float32)","tf.Tensor(0.061452515, shape=(), dtype=float32)","tf.Tensor(0.13657907, shape=(), dtype=float32)","tf.Tensor(0.17933522, shape=(), dtype=float32)","tf.Tensor(0.12971024, shape=(), dtype=float32)","tf.Tensor(0.15886027, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
10,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.2557298, shape=(), dtype=float32)","tf.Tensor(0.1668439, shape=(), dtype=float32)","tf.Tensor(0.3092674, shape=(), dtype=float32)","tf.Tensor(0.22232051, shape=(), dtype=float32)","tf.Tensor(0.16251051, shape=(), dtype=float32)","tf.Tensor(0.12216695, shape=(), dtype=float32)","tf.Tensor(0.025210084, shape=(), dtype=float32)","tf.Tensor(0.3634766, shape=(), dtype=float32)","tf.Tensor(0.065868266, shape=(), dtype=float32)","tf.Tensor(0.13818006, shape=(), dtype=float32)","tf.Tensor(0.18755329, shape=(), dtype=float32)","tf.Tensor(0.134206, shape=(), dtype=float32)","tf.Tensor(0.16481021, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
11,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.26146245, shape=(), dtype=float32)","tf.Tensor(0.17213622, shape=(), dtype=float32)","tf.Tensor(0.30995777, shape=(), dtype=float32)","tf.Tensor(0.23250636, shape=(), dtype=float32)","tf.Tensor(0.16491754, shape=(), dtype=float32)","tf.Tensor(0.12399753, shape=(), dtype=float32)","tf.Tensor(0.0051020407, shape=(), dtype=float32)","tf.Tensor(0.36996835, shape=(), dtype=float32)","tf.Tensor(0.045584045, shape=(), dtype=float32)","tf.Tensor(0.14088982, shape=(), dtype=float32)","tf.Tensor(0.19358817, shape=(), dtype=float32)","tf.Tensor(0.14174312, shape=(), dtype=float32)","tf.Tensor(0.17215551, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
