,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039174538, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.03013133, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.051442474, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0041831695, shape=(), dtype=float32)"
1,"tf.Tensor(0.69873434, shape=(), dtype=float32)","tf.Tensor(0.18806598, shape=(), dtype=float32)","tf.Tensor(0.08378554, shape=(), dtype=float32)","tf.Tensor(0.2954122, shape=(), dtype=float32)","tf.Tensor(0.09299302, shape=(), dtype=float32)","tf.Tensor(0.06335515, shape=(), dtype=float32)","tf.Tensor(0.04510116, shape=(), dtype=float32)","tf.Tensor(0.031779855, shape=(), dtype=float32)","tf.Tensor(0.21787687, shape=(), dtype=float32)","tf.Tensor(0.025349107, shape=(), dtype=float32)","tf.Tensor(0.05810424, shape=(), dtype=float32)","tf.Tensor(0.06974223, shape=(), dtype=float32)","tf.Tensor(0.10832701, shape=(), dtype=float32)","tf.Tensor(0.09669341, shape=(), dtype=float32)","tf.Tensor(0.008539189, shape=(), dtype=float32)"
2,"tf.Tensor(0.698896, shape=(), dtype=float32)","tf.Tensor(0.18871446, shape=(), dtype=float32)","tf.Tensor(0.089229465, shape=(), dtype=float32)","tf.Tensor(0.2954122, shape=(), dtype=float32)","tf.Tensor(0.09878723, shape=(), dtype=float32)","tf.Tensor(0.07985803, shape=(), dtype=float32)","tf.Tensor(0.049982257, shape=(), dtype=float32)","tf.Tensor(0.033642225, shape=(), dtype=float32)","tf.Tensor(0.21909483, shape=(), dtype=float32)","tf.Tensor(0.02910977, shape=(), dtype=float32)","tf.Tensor(0.058454383, shape=(), dtype=float32)","tf.Tensor(0.08494795, shape=(), dtype=float32)","tf.Tensor(0.10836815, shape=(), dtype=float32)","tf.Tensor(0.09664258, shape=(), dtype=float32)","tf.Tensor(0.012578616, shape=(), dtype=float32)"
3,"tf.Tensor(0.6994415, shape=(), dtype=float32)","tf.Tensor(0.19074242, shape=(), dtype=float32)","tf.Tensor(0.09926821, shape=(), dtype=float32)","tf.Tensor(0.29543468, shape=(), dtype=float32)","tf.Tensor(0.1072552, shape=(), dtype=float32)","tf.Tensor(0.092859656, shape=(), dtype=float32)","tf.Tensor(0.05553945, shape=(), dtype=float32)","tf.Tensor(0.035753574, shape=(), dtype=float32)","tf.Tensor(0.22381283, shape=(), dtype=float32)","tf.Tensor(0.03860935, shape=(), dtype=float32)","tf.Tensor(0.059681218, shape=(), dtype=float32)","tf.Tensor(0.0988544, shape=(), dtype=float32)","tf.Tensor(0.10840475, shape=(), dtype=float32)","tf.Tensor(0.096796244, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.6999767, shape=(), dtype=float32)","tf.Tensor(0.19440477, shape=(), dtype=float32)","tf.Tensor(0.110645026, shape=(), dtype=float32)","tf.Tensor(0.29546836, shape=(), dtype=float32)","tf.Tensor(0.11543594, shape=(), dtype=float32)","tf.Tensor(0.10125578, shape=(), dtype=float32)","tf.Tensor(0.060581904, shape=(), dtype=float32)","tf.Tensor(0.037630495, shape=(), dtype=float32)","tf.Tensor(0.23214361, shape=(), dtype=float32)","tf.Tensor(0.047491167, shape=(), dtype=float32)","tf.Tensor(0.061801758, shape=(), dtype=float32)","tf.Tensor(0.111961514, shape=(), dtype=float32)","tf.Tensor(0.10862025, shape=(), dtype=float32)","tf.Tensor(0.09785244, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.7008757, shape=(), dtype=float32)","tf.Tensor(0.19882789, shape=(), dtype=float32)","tf.Tensor(0.12159099, shape=(), dtype=float32)","tf.Tensor(0.29546836, shape=(), dtype=float32)","tf.Tensor(0.12441889, shape=(), dtype=float32)","tf.Tensor(0.10891232, shape=(), dtype=float32)","tf.Tensor(0.06575051, shape=(), dtype=float32)","tf.Tensor(0.04013841, shape=(), dtype=float32)","tf.Tensor(0.24205856, shape=(), dtype=float32)","tf.Tensor(0.052834556, shape=(), dtype=float32)","tf.Tensor(0.065110564, shape=(), dtype=float32)","tf.Tensor(0.12548822, shape=(), dtype=float32)","tf.Tensor(0.10892728, shape=(), dtype=float32)","tf.Tensor(0.09998668, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.70232517, shape=(), dtype=float32)","tf.Tensor(0.2038736, shape=(), dtype=float32)","tf.Tensor(0.13147837, shape=(), dtype=float32)","tf.Tensor(0.2954796, shape=(), dtype=float32)","tf.Tensor(0.13378017, shape=(), dtype=float32)","tf.Tensor(0.1140887, shape=(), dtype=float32)","tf.Tensor(0.07242628, shape=(), dtype=float32)","tf.Tensor(0.04400422, shape=(), dtype=float32)","tf.Tensor(0.2525718, shape=(), dtype=float32)","tf.Tensor(0.05551232, shape=(), dtype=float32)","tf.Tensor(0.06866089, shape=(), dtype=float32)","tf.Tensor(0.13865906, shape=(), dtype=float32)","tf.Tensor(0.10915297, shape=(), dtype=float32)","tf.Tensor(0.102852404, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.7043752, shape=(), dtype=float32)","tf.Tensor(0.20970395, shape=(), dtype=float32)","tf.Tensor(0.13988245, shape=(), dtype=float32)","tf.Tensor(0.2954796, shape=(), dtype=float32)","tf.Tensor(0.14325431, shape=(), dtype=float32)","tf.Tensor(0.11989924, shape=(), dtype=float32)","tf.Tensor(0.07687816, shape=(), dtype=float32)","tf.Tensor(0.04830633, shape=(), dtype=float32)","tf.Tensor(0.26390788, shape=(), dtype=float32)","tf.Tensor(0.059175767, shape=(), dtype=float32)","tf.Tensor(0.07278835, shape=(), dtype=float32)","tf.Tensor(0.14919162, shape=(), dtype=float32)","tf.Tensor(0.10943347, shape=(), dtype=float32)","tf.Tensor(0.10629978, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.7073296, shape=(), dtype=float32)","tf.Tensor(0.21482216, shape=(), dtype=float32)","tf.Tensor(0.14706148, shape=(), dtype=float32)","tf.Tensor(0.29550207, shape=(), dtype=float32)","tf.Tensor(0.15091936, shape=(), dtype=float32)","tf.Tensor(0.12497762, shape=(), dtype=float32)","tf.Tensor(0.08177622, shape=(), dtype=float32)","tf.Tensor(0.052912563, shape=(), dtype=float32)","tf.Tensor(0.27495658, shape=(), dtype=float32)","tf.Tensor(0.064935066, shape=(), dtype=float32)","tf.Tensor(0.07723463, shape=(), dtype=float32)","tf.Tensor(0.16114081, shape=(), dtype=float32)","tf.Tensor(0.109931074, shape=(), dtype=float32)","tf.Tensor(0.11074819, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.7105255, shape=(), dtype=float32)","tf.Tensor(0.22023635, shape=(), dtype=float32)","tf.Tensor(0.1542047, shape=(), dtype=float32)","tf.Tensor(0.29552454, shape=(), dtype=float32)","tf.Tensor(0.15995845, shape=(), dtype=float32)","tf.Tensor(0.12926596, shape=(), dtype=float32)","tf.Tensor(0.0852378, shape=(), dtype=float32)","tf.Tensor(0.056461003, shape=(), dtype=float32)","tf.Tensor(0.2857143, shape=(), dtype=float32)","tf.Tensor(0.06527778, shape=(), dtype=float32)","tf.Tensor(0.08120063, shape=(), dtype=float32)","tf.Tensor(0.1721698, shape=(), dtype=float32)","tf.Tensor(0.110448286, shape=(), dtype=float32)","tf.Tensor(0.11519515, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
