thresholds,TP,TN,FP,FN
-1e-07,"[12040.  2326.   968.  3886.  1073.   448.   499.   343.  2741.   285.
   670.   592.  1284.  1139.    47.]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[10384. 20098. 21456. 18538. 21351. 21976. 21925. 22081. 19683. 22139.
 21754. 21832. 21140. 21285. 22377.]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
0.005025125628140704,"[12040.  2323.   957.  3886.  1065.   428.   482.   334.  2737.   278.
   658.   564.  1284.  1131.    16.]","[0.000e+00 5.170e+02 2.312e+03 0.000e+00 2.888e+03 9.729e+03 6.009e+03
 4.106e+03 1.813e+03 3.913e+03 1.689e+03 9.644e+03 4.000e+00 8.010e+02
 2.061e+04]","[10384. 19581. 19144. 18538. 18463. 12247. 15916. 17975. 17870. 18226.
 20065. 12188. 21136. 20484.  1767.]",[ 0.  3. 11.  0.  8. 20. 17.  9.  4.  7. 12. 28.  0.  8. 31.]
0.010050251256281407,"[1.204e+04 2.308e+03 9.350e+02 3.886e+03 1.041e+03 4.080e+02 4.440e+02
 2.790e+02 2.715e+03 2.480e+02 6.240e+02 5.300e+02 1.284e+03 1.112e+03
 4.000e+00]","[    0.  1770.  5241.     0.  6088. 12345. 10300.  9854.  3979.  8635.
  5977. 12845.    51.  2395. 22040.]","[10384. 18328. 16215. 18538. 15263.  9631. 11625. 12227. 15704. 13504.
 15777.  8987. 21089. 18890.   337.]",[ 0. 18. 33.  0. 32. 40. 55. 64. 26. 37. 46. 62.  0. 27. 43.]
0.01507537688442211,"[1.204e+04 2.289e+03 9.120e+02 3.886e+03 1.003e+03 3.940e+02 4.030e+02
 2.300e+02 2.694e+03 2.150e+02 5.590e+02 5.020e+02 1.278e+03 1.090e+03
 1.000e+00]","[0.0000e+00 2.9560e+03 7.1600e+03 1.0000e+00 8.5210e+03 1.3798e+04
 1.2860e+04 1.4070e+04 5.6080e+03 1.2363e+04 9.7130e+03 1.4600e+04
 3.1000e+02 4.2170e+03 2.2329e+04]","[10384. 17142. 14296. 18537. 12830.  8178.  9065.  8011. 14075.  9776.
 12041.  7232. 20830. 17068.    48.]","[  0.  37.  56.   0.  70.  54.  96. 113.  47.  70. 111.  90.   6.  49.
  46.]"
0.020100502512562814,"[12040.  2271.   897.  3886.   974.   388.   369.   175.  2676.   184.
   504.   471.  1254.  1058.     0.]","[0.0000e+00 3.9780e+03 8.4740e+03 4.0000e+00 1.0415e+04 1.4758e+04
 1.4607e+04 1.6752e+04 6.8060e+03 1.4648e+04 1.2319e+04 1.5808e+04
 1.0630e+03 6.0690e+03 2.2377e+04]","[10384. 16120. 12982. 18534. 10936.  7218.  7318.  5329. 12877.  7491.
  9435.  6024. 20077. 15216.     0.]","[  0.  55.  71.   0.  99.  60. 130. 168.  65. 101. 166. 121.  30.  81.
  47.]"
0.02512562814070352,"[12040.  2242.   874.  3886.   936.   376.   329.   122.  2653.   168.
   454.   443.  1229.  1025.     0.]","[0.0000e+00 4.8920e+03 9.4760e+03 2.2000e+01 1.1786e+04 1.5313e+04
 1.5758e+04 1.8683e+04 7.7630e+03 1.5757e+04 1.4135e+04 1.6729e+04
 2.3870e+03 7.7930e+03 2.2377e+04]","[10384. 15206. 11980. 18516.  9565.  6663.  6167.  3398. 11920.  6382.
  7619.  5103. 18753. 13492.     0.]","[  0.  84.  94.   0. 137.  72. 170. 221.  88. 117. 216. 149.  55. 114.
  47.]"
0.03015075376884422,"[12040.  2223.   858.  3885.   911.   372.   291.    80.  2628.   153.
   408.   409.  1178.   981.     0.]","[    0.  5629. 10327.    48. 12864. 15741. 16682. 20077.  8540. 16797.
 15354. 17471.  4026.  9403. 22377.]","[10384. 14469. 11129. 18490.  8487.  6235.  5243.  2004. 11143.  5342.
  6400.  4361. 17114. 11882.     0.]","[  0. 103. 110.   1. 162.  76. 208. 263. 113. 132. 262. 183. 106. 158.
  47.]"
0.035175879396984924,"[12040.  2199.   844.  3881.   877.   359.   262.    43.  2605.   133.
   366.   382.  1113.   926.     0.]","[    0.  6362. 11027.    99. 13731. 16114. 17413. 21134.  9201. 17720.
 16272. 18169.  5886. 10717. 22377.]","[10384. 13736. 10429. 18439.  7620.  5862.  4512.   947. 10482.  4419.
  5482.  3663. 15254. 10568.     0.]","[  0. 127. 124.   5. 196.  89. 237. 300. 136. 152. 304. 210. 171. 213.
  47.]"
0.04020100502512563,"[12040.  2170.   828.  3878.   849.   352.   230.    22.  2588.   117.
   332.   363.  1038.   878.     0.]","[    0.  7046. 11674.   182. 14456. 16468. 18014. 21704.  9766. 18634.
 17004. 18709.  7651. 11807. 22377.]","[10384. 13052.  9782. 18356.  6895.  5508.  3911.   377.  9917.  3505.
  4750.  3123. 13489.  9478.     0.]","[  0. 156. 140.   8. 224.  96. 269. 321. 153. 168. 338. 229. 246. 261.
  47.]"
0.04522613065326633,"[1.204e+04 2.122e+03 8.050e+02 3.871e+03 8.280e+02 3.460e+02 2.130e+02
 5.000e+00 2.566e+03 9.000e+01 3.110e+02 3.440e+02 9.760e+02 8.350e+02
 0.000e+00]","[    0.  7728. 12306.   317. 15073. 16824. 18528. 22001. 10240. 19485.
 17639. 19185.  9244. 12762. 22377.]","[10384. 12370.  9150. 18221.  6278.  5152.  3397.    80.  9443.  2654.
  4115.  2647. 11896.  8523.     0.]","[  0. 204. 163.  15. 245. 102. 286. 338. 175. 195. 359. 248. 308. 304.
  47.]"
0.05025125628140704,"[12040.  2086.   778.  3863.   792.   342.   189.     0.  2549.    65.
   291.   323.   927.   787.     0.]","[    0.  8378. 12926.   466. 15553. 17166. 18964. 22074. 10688. 20406.
 18201. 19660. 10602. 13570. 22377.]","[1.0384e+04 1.1720e+04 8.5300e+03 1.8072e+04 5.7980e+03 4.8100e+03
 2.9610e+03 7.0000e+00 8.9950e+03 1.7330e+03 3.5530e+03 2.1720e+03
 1.0538e+04 7.7150e+03 0.0000e+00]","[  0. 240. 190.  23. 281. 106. 310. 343. 192. 220. 379. 269. 357. 352.
  47.]"
