epoch,auc_2,f1_score,loss,precision_2,recall_2,val_auc_2,val_f1_score,val_loss,val_precision_2,val_recall_2
0,0.5588918328285217,"""[0.15415673, 0.0869188, 0.0015885624, 0.4708082, 0.0023369947, 0.0, 0.0009886308, 0.0029520297, 0.14704059, 0.0033984708, 0.0014668133, 0.0, 0.0038550503, 0.0029711376, 0.0]""",0.2864234447479248,0.25737959146499634,0.006860850378870964,0.5185679197311401,"""[0.0024707625, 0.032742158, 0.0, 0.3014931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.24868392944335938,0.0,0.0
1,0.5959913730621338,"""[0.23040679, 0.12851937, 0.0, 0.46768507, 0.0, 0.0, 0.0, 0.0, 0.26174337, 0.0, 0.0, 0.0, 0.0, 0.000430756, 0.0]""",0.2778829336166382,0.48891785740852356,0.010353395715355873,0.6473692059516907,"""[0.23586206, 0.011691023, 0.0, 0.3044792, 0.0, 0.0, 0.0, 0.0, 0.18619247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2400873452425003,0.3642224073410034,0.015917735174298286
2,0.61329585313797,"""[0.24096571, 0.17565271, 0.0, 0.45616004, 0.00047314883, 0.0, 0.0, 0.0, 0.33227083, 0.0, 0.0, 0.0, 0.0, 0.00043084874, 0.0]""",0.2753300666809082,0.5145547986030579,0.016593042761087418,0.6513004302978516,"""[0.35640994, 0.07227241, 0.0, 0.30787092, 0.0, 0.0, 0.0, 0.0, 0.28334042, 0.0, 0.0, 0.0, 0.0, 0.0034722222, 0.0]""",0.23666393756866455,0.38771185278892517,0.025778278708457947
3,0.6352825164794922,"""[0.2705779, 0.2339591, 0.0, 0.45294562, 0.00886194, 0.0, 0.0, 0.0, 0.3916048, 0.0, 0.0, 0.0, 0.00039339103, 0.0017174754, 0.0]""",0.2718355357646942,0.5371655225753784,0.029928216710686684,0.6720992922782898,"""[0.2176246, 0.15851808, 0.0, 0.30491555, 0.0, 0.0, 0.0, 0.0, 0.2342982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2307422012090683,0.40815120935440063,0.024334413930773735
4,0.651088297367096,"""[0.29340166, 0.26548672, 0.0, 0.4519048, 0.011088012, 0.0, 0.0, 0.0, 0.40847126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2692769169807434,0.553179919719696,0.042145222425460815,0.6913062930107117,"""[0.22596157, 0.14669926, 0.0, 0.30123526, 0.0, 0.0, 0.0, 0.0, 0.3322818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.23308661580085754,0.4383350610733032,0.03003944270312786
5,0.6688149571418762,"""[0.31429154, 0.27148092, 0.0, 0.44830668, 0.028175311, 0.0, 0.0, 0.0, 0.43788943, 0.0, 0.0, 0.070393376, 0.0, 0.0, 0.0]""",0.266436904668808,0.5529123544692993,0.05294036492705345,0.7016143202781677,"""[0.42706978, 0.24200816, 0.0, 0.31167465, 0.033101045, 0.0, 0.0, 0.0, 0.3446742, 0.0, 0.0, 0.1971831, 0.0, 0.0, 0.0]""",0.22711871564388275,0.4440135657787323,0.032258063554763794
6,0.6834703087806702,"""[0.31878477, 0.2797663, 0.0, 0.4422372, 0.07787972, 0.0, 0.0, 0.0, 0.46161437, 0.0, 0.0, 0.21122995, 0.0, 0.00086058525, 0.0]""",0.26400092244148254,0.5661709308624268,0.062009938061237335,0.7103056311607361,"""[0.48642305, 0.18969746, 0.0, 0.3222301, 0.08383233, 0.0, 0.0, 0.0, 0.34181818, 0.0, 0.0, 0.15251797, 0.0, 0.0, 0.0]""",0.2273370325565338,0.43667295575141907,0.04067474231123924
7,0.6852882504463196,"""[0.3161237, 0.2926066, 0.0, 0.4391647, 0.097246625, 0.0, 0.0, 0.0, 0.464128, 0.0, 0.0, 0.25931826, 0.0, 0.0004305705, 0.0]""",0.26328104734420776,0.5702143311500549,0.0639011561870575,0.7088203430175781,"""[0.19035164, 0.14613912, 0.0, 0.29991922, 0.14872798, 0.0, 0.0, 0.0, 0.35615337, 0.0, 0.0, 0.17021278, 0.0, 0.0, 0.0]""",0.2322438359260559,0.4580584466457367,0.034230172634124756
8,0.68736332654953,"""[0.31395754, 0.28788474, 0.0, 0.43958116, 0.12862688, 0.0, 0.0, 0.0, 0.4623931, 0.0, 0.0, 0.2559639, 0.0, 0.00043047784, 0.0]""",0.2626919448375702,0.5719083547592163,0.06581998616456985,0.7096884250640869,"""[0.37857056, 0.22064355, 0.0, 0.31135616, 0.08006042, 0.0, 0.0, 0.0, 0.3649748, 0.0, 0.0, 0.20881669, 0.0, 0.0, 0.0]""",0.23198768496513367,0.4410035312175751,0.03961825743317604
9,0.7059314846992493,"""[0.34116322, 0.31411248, 0.0, 0.43780813, 0.17622043, 0.0, 0.0, 0.0, 0.49013752, 0.0, 0.0, 0.32129964, 0.0, 0.0, 0.0]""",0.25901085138320923,0.5843176245689392,0.08126725256443024,0.7260482907295227,"""[0.45364183, 0.22148393, 0.0, 0.30982497, 0.19644839, 0.0, 0.0, 0.0, 0.38870624, 0.0, 0.0, 0.22477064, 0.0, 0.0, 0.0]""",0.22758923470973969,0.46166667342185974,0.03901958093047142
