epoch,f1_score,loss,precision_1,recall_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,"""[0.21970706, 0.2887324, 0.26479563, 0.23431498]""",1.5210009813308716,0.28651684522628784,0.03187499940395355,"""[0.42674536, 0.0, 0.0, 0.0]""",1.3858789205551147,0.0,0.0
1,"""[0.16586152, 0.27372053, 0.247505, 0.29344434]""",1.4616210460662842,0.23756906390190125,0.013437500223517418,"""[0.0, 0.0, 0.40478566, 0.0]""",1.4153125286102295,0.0,0.0
2,"""[0.05051665, 0.21402748, 0.30076003, 0.34470844]""",1.4076220989227295,0.18571428954601288,0.004062499850988388,"""[0.0, 0.0, 0.40478566, 0.0]""",1.394960880279541,0.0,0.0
3,"""[0.1506442, 0.33563218, 0.24807289, 0.34647417]""",1.3851269483566284,0.3199999928474426,0.0024999999441206455,"""[0.40219378, 0.0, 0.38283828, 0.1923077]""",1.3755663633346558,0.5,0.0012499999720603228
4,"""[0.18604651, 0.388668, 0.16753022, 0.36664993]""",1.3763818740844727,0.260869562625885,0.0018749999580904841,"""[0.3896104, 0.3373494, 0.074074075, 0.4238683]""",1.3682031631469727,1.0,0.0012499999720603228
5,"""[0.19565216, 0.4034767, 0.1433892, 0.3721169]""",1.3844434022903442,0.2531645596027374,0.0062500000931322575,"""[0.25986078, 0.26229507, 0.1513158, 0.3778966]""",1.3710741996765137,0.0,0.0
6,"""[0.20240964, 0.41523212, 0.27505487, 0.37333333]""",1.356420874595642,0.5089285969734192,0.017812499776482582,"""[0.25080386, 0.39506173, 0.28739002, 0.4301471]""",1.3398046493530273,0.380952388048172,0.009999999776482582
7,"""[0.16134751, 0.46180406, 0.23063974, 0.38735175]""",1.3472411632537842,0.4148148000240326,0.017500000074505806,"""[0.008888889, 0.24742268, 0.12851405, 0.4047904]""",2.0329296588897705,0.2557603716850281,0.13875000178813934
8,"""[0.05268935, 0.42807364, 0.3185484, 0.4194194]""",1.335852026939392,0.4878048896789551,0.03125,"""[0.025531914, 0.42857143, 0.38565025, 0.3824289]""",1.326601505279541,0.5,0.05874999985098839
9,"""[0.11428571, 0.4611674, 0.31301942, 0.40384614]""",1.3157958984375,0.5580357313156128,0.0390625,"""[0.044247787, 0.39529413, 0.388521, 0.42741936]""",1.3319531679153442,0.5510203838348389,0.03375000134110451
10,"""[0.24544735, 0.41025642, 0.37284234, 0.31096345]""",1.343686580657959,0.5491803288459778,0.020937500521540642,"""[0.13888888, 0.40689656, 0.39754096, 0.17213115]""",1.3513866662979126,0.5714285969734192,0.014999999664723873
11,"""[0.14728682, 0.4611399, 0.35258362, 0.37846836]""",1.3199462890625,0.5183486342430115,0.03531249985098839,"""[0.29226363, 0.36787564, 0.4054054, 0.23272726]""",1.3816406726837158,0.38064515590667725,0.07374999672174454
12,"""[0.17977528, 0.4729797, 0.36927053, 0.4343891]""",1.2854443788528442,0.5555555820465088,0.0546875,"""[0.112449795, 0.4541063, 0.44656488, 0.43583536]""",1.3043944835662842,0.46195653080940247,0.10625000298023224
13,"""[0.24979857, 0.510705, 0.40714738, 0.45038623]""",1.235414981842041,0.5567322373390198,0.11500000208616257,"""[0.10236221, 0.45901638, 0.43763673, 0.3982684]""",1.3632910251617432,0.4944238066673279,0.16625000536441803
14,"""[0.19521531, 0.56354165, 0.4425323, 0.5038674]""",1.1877930164337158,0.5898990035057068,0.18250000476837158,"""[0.12363637, 0.42316255, 0.4269231, 0.3033708]""",1.415712833404541,0.40643274784088135,0.17374999821186066
15,"""[0.29401994, 0.6008584, 0.5070423, 0.5098039]""",1.0909570455551147,0.6317991614341736,0.28312501311302185,"""[0.26136363, 0.44137928, 0.3919192, 0.33962265]""",1.535253882408142,0.4208333194255829,0.2524999976158142
16,"""[0.45216158, 0.71123916, 0.6077659, 0.5486487]""",0.9140698313713074,0.686246395111084,0.4490624964237213,"""[0.38676846, 0.47208124, 0.434968, 0.34302324]""",1.6355469226837158,0.44343066215515137,0.30375000834465027
17,"""[0.5499009, 0.7555824, 0.68085104, 0.6148694]""",0.7702270746231079,0.7576777338981628,0.5628125071525574,"""[0.31521738, 0.4743276, 0.42655936, 0.28746176]""",1.9181835651397705,0.411314994096756,0.3362500071525574
18,"""[0.62571245, 0.79903156, 0.73385644, 0.67283547]""",0.6848925948143005,0.7917841076850891,0.6143749952316284,"""[0.3502538, 0.43569556, 0.4123314, 0.28104576]""",1.925693392753601,0.41009464859962463,0.32499998807907104
19,"""[0.6978461, 0.85087717, 0.78863233, 0.73020136]""",0.5576678514480591,0.8445020318031311,0.7128124833106995,"""[0.36666667, 0.45595855, 0.39055791, 0.27439025]""",2.1842479705810547,0.39852941036224365,0.3387500047683716
20,"""[0.75980395, 0.8825, 0.84881604, 0.80499023]""",0.43129637837409973,0.8900823593139648,0.7768750190734863,"""[0.3802817, 0.4489796, 0.38914028, 0.27058822]""",2.3903515338897705,0.37931033968925476,0.3162499964237213
21,"""[0.79119575, 0.89668125, 0.85981303, 0.8332235]""",0.38640502095222473,0.8996491432189941,0.8012499809265137,"""[0.38157895, 0.43850267, 0.39999998, 0.26666665]""",2.635683536529541,0.3840682804584503,0.3375000059604645
22,"""[0.8457772, 0.9181762, 0.86908424, 0.86345905]""",0.3148197829723358,0.9317157864570618,0.8399999737739563,"""[0.37768242, 0.42744067, 0.3827751, 0.27893174]""",2.7037110328674316,0.39093485474586487,0.3449999988079071
23,"""[0.84800005, 0.9166144, 0.8935129, 0.88687783]""",0.27681517601013184,0.9321745038032532,0.854687511920929,"""[0.37603307, 0.45128202, 0.35483876, 0.28248587]""",3.041074275970459,0.3863319456577301,0.3462499976158142
24,"""[0.8769987, 0.9361438, 0.9057072, 0.8973532]""",0.24734795093536377,0.9350649118423462,0.8774999976158142,"""[0.3612335, 0.43636364, 0.37799042, 0.30320698]""",3.1195507049560547,0.3835616409778595,0.3499999940395355
25,"""[0.8925926, 0.93284047, 0.91506505, 0.9100324]""",0.23171454668045044,0.9419183731079102,0.8868749737739563,"""[0.34529147, 0.4347826, 0.35114503, 0.30810812]""",3.220507860183716,0.37244200706481934,0.3412500023841858
26,"""[0.8988206, 0.9444445, 0.92365456, 0.9178867]""",0.2133011668920517,0.9485487937927246,0.8987500071525574,"""[0.3511111, 0.43569556, 0.36633664, 0.30136988]""",3.327011823654175,0.37567567825317383,0.3474999964237213
27,"""[0.89795923, 0.93907696, 0.9169811, 0.91454077]""",0.21074698865413666,0.9397590160369873,0.9018750190734863,"""[0.3440367, 0.44102564, 0.37185928, 0.30851063]""",3.2778711318969727,0.3651006817817688,0.3400000035762787
28,"""[0.9115646, 0.9588705, 0.9456384, 0.9312977]""",0.1765749305486679,0.9520725607872009,0.918749988079071,"""[0.31999996, 0.42519683, 0.37590364, 0.29551452]""",3.3119726181030273,0.3589743673801422,0.33250001072883606
29,"""[0.91056913, 0.94801974, 0.9348371, 0.9251101]""",0.18225067853927612,0.949367105960846,0.9140625,"""[0.32951945, 0.44102564, 0.37530863, 0.2826087]""",3.3774609565734863,0.3664429485797882,0.3412500023841858
30,"""[0.92211837, 0.9502151, 0.9363579, 0.931732]""",0.1868511587381363,0.953044056892395,0.9196875095367432,"""[0.33944955, 0.43044618, 0.3737864, 0.29110512]""",3.385117292404175,0.3638814091682434,0.3375000059604645
31,"""[0.9287926, 0.9543773, 0.94750154, 0.94311]""",0.15551239252090454,0.962135910987854,0.9290624856948853,"""[0.32946634, 0.43342036, 0.37288135, 0.29490617]""",3.4439454078674316,0.36461126804351807,0.3400000035762787
32,"""[0.93534213, 0.95812804, 0.95619524, 0.93627757]""",0.1586523801088333,0.9606197476387024,0.9300000071525574,"""[0.3356322, 0.42021278, 0.3825666, 0.29255322]""",3.4930858612060547,0.36133334040641785,0.3387500047683716
