epoch,f1_score,loss,precision_3,recall_3,val_f1_score,val_loss,val_precision_3,val_recall_3
0,"""[0.2675894, 0.22919509, 0.259377, 0.3025107]""",1.5190918445587158,0.2606232166290283,0.028750000521540642,"""[0.0, 0.0, 0.36567926, 0.0]""",1.391542911529541,0.0,0.0
1,"""[0.18326694, 0.3089343, 0.2943677, 0.22535212]""",1.405063509941101,0.3291139304637909,0.008124999701976776,"""[0.0, 0.0, 0.36567926, 0.0]""",1.3932616710662842,0.0,0.0
2,"""[0.286809, 0.33201188, 0.22065064, 0.17728056]""",1.403784155845642,0.3333333432674408,0.008750000037252903,"""[0.0, 0.0, 0.36567926, 0.0]""",1.4000390768051147,0.0,0.0
3,"""[0.13787085, 0.32741448, 0.28202248, 0.2112322]""",1.3945410251617432,0.3214285671710968,0.002812500111758709,"""[0.05128205, 0.36363634, 0.29767442, 0.04237288]""",1.3887109756469727,0.0,0.0
4,"""[0.15030946, 0.3623371, 0.24743512, 0.24980235]""",1.384218692779541,0.24137930572032928,0.0021875000093132257,"""[0.01869159, 0.3917526, 0.31868133, 0.09090909]""",1.3892968893051147,0.0,0.0
5,"""[0.25488874, 0.3581241, 0.23101468, 0.21715187]""",1.3846533298492432,0.3636363744735718,0.0012499999720603228,"""[0.19933553, 0.083333336, 0.36729857, 0.0]""",1.3915234804153442,0.5714285969734192,0.004999999888241291
6,"""[0.2406526, 0.39469177, 0.18092103, 0.26436782]""",1.3714990615844727,0.25,0.0006249999860301614,"""[0.20151134, 0.37179488, 0.16197184, 0.39301312]""",1.357265591621399,0.0,0.0
7,"""[0.21785174, 0.4357738, 0.11078718, 0.3849184]""",1.3544384241104126,0.4754098355770111,0.009062499739229679,"""[0.15853658, 0.43545282, 0.0990991, 0.39097744]""",1.4660351276397705,0.3664122223854065,0.05999999865889549
8,"""[0.20710972, 0.47115383, 0.09053498, 0.40280026]""",1.3417528867721558,0.5116279125213623,0.006874999962747097,"""[0.13289036, 0.34567901, 0.22900765, 0.44549763]""",1.4119921922683716,0.4375,0.008750000037252903
9,"""[0.22892496, 0.47143546, 0.17569788, 0.3938394]""",1.3288036584854126,0.4780219793319702,0.027187500149011612,"""[0.1231884, 0.3210526, 0.13274337, 0.44846797]""",1.4395312070846558,0.3507462739944458,0.05874999985098839
10,"""[0.18864629, 0.532093, 0.2003231, 0.4719701]""",1.2711962461471558,0.5595959424972534,0.08656249940395355,"""[0.17610063, 0.3529412, 0.17460316, 0.44444445]""",1.432949185371399,0.40764331817626953,0.07999999821186066
11,"""[0.18664384, 0.5495404, 0.24125093, 0.51599586]""",1.244387149810791,0.5888399481773376,0.12531250715255737,"""[0.09917355, 0.4690909, 0.18930042, 0.4424779]""",1.548828125,0.37931033968925476,0.20624999701976776
12,"""[0.23327896, 0.60714287, 0.24069674, 0.5075757]""",1.18603515625,0.6043716073036194,0.17281250655651093,"""[0.07258064, 0.09615385, 0.04784689, 0.43376073]""",1.8887109756469727,0.32640331983566284,0.19625000655651093
13,"""[0.30488694, 0.6855409, 0.29303443, 0.5409292]""",1.0540941953659058,0.6533834338188171,0.27156248688697815,"""[0.1342282, 0.4539007, 0.18934913, 0.4362292]""",1.5119922161102295,0.43934425711631775,0.16750000417232513
14,"""[0.31202435, 0.7476076, 0.49940118, 0.58890796]""",0.9408471584320068,0.6763076782226562,0.3434374928474426,"""[0.067226894, 0.43990928, 0.3076923, 0.3478261]""",1.7604491710662842,0.3882681429386139,0.17374999821186066
15,"""[0.32419735, 0.7755102, 0.5881033, 0.59907305]""",0.8692187666893005,0.6862068772315979,0.43531250953674316,"""[0.13380282, 0.2570281, 0.28871393, 0.4373178]""",2.318554639816284,0.3333333432674408,0.23125000298023224
16,"""[0.3566879, 0.81900185, 0.6453523, 0.64994425]""",0.7749133110046387,0.7170231938362122,0.5028125047683716,"""[0.15686275, 0.2962963, 0.366617, 0.2760736]""",2.321718692779541,0.30201342701911926,0.22499999403953552
17,"""[0.48361254, 0.8796526, 0.75978965, 0.6873173]""",0.6427819728851318,0.7572254538536072,0.614062488079071,"""[0.20498614, 0.37078652, 0.3355482, 0.14234875]""",2.6478514671325684,0.27880510687828064,0.24500000476837158
