epoch,auc_4,f1_score,loss,precision_4,recall_4,val_auc_4,val_f1_score,val_loss,val_precision_4,val_recall_4
0,0.4960290193557739,"""[0.0070138983, 0.013170273, 0.00053676864, 0.48617545, 0.0, 0.0, 0.0, 0.0, 0.040426444, 0.0, 0.0, 0.0, 0.0, 0.0004334634, 0.0]""",0.28978466987609863,0.16867469251155853,0.0015436990652233362,0.4999934434890747,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2605626583099365,0.0,0.0
1,0.4980674684047699,"""[0.0, 0.0, 0.0, 0.49025953, 0.0, 0.0, 0.0, 0.0, 0.00037230083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2860037088394165,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2579857110977173,0.0,0.0
2,0.49651065468788147,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28538358211517334,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2582729160785675,0.0,0.0
3,0.4969738721847534,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28521299362182617,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25819289684295654,0.0,0.0
4,0.49798983335494995,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2851044535636902,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2582639753818512,0.0,0.0
5,0.4982813596725464,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28493720293045044,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2580132782459259,0.0,0.0
6,0.49822482466697693,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2849174439907074,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25797995924949646,0.0,0.0
7,0.4977322816848755,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2849079370498657,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25799959897994995,0.0,0.0
8,0.49751201272010803,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2848454713821411,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25731098651885986,0.0,0.0
9,0.4978443682193756,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2848418653011322,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25729140639305115,0.0,0.0
10,0.49777305126190186,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28484073281288147,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25729259848594666,0.0,0.0
11,0.4975624680519104,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28483980894088745,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25727927684783936,0.0,0.0
12,0.4973158538341522,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28480958938598633,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2568756639957428,0.0,0.0
13,0.49797528982162476,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2848055362701416,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2568681538105011,0.0,0.0
14,0.4978959262371063,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28480660915374756,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25686410069465637,0.0,0.0
15,0.49791839718818665,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28480595350265503,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.256865918636322,0.0,0.0
16,0.4980071485042572,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2847888171672821,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25662556290626526,0.0,0.0
17,0.49852001667022705,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28478753566741943,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25661638379096985,0.0,0.0
18,0.49853599071502686,"""[0.0, 0.0, 0.0, 0.4903538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2847871482372284,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.30166242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2566142976284027,0.0,0.0
