,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.079067975, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.09092457, shape=(), dtype=float32)","tf.Tensor(0.040459648, shape=(), dtype=float32)","tf.Tensor(0.044986922, shape=(), dtype=float32)","tf.Tensor(0.032550998, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023881912, shape=(), dtype=float32)","tf.Tensor(0.059788015, shape=(), dtype=float32)","tf.Tensor(0.045753628, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.099419415, shape=(), dtype=float32)","tf.Tensor(0.0039166813, shape=(), dtype=float32)"
1,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.07907136, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.090998165, shape=(), dtype=float32)","tf.Tensor(0.052564986, shape=(), dtype=float32)","tf.Tensor(0.045939077, shape=(), dtype=float32)","tf.Tensor(0.03471333, shape=(), dtype=float32)","tf.Tensor(0.21521808, shape=(), dtype=float32)","tf.Tensor(0.023863586, shape=(), dtype=float32)","tf.Tensor(0.05979578, shape=(), dtype=float32)","tf.Tensor(0.06586407, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.09942363, shape=(), dtype=float32)","tf.Tensor(0.008561382, shape=(), dtype=float32)"
2,"tf.Tensor(0.69510317, shape=(), dtype=float32)","tf.Tensor(0.18817921, shape=(), dtype=float32)","tf.Tensor(0.07971328, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.091987744, shape=(), dtype=float32)","tf.Tensor(0.06966364, shape=(), dtype=float32)","tf.Tensor(0.050110757, shape=(), dtype=float32)","tf.Tensor(0.037116498, shape=(), dtype=float32)","tf.Tensor(0.21612762, shape=(), dtype=float32)","tf.Tensor(0.027545819, shape=(), dtype=float32)","tf.Tensor(0.060454726, shape=(), dtype=float32)","tf.Tensor(0.08294778, shape=(), dtype=float32)","tf.Tensor(0.10840223, shape=(), dtype=float32)","tf.Tensor(0.09962566, shape=(), dtype=float32)","tf.Tensor(0.011102887, shape=(), dtype=float32)"
3,"tf.Tensor(0.6951436, shape=(), dtype=float32)","tf.Tensor(0.18839994, shape=(), dtype=float32)","tf.Tensor(0.08312582, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.0949523, shape=(), dtype=float32)","tf.Tensor(0.084667735, shape=(), dtype=float32)","tf.Tensor(0.056593094, shape=(), dtype=float32)","tf.Tensor(0.041014902, shape=(), dtype=float32)","tf.Tensor(0.22021116, shape=(), dtype=float32)","tf.Tensor(0.035514966, shape=(), dtype=float32)","tf.Tensor(0.06267674, shape=(), dtype=float32)","tf.Tensor(0.09691096, shape=(), dtype=float32)","tf.Tensor(0.10843882, shape=(), dtype=float32)","tf.Tensor(0.10075849, shape=(), dtype=float32)","tf.Tensor(0.013295347, shape=(), dtype=float32)"
4,"tf.Tensor(0.6953105, shape=(), dtype=float32)","tf.Tensor(0.19047229, shape=(), dtype=float32)","tf.Tensor(0.090283625, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.100062005, shape=(), dtype=float32)","tf.Tensor(0.096280605, shape=(), dtype=float32)","tf.Tensor(0.062704116, shape=(), dtype=float32)","tf.Tensor(0.045722608, shape=(), dtype=float32)","tf.Tensor(0.22711208, shape=(), dtype=float32)","tf.Tensor(0.04252999, shape=(), dtype=float32)","tf.Tensor(0.06801319, shape=(), dtype=float32)","tf.Tensor(0.10955961, shape=(), dtype=float32)","tf.Tensor(0.10851468, shape=(), dtype=float32)","tf.Tensor(0.102749705, shape=(), dtype=float32)","tf.Tensor(0.019704433, shape=(), dtype=float32)"
5,"tf.Tensor(0.6960147, shape=(), dtype=float32)","tf.Tensor(0.19361019, shape=(), dtype=float32)","tf.Tensor(0.09866944, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.10657561, shape=(), dtype=float32)","tf.Tensor(0.10635469, shape=(), dtype=float32)","tf.Tensor(0.06968113, shape=(), dtype=float32)","tf.Tensor(0.05020483, shape=(), dtype=float32)","tf.Tensor(0.23473482, shape=(), dtype=float32)","tf.Tensor(0.050051708, shape=(), dtype=float32)","tf.Tensor(0.073183544, shape=(), dtype=float32)","tf.Tensor(0.12023662, shape=(), dtype=float32)","tf.Tensor(0.10872056, shape=(), dtype=float32)","tf.Tensor(0.104953855, shape=(), dtype=float32)","tf.Tensor(0.011904762, shape=(), dtype=float32)"
6,"tf.Tensor(0.69755054, shape=(), dtype=float32)","tf.Tensor(0.1973869, shape=(), dtype=float32)","tf.Tensor(0.10596107, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.113877386, shape=(), dtype=float32)","tf.Tensor(0.11463845, shape=(), dtype=float32)","tf.Tensor(0.07656834, shape=(), dtype=float32)","tf.Tensor(0.055702638, shape=(), dtype=float32)","tf.Tensor(0.24332532, shape=(), dtype=float32)","tf.Tensor(0.059424326, shape=(), dtype=float32)","tf.Tensor(0.07897731, shape=(), dtype=float32)","tf.Tensor(0.13155445, shape=(), dtype=float32)","tf.Tensor(0.10892315, shape=(), dtype=float32)","tf.Tensor(0.10820161, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.6999705, shape=(), dtype=float32)","tf.Tensor(0.20243092, shape=(), dtype=float32)","tf.Tensor(0.1144352, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.122872874, shape=(), dtype=float32)","tf.Tensor(0.12343298, shape=(), dtype=float32)","tf.Tensor(0.08372465, shape=(), dtype=float32)","tf.Tensor(0.05829939, shape=(), dtype=float32)","tf.Tensor(0.2522157, shape=(), dtype=float32)","tf.Tensor(0.059790734, shape=(), dtype=float32)","tf.Tensor(0.08478344, shape=(), dtype=float32)","tf.Tensor(0.14068636, shape=(), dtype=float32)","tf.Tensor(0.10946132, shape=(), dtype=float32)","tf.Tensor(0.1126092, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.7025947, shape=(), dtype=float32)","tf.Tensor(0.20684698, shape=(), dtype=float32)","tf.Tensor(0.121979795, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.13255334, shape=(), dtype=float32)","tf.Tensor(0.13066202, shape=(), dtype=float32)","tf.Tensor(0.09070243, shape=(), dtype=float32)","tf.Tensor(0.062565796, shape=(), dtype=float32)","tf.Tensor(0.26081008, shape=(), dtype=float32)","tf.Tensor(0.055459272, shape=(), dtype=float32)","tf.Tensor(0.089790896, shape=(), dtype=float32)","tf.Tensor(0.14827265, shape=(), dtype=float32)","tf.Tensor(0.110167265, shape=(), dtype=float32)","tf.Tensor(0.11689907, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.70632374, shape=(), dtype=float32)","tf.Tensor(0.211237, shape=(), dtype=float32)","tf.Tensor(0.1278546, shape=(), dtype=float32)","tf.Tensor(0.30787805, shape=(), dtype=float32)","tf.Tensor(0.14261, shape=(), dtype=float32)","tf.Tensor(0.13793103, shape=(), dtype=float32)","tf.Tensor(0.09410256, shape=(), dtype=float32)","tf.Tensor(0.065621056, shape=(), dtype=float32)","tf.Tensor(0.26972115, shape=(), dtype=float32)","tf.Tensor(0.05952381, shape=(), dtype=float32)","tf.Tensor(0.09541683, shape=(), dtype=float32)","tf.Tensor(0.15536325, shape=(), dtype=float32)","tf.Tensor(0.111428574, shape=(), dtype=float32)","tf.Tensor(0.12085924, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
