NO Finding - Precision,NO Finding - Recall,NO Finding - F1-Score,Finding - Precision,Finding - Recall,Finding - F1-Score
0.6449357520786092,0.8450111413716267,0.7315400278641089,0.713194868662187,0.45309013291937517,0.5541382379115989
