,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039174538, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.03013133, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.051442474, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0041831695, shape=(), dtype=float32)"
1,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039174538, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.03013133, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.051504042, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
2,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.03920539, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.030153846, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.043933325, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
3,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039125327, shape=(), dtype=float32)","tf.Tensor(0.043560192, shape=(), dtype=float32)","tf.Tensor(0.03343233, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.024193171, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.022289768, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
4,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.0343944, shape=(), dtype=float32)","tf.Tensor(0.04445711, shape=(), dtype=float32)","tf.Tensor(0.02460457, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.017739195, shape=(), dtype=float32)","tf.Tensor(0.058094166, shape=(), dtype=float32)","tf.Tensor(0.0032948928, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09134636, shape=(), dtype=float32)","tf.Tensor(0.021375662, shape=(), dtype=float32)","tf.Tensor(0.01904762, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.0044444446, shape=(), dtype=float32)","tf.Tensor(0.06301079, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09130188, shape=(), dtype=float32)","tf.Tensor(0.014758131, shape=(), dtype=float32)","tf.Tensor(0.0034013605, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.2178509, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.058473736, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08278103, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.099735394, shape=(), dtype=float32)","tf.Tensor(0.0043572984, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.21785955, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.012722646, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.082783446, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.11013645, shape=(), dtype=float32)","tf.Tensor(0.0031055901, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.21791863, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.0969464, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08244646, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.039011702, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.21738264, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(0.108401544, shape=(), dtype=float32)","tf.Tensor(0.098269686, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
