epoch,auc_3,f1_score,loss,precision_3,recall_3,val_auc_3,val_f1_score,val_loss,val_precision_3,val_recall_3
0,0.5543434023857117,"""[0.08391906, 0.055797566, 0.002115283, 0.47695097, 0.0027972027, 0.003107198, 0.0, 0.0, 0.086534016, 0.007923931, 0.0022026433, 0.00087873463, 0.0042818217, 0.00508798, 0.0]""",0.07801870256662369,0.21850809454917908,0.00859194528311491,0.6135594844818115,"""[0.19790085, 0.0, 0.0, 0.31632197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0658210888504982,0.0,0.0
1,0.5914923548698425,"""[0.18303457, 0.09916623, 0.000533618, 0.473484, 0.0, 0.0010834235, 0.0, 0.0, 0.1422433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07516709715127945,0.4527452886104584,0.006959336809813976,0.6262122988700867,"""[0.002675138, 0.02646086, 0.0, 0.3093061, 0.0, 0.0, 0.0, 0.0, 0.029957205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06778830289840698,0.0,0.0
2,0.6143447756767273,"""[0.1973493, 0.16325884, 0.0, 0.4657765, 0.0, 0.0, 0.0, 0.0, 0.26913685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07422982901334763,0.5018888115882874,0.012867163866758347,0.670235276222229,"""[0.16352017, 0.073233254, 0.0, 0.30752423, 0.0, 0.0, 0.0, 0.0, 0.2916347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06466183811426163,0.3633633553981781,0.03409891575574875
3,0.6492570042610168,"""[0.23601711, 0.22372372, 0.0, 0.46077386, 0.012494217, 0.0, 0.0, 0.0, 0.36011744, 0.0, 0.0, 0.00088691805, 0.0, 0.0, 0.0]""",0.07290312647819519,0.5139473676681519,0.027021044865250587,0.6770460605621338,"""[0.00033470005, 0.09489833, 0.0, 0.29517558, 0.0018656717, 0.0, 0.0, 0.0, 0.29372495, 0.0, 0.0, 0.02460457, 0.0, 0.0, 0.0]""",0.06419306993484497,0.41224488615989685,0.0142313651740551
4,0.6477601528167725,"""[0.23431171, 0.21862948, 0.0, 0.4659582, 0.016868021, 0.0, 0.0, 0.0, 0.3446214, 0.0, 0.0, 0.050601408, 0.0, 0.0017241378, 0.0]""",0.07315293699502945,0.5110169649124146,0.016685806214809418,0.7008265256881714,"""[0.26939058, 0.16488464, 0.0, 0.31027105, 0.12051456, 0.0, 0.0, 0.0, 0.31483763, 0.0, 0.0, 0.15587847, 0.0, 0.0, 0.0]""",0.06262408196926117,0.40659987926483154,0.0243060439825058
5,0.6722747683525085,"""[0.25794998, 0.23722601, 0.0, 0.45512375, 0.075556464, 0.0, 0.0, 0.0, 0.37414134, 0.0, 0.0, 0.13968483, 0.0, 0.0025878802, 0.0]""",0.07196199148893356,0.5368637442588806,0.03254147246479988,0.6837874054908752,"""[0.0597616, 0.15986478, 0.0, 0.28507772, 0.1680517, 0.0, 0.0, 0.0, 0.34643143, 0.0, 0.0, 0.19435029, 0.0, 0.0, 0.0]""",0.06477999687194824,0.3945445716381073,0.02853318303823471
6,0.6280428767204285,"""[0.18693884, 0.1568462, 0.0, 0.466649, 0.04930796, 0.0, 0.0, 0.0, 0.2945898, 0.0, 0.0, 0.081469655, 0.00079067005, 0.0051524257, 0.0]""",0.0738426148891449,0.5277777910232544,0.016824163496494293,0.5948811769485474,"""[0.0, 0.0082953125, 0.0, 0.30399874, 0.0, 0.0, 0.0, 0.0, 0.16487783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06854669749736786,1.0,3.5226152249379084e-05
7,0.6286783814430237,"""[0.15551294, 0.15699603, 0.0, 0.47308648, 0.03470523, 0.0, 0.0, 0.0, 0.27858955, 0.0, 0.0, 0.02629347, 0.0, 0.0030270272, 0.0]""",0.07390299439430237,0.5053353905677795,0.009173042140901089,0.6633285284042358,"""[0.05425918, 0.074074075, 0.0, 0.30346808, 0.050125312, 0.0, 0.0, 0.0, 0.24972618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06521924585103989,0.3655914068222046,0.010779202915728092
8,0.6624317169189453,"""[0.22146969, 0.20648699, 0.0, 0.46159315, 0.06102694, 0.0, 0.0, 0.0, 0.3599806, 0.0, 0.0, 0.12380587, 0.0, 0.0, 0.0]""",0.07238831371068954,0.5490266680717468,0.02107170969247818,0.6989715695381165,"""[0.32935435, 0.15786637, 0.0, 0.3133762, 0.11979823, 0.0, 0.0, 0.0, 0.3180713, 0.0, 0.0, 0.17468354, 0.0, 0.0, 0.0]""",0.06282377243041992,0.42977893352508545,0.023284485563635826
9,0.6837807893753052,"""[0.28560892, 0.24759187, 0.0, 0.45782253, 0.11182294, 0.0, 0.0, 0.0, 0.39620474, 0.0, 0.0, 0.22408588, 0.0, 0.00043280673, 0.0]""",0.07128877937793732,0.545227587223053,0.03927943855524063,0.7096731662750244,"""[0.39229137, 0.18366311, 0.0, 0.31909436, 0.14024004, 0.0, 0.0, 0.0, 0.32921636, 0.0, 0.0, 0.20181635, 0.0, 0.0, 0.0]""",0.06188202649354935,0.4634760618209839,0.02592644840478897
