,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.1805347, shape=(), dtype=float32)","tf.Tensor(0.07667896, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.089135066, shape=(), dtype=float32)","tf.Tensor(0.03900306, shape=(), dtype=float32)","tf.Tensor(0.04251233, shape=(), dtype=float32)","tf.Tensor(0.028052587, shape=(), dtype=float32)","tf.Tensor(0.2095892, shape=(), dtype=float32)","tf.Tensor(0.02588256, shape=(), dtype=float32)","tf.Tensor(0.05743492, shape=(), dtype=float32)","tf.Tensor(0.048474826, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.096838534, shape=(), dtype=float32)","tf.Tensor(0.004094348, shape=(), dtype=float32)"
1,"tf.Tensor(0.7034862, shape=(), dtype=float32)","tf.Tensor(0.18208624, shape=(), dtype=float32)","tf.Tensor(0.07879726, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.09724641, shape=(), dtype=float32)","tf.Tensor(0.074959554, shape=(), dtype=float32)","tf.Tensor(0.0492657, shape=(), dtype=float32)","tf.Tensor(0.031303626, shape=(), dtype=float32)","tf.Tensor(0.21738409, shape=(), dtype=float32)","tf.Tensor(0.027296841, shape=(), dtype=float32)","tf.Tensor(0.0590668, shape=(), dtype=float32)","tf.Tensor(0.08763455, shape=(), dtype=float32)","tf.Tensor(0.1084068, shape=(), dtype=float32)","tf.Tensor(0.09742537, shape=(), dtype=float32)","tf.Tensor(0.0076045627, shape=(), dtype=float32)"
2,"tf.Tensor(0.7046873, shape=(), dtype=float32)","tf.Tensor(0.18553078, shape=(), dtype=float32)","tf.Tensor(0.08300564, shape=(), dtype=float32)","tf.Tensor(0.29961327, shape=(), dtype=float32)","tf.Tensor(0.109037645, shape=(), dtype=float32)","tf.Tensor(0.09245685, shape=(), dtype=float32)","tf.Tensor(0.056542408, shape=(), dtype=float32)","tf.Tensor(0.035270095, shape=(), dtype=float32)","tf.Tensor(0.2283743, shape=(), dtype=float32)","tf.Tensor(0.030956734, shape=(), dtype=float32)","tf.Tensor(0.06270334, shape=(), dtype=float32)","tf.Tensor(0.108590305, shape=(), dtype=float32)","tf.Tensor(0.10847543, shape=(), dtype=float32)","tf.Tensor(0.099899046, shape=(), dtype=float32)","tf.Tensor(0.007805724, shape=(), dtype=float32)"
3,"tf.Tensor(0.7073777, shape=(), dtype=float32)","tf.Tensor(0.18920428, shape=(), dtype=float32)","tf.Tensor(0.08943345, shape=(), dtype=float32)","tf.Tensor(0.29965872, shape=(), dtype=float32)","tf.Tensor(0.1211895, shape=(), dtype=float32)","tf.Tensor(0.10385675, shape=(), dtype=float32)","tf.Tensor(0.06394052, shape=(), dtype=float32)","tf.Tensor(0.039037943, shape=(), dtype=float32)","tf.Tensor(0.24000737, shape=(), dtype=float32)","tf.Tensor(0.035687104, shape=(), dtype=float32)","tf.Tensor(0.06770661, shape=(), dtype=float32)","tf.Tensor(0.123893805, shape=(), dtype=float32)","tf.Tensor(0.10880149, shape=(), dtype=float32)","tf.Tensor(0.10301095, shape=(), dtype=float32)","tf.Tensor(0.012227074, shape=(), dtype=float32)"
4,"tf.Tensor(0.7104882, shape=(), dtype=float32)","tf.Tensor(0.19370502, shape=(), dtype=float32)","tf.Tensor(0.09700444, shape=(), dtype=float32)","tf.Tensor(0.29968143, shape=(), dtype=float32)","tf.Tensor(0.13223952, shape=(), dtype=float32)","tf.Tensor(0.113143735, shape=(), dtype=float32)","tf.Tensor(0.07089095, shape=(), dtype=float32)","tf.Tensor(0.04307586, shape=(), dtype=float32)","tf.Tensor(0.25099254, shape=(), dtype=float32)","tf.Tensor(0.042964038, shape=(), dtype=float32)","tf.Tensor(0.073402524, shape=(), dtype=float32)","tf.Tensor(0.14068323, shape=(), dtype=float32)","tf.Tensor(0.10931243, shape=(), dtype=float32)","tf.Tensor(0.107141145, shape=(), dtype=float32)","tf.Tensor(0.010830325, shape=(), dtype=float32)"
5,"tf.Tensor(0.7144403, shape=(), dtype=float32)","tf.Tensor(0.19773243, shape=(), dtype=float32)","tf.Tensor(0.10454605, shape=(), dtype=float32)","tf.Tensor(0.29963967, shape=(), dtype=float32)","tf.Tensor(0.14321335, shape=(), dtype=float32)","tf.Tensor(0.119704105, shape=(), dtype=float32)","tf.Tensor(0.07769372, shape=(), dtype=float32)","tf.Tensor(0.046646025, shape=(), dtype=float32)","tf.Tensor(0.26177055, shape=(), dtype=float32)","tf.Tensor(0.046185426, shape=(), dtype=float32)","tf.Tensor(0.07920091, shape=(), dtype=float32)","tf.Tensor(0.15371087, shape=(), dtype=float32)","tf.Tensor(0.11026878, shape=(), dtype=float32)","tf.Tensor(0.11041646, shape=(), dtype=float32)","tf.Tensor(0.03, shape=(), dtype=float32)"
6,"tf.Tensor(0.7183263, shape=(), dtype=float32)","tf.Tensor(0.2022451, shape=(), dtype=float32)","tf.Tensor(0.11386431, shape=(), dtype=float32)","tf.Tensor(0.2997079, shape=(), dtype=float32)","tf.Tensor(0.15338372, shape=(), dtype=float32)","tf.Tensor(0.12615553, shape=(), dtype=float32)","tf.Tensor(0.08642857, shape=(), dtype=float32)","tf.Tensor(0.052456595, shape=(), dtype=float32)","tf.Tensor(0.27216735, shape=(), dtype=float32)","tf.Tensor(0.05057906, shape=(), dtype=float32)","tf.Tensor(0.08422406, shape=(), dtype=float32)","tf.Tensor(0.16552533, shape=(), dtype=float32)","tf.Tensor(0.11101391, shape=(), dtype=float32)","tf.Tensor(0.11427351, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.7226791, shape=(), dtype=float32)","tf.Tensor(0.20612147, shape=(), dtype=float32)","tf.Tensor(0.12275794, shape=(), dtype=float32)","tf.Tensor(0.2997761, shape=(), dtype=float32)","tf.Tensor(0.16249649, shape=(), dtype=float32)","tf.Tensor(0.13078703, shape=(), dtype=float32)","tf.Tensor(0.091994576, shape=(), dtype=float32)","tf.Tensor(0.055902466, shape=(), dtype=float32)","tf.Tensor(0.28224465, shape=(), dtype=float32)","tf.Tensor(0.054837693, shape=(), dtype=float32)","tf.Tensor(0.09014752, shape=(), dtype=float32)","tf.Tensor(0.17531076, shape=(), dtype=float32)","tf.Tensor(0.111595236, shape=(), dtype=float32)","tf.Tensor(0.11852354, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.72703326, shape=(), dtype=float32)","tf.Tensor(0.20985956, shape=(), dtype=float32)","tf.Tensor(0.13116254, shape=(), dtype=float32)","tf.Tensor(0.29982537, shape=(), dtype=float32)","tf.Tensor(0.1691221, shape=(), dtype=float32)","tf.Tensor(0.13676623, shape=(), dtype=float32)","tf.Tensor(0.09648179, shape=(), dtype=float32)","tf.Tensor(0.057986483, shape=(), dtype=float32)","tf.Tensor(0.29203233, shape=(), dtype=float32)","tf.Tensor(0.05811138, shape=(), dtype=float32)","tf.Tensor(0.09529678, shape=(), dtype=float32)","tf.Tensor(0.18380135, shape=(), dtype=float32)","tf.Tensor(0.11243086, shape=(), dtype=float32)","tf.Tensor(0.12117598, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.7290511, shape=(), dtype=float32)","tf.Tensor(0.21361668, shape=(), dtype=float32)","tf.Tensor(0.13780113, shape=(), dtype=float32)","tf.Tensor(0.29993162, shape=(), dtype=float32)","tf.Tensor(0.17735808, shape=(), dtype=float32)","tf.Tensor(0.14096916, shape=(), dtype=float32)","tf.Tensor(0.099913865, shape=(), dtype=float32)","tf.Tensor(0.06294155, shape=(), dtype=float32)","tf.Tensor(0.30069047, shape=(), dtype=float32)","tf.Tensor(0.060544904, shape=(), dtype=float32)","tf.Tensor(0.10099606, shape=(), dtype=float32)","tf.Tensor(0.1908321, shape=(), dtype=float32)","tf.Tensor(0.11382265, shape=(), dtype=float32)","tf.Tensor(0.12503955, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
