epoch,auc,loss,val_auc,val_loss
0,0.5576539635658264,0.2293025553226471,0.5893584489822388,0.21101339161396027
1,0.5764740109443665,0.21502093970775604,0.5977144837379456,0.21153968572616577
2,0.5882386565208435,0.2129695564508438,0.6102142333984375,0.20875105261802673
3,0.5917874574661255,0.21215040981769562,0.6086551547050476,0.2074776589870453
4,0.5970810651779175,0.21151196956634521,0.5000078678131104,0.22724074125289917
5,0.5970589518547058,0.21136318147182465,0.6003168821334839,0.21073098480701447
6,0.5966888070106506,0.21118947863578796,0.6099928021430969,0.2089693695306778
7,0.6099846363067627,0.20943692326545715,0.617383599281311,0.20796938240528107
8,0.6099604368209839,0.20923219621181488,0.6211457848548889,0.20774966478347778
9,0.617436408996582,0.2084646075963974,0.6266930103302002,0.2076854556798935
10,0.6261131167411804,0.2075895220041275,0.6303055882453918,0.2078552544116974
11,0.629886269569397,0.20712216198444366,0.6273655295372009,0.21028245985507965
12,0.6305897831916809,0.20672456920146942,0.6308366656303406,0.20932628214359283
13,0.6379846334457397,0.20568431913852692,0.6394112706184387,0.20833483338356018
14,0.6431419253349304,0.2052735984325409,0.6386388540267944,0.20769934356212616
15,0.6443226933479309,0.20501647889614105,0.6411944627761841,0.20768088102340698
16,0.6471344232559204,0.20446248352527618,0.6418628692626953,0.20751135051250458
17,0.6456505060195923,0.20441599190235138,0.6443011164665222,0.20734429359436035
18,0.6478734612464905,0.20404091477394104,0.6429761648178101,0.20858067274093628
19,0.6487093567848206,0.20399434864521027,0.6455039381980896,0.20714783668518066
20,0.6503019332885742,0.20394225418567657,0.6461531519889832,0.20794795453548431
21,0.6508559584617615,0.20381471514701843,0.648474395275116,0.20794446766376495
22,0.651689350605011,0.2035917192697525,0.6503269076347351,0.20729945600032806
23,0.6539979577064514,0.20322655141353607,0.6505979299545288,0.20755253732204437
24,0.6560239791870117,0.20308010280132294,0.652086615562439,0.20658299326896667
25,0.6560445427894592,0.20304708182811737,0.650187611579895,0.20728661119937897
26,0.6570396423339844,0.20293670892715454,0.6507068872451782,0.2071102112531662
27,0.6561000347137451,0.2028733193874359,0.6511445641517639,0.20718632638454437
28,0.6558630466461182,0.20276512205600739,0.6534006595611572,0.20659978687763214
29,0.6574152708053589,0.2026292085647583,0.6531833410263062,0.20633427798748016
30,0.6558340787887573,0.2026304006576538,0.6519902348518372,0.2069118320941925
31,0.6584129333496094,0.2025623619556427,0.6532977819442749,0.20658357441425323
32,0.6581947207450867,0.20247477293014526,0.652801513671875,0.20702332258224487
33,0.6594194769859314,0.2023395150899887,0.6533061861991882,0.20683342218399048
34,0.6593126654624939,0.20223887264728546,0.6537929773330688,0.2065870612859726
35,0.6584433317184448,0.20233413577079773,0.6526724696159363,0.20693528652191162
36,0.658578634262085,0.20234915614128113,0.6531602144241333,0.20682334899902344
37,0.6592974066734314,0.20222395658493042,0.653398334980011,0.2067122459411621
38,0.6591256260871887,0.20225751399993896,0.6529508233070374,0.20684969425201416
39,0.6585327386856079,0.20216453075408936,0.6532779335975647,0.2067188024520874
40,0.6615065336227417,0.20214970409870148,0.6533082723617554,0.20682458579540253
41,0.6607095003128052,0.20210623741149902,0.6530030965805054,0.20662769675254822
42,0.659790575504303,0.20215991139411926,0.6530053019523621,0.206741601228714
43,0.6605439782142639,0.20210719108581543,0.6528953313827515,0.20677807927131653
44,0.6598970293998718,0.20213870704174042,0.6531356573104858,0.2067825198173523
45,0.6585868000984192,0.20212619006633759,0.6532540917396545,0.2067565768957138
46,0.6617208123207092,0.20212577283382416,0.6530005931854248,0.20674708485603333
47,0.6609522700309753,0.20216774940490723,0.6530517339706421,0.20675086975097656
48,0.6583219170570374,0.20215824246406555,0.6528940200805664,0.2067849487066269
49,0.6583430171012878,0.20223268866539001,0.6528756618499756,0.20678262412548065
