epoch,auc_1,loss,val_auc_1,val_loss
0,0.4991599917411804,0.2324112206697464,0.5000046491622925,0.21846002340316772
1,0.49766477942466736,0.22040188312530518,0.5000062584877014,0.2182094156742096
2,0.4994339644908905,0.2192796915769577,0.5000174641609192,0.2181704342365265
3,0.5012516379356384,0.2186247557401657,0.5000158548355103,0.21816673874855042
4,0.5007957816123962,0.21819902956485748,0.5000015497207642,0.21817973256111145
5,0.4992430508136749,0.21788771450519562,0.5000015497207642,0.21803715825080872
6,0.5012376308441162,0.21776995062828064,0.5,0.21801979839801788
7,0.5005818605422974,0.21765772998332977,0.4999984800815582,0.21804092824459076
8,0.5009060502052307,0.21756966412067413,0.5000015497207642,0.21802325546741486
9,0.49955159425735474,0.2174958884716034,0.5000030398368835,0.21800564229488373
10,0.49889075756073,0.21748091280460358,0.5000015497207642,0.21800780296325684
11,0.49847355484962463,0.21745862066745758,0.5000015497207642,0.21800826489925385
12,0.49797824025154114,0.21743986010551453,0.5,0.2179965376853943
13,0.5013131499290466,0.21737484633922577,0.5000030398368835,0.2179975062608719
14,0.5006636381149292,0.21737758815288544,0.5000060796737671,0.21799710392951965
15,0.49882572889328003,0.21736574172973633,0.5000060796737671,0.21799273788928986
16,0.5000392198562622,0.2173628956079483,0.5000030398368835,0.21799427270889282
17,0.4959915280342102,0.21742118895053864,0.5000030398368835,0.21799084544181824
18,0.4981721341609955,0.21737636625766754,0.5000030398368835,0.21799059212207794
19,0.4976692199707031,0.21737338602542877,0.5000045299530029,0.21799105405807495
20,0.49964720010757446,0.21734653413295746,0.5000045299530029,0.21799053251743317
21,0.4984758198261261,0.21734386682510376,0.5000045299530029,0.21799024939537048
22,0.5005488991737366,0.21732720732688904,0.5000045299530029,0.2179899960756302
23,0.49875959753990173,0.2173362821340561,0.500007688999176,0.2179897427558899
24,0.49976956844329834,0.21733811497688293,0.500007688999176,0.21798968315124512
25,0.5009644627571106,0.21732990443706512,0.500007688999176,0.21798966825008392
26,0.4978657066822052,0.21735861897468567,0.500007688999176,0.2179897427558899
27,0.4997982680797577,0.21732762455940247,0.500007688999176,0.21798953413963318
28,0.5009673833847046,0.217330202460289,0.500007688999176,0.21798942983150482
29,0.5022450089454651,0.21731050312519073,0.500007688999176,0.2179892212152481
30,0.5004583597183228,0.21731960773468018,0.500007688999176,0.21798929572105408
31,0.4997813105583191,0.2173503041267395,0.500007688999176,0.2179890275001526
32,0.5019663572311401,0.21730971336364746,0.500007688999176,0.2179890275001526
33,0.5014252662658691,0.2173149287700653,0.500007688999176,0.21798905730247498
34,0.49928343296051025,0.21734511852264404,0.500007688999176,0.21798905730247498
35,0.49882033467292786,0.21734429895877838,0.500007688999176,0.21798889338970184
36,0.5004132390022278,0.2173232138156891,0.500007688999176,0.21798893809318542
37,0.49763232469558716,0.21734964847564697,0.500007688999176,0.21798889338970184
38,0.5027892589569092,0.21728062629699707,0.500007688999176,0.2179889678955078
39,0.5016149878501892,0.21728768944740295,0.500007688999176,0.2179889678955078
40,0.49900537729263306,0.21732264757156372,0.500007688999176,0.21798892319202423
41,0.497245728969574,0.21735037863254547,0.500007688999176,0.21798887848854065
42,0.4996536374092102,0.21733754873275757,0.500007688999176,0.21798887848854065
43,0.49832603335380554,0.21735356748104095,0.500007688999176,0.2179887741804123
44,0.5022528767585754,0.21729478240013123,0.500007688999176,0.2179890125989914
45,0.5000131726264954,0.21731753647327423,0.500007688999176,0.2179890275001526
46,0.5001603364944458,0.21731409430503845,0.500007688999176,0.21798887848854065
47,0.49936196208000183,0.21733029186725616,0.500007688999176,0.21798892319202423
48,0.5000295639038086,0.2173141986131668,0.500007688999176,0.21798887848854065
49,0.5020478963851929,0.21731626987457275,0.500007688999176,0.21798883378505707
50,0.5006768107414246,0.21731579303741455,0.500007688999176,0.21798886358737946
51,0.5001546144485474,0.2173576056957245,0.500007688999176,0.21798893809318542
52,0.4977441132068634,0.21736294031143188,0.500007688999176,0.21798893809318542
53,0.5012673139572144,0.2173234075307846,0.500007688999176,0.21798892319202423
54,0.5021737217903137,0.2173243910074234,0.500007688999176,0.21798892319202423
55,0.4988707900047302,0.21735134720802307,0.500007688999176,0.21798893809318542
56,0.4996389150619507,0.21734143793582916,0.500007688999176,0.21798893809318542
57,0.5000004768371582,0.217348113656044,0.500007688999176,0.21798893809318542
58,0.4992865025997162,0.21734392642974854,0.500007688999176,0.21798892319202423
59,0.49935677647590637,0.21733617782592773,0.500007688999176,0.21798893809318542
60,0.49992555379867554,0.21733614802360535,0.500007688999176,0.21798893809318542
61,0.4993394613265991,0.21732474863529205,0.500007688999176,0.21798892319202423
62,0.5006450414657593,0.21733306348323822,0.500007688999176,0.21798892319202423
63,0.49834874272346497,0.217360258102417,0.500007688999176,0.21798893809318542
