epoch,auc_1,f1_score,loss,precision_1,recall_1,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.5427927374839783,"""[0.07219104, 0.033139363, 0.0005389383, 0.48162848, 0.0032687369, 0.0021231421, 0.0, 0.0, 0.07764348, 0.0, 0.0014456089, 0.0, 0.0023640662, 0.0012839717, 0.0]""",0.07755152881145477,0.2173590511083603,0.004045731853693724,0.6053062677383423,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06616893410682678,0.5,0.00010585370910121128
1,0.5890598297119141,"""[0.11252937, 0.05060289, 0.0, 0.48025712, 0.00047236655, 0.0, 0.0, 0.0, 0.11225928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0750444158911705,0.46435099840164185,0.003507221583276987,0.6576516628265381,"""[0.49064606, 0.062079277, 0.0, 0.32295677, 0.0, 0.0, 0.0, 0.0, 0.18455842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06302470713853836,0.36007463932037354,0.006809921935200691
2,0.5985366702079773,"""[0.15823849, 0.08526844, 0.0, 0.4730707, 0.00094428705, 0.0, 0.0, 0.0, 0.2507281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07471178472042084,0.5024875402450562,0.008367623202502728,0.6587508916854858,"""[0.5944219, 0.06173298, 0.0, 0.32730895, 0.021390375, 0.0, 0.0, 0.0, 0.26438963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.06234942749142647,0.36678507924079895,0.014572527259588242
3,0.6247784495353699,"""[0.18785897, 0.17903827, 0.0, 0.4646497, 0.0014097745, 0.0, 0.0, 0.0, 0.3314678, 0.0, 0.0014657383, 0.0, 0.0, 0.0008607704, 0.0]""",0.07362672686576843,0.5096036195755005,0.01721852459013462,0.6591963171958923,"""[0.30057418, 0.08372092, 0.0, 0.29922166, 0.005519779, 0.0, 0.0, 0.0, 0.270934, 0.0, 0.0, 0.0, 0.0, 0.008665511, 0.0]""",0.0641438364982605,0.32867133617401123,0.0033167495857924223
4,0.6424427032470703,"""[0.2070259, 0.21293174, 0.0, 0.45963424, 0.005143793, 0.0, 0.0, 0.0, 0.36715895, 0.0, 0.0007350239, 0.0, 0.0, 0.0017079421, 0.0]""",0.0730273425579071,0.5251290202140808,0.026690784841775894,0.6765199303627014,"""[0.5148493, 0.16685766, 0.0, 0.30857864, 0.06923682, 0.0, 0.0, 0.0, 0.34807602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0636562705039978,0.4107820689678192,0.019088951870799065
5,0.6494672298431396,"""[0.23174629, 0.2361721, 0.0, 0.45676273, 0.0138121545, 0.0, 0.0, 0.0, 0.36336318, 0.0, 0.0, 0.0, 0.0, 0.005965062, 0.0]""",0.0728335753083229,0.5138514637947083,0.028941482305526733,0.6874654293060303,"""[0.2928437, 0.1524123, 0.0, 0.30669415, 0.0, 0.0, 0.0, 0.0, 0.28009537, 0.0, 0.0, 0.0, 0.0, 0.01636661, 0.0]""",0.06438682973384857,0.3505402207374573,0.020606188103556633
6,0.6681074500083923,"""[0.25617036, 0.26205137, 0.0, 0.4592049, 0.040887345, 0.0, 0.0, 0.0, 0.37815708, 0.0, 0.0, 0.0, 0.0, 0.011681268, 0.0]""",0.07202531397342682,0.544161856174469,0.03751622512936592,0.7022719979286194,"""[0.21071583, 0.17529039, 0.0, 0.29585105, 0.06481481, 0.0, 0.0, 0.0, 0.3144036, 0.0, 0.0, 0.0, 0.0, 0.021523178, 0.0]""",0.06400316953659058,0.4195369780063629,0.02621643617749214
7,0.6760101914405823,"""[0.23383462, 0.25543678, 0.0, 0.45859554, 0.07684489, 0.0, 0.0, 0.0, 0.38351855, 0.0, 0.0, 0.0, 0.0, 0.012128817, 0.0]""",0.07178336381912231,0.554751455783844,0.04022258520126343,0.7025359869003296,"""[0.1929491, 0.16133368, 0.0, 0.28345627, 0.06401248, 0.0, 0.0, 0.0, 0.36156687, 0.0, 0.0, 0.0, 0.0, 0.047220107, 0.0]""",0.06468549370765686,0.4183267056941986,0.02963903918862343
8,0.6859638690948486,"""[0.25845465, 0.2729879, 0.0, 0.45905438, 0.094679184, 0.0, 0.0, 0.0, 0.3929884, 0.0, 0.0, 0.0, 0.0, 0.021730218, 0.0]""",0.07119788974523544,0.5580154061317444,0.049073487520217896,0.7103536128997803,"""[0.1899744, 0.17228465, 0.0, 0.2978064, 0.12388327, 0.0, 0.0, 0.0, 0.331076, 0.0, 0.0, 0.0, 0.0, 0.046047583, 0.0]""",0.0634596198797226,0.4159663915634155,0.0349317230284214
9,0.6987596750259399,"""[0.26123485, 0.27911785, 0.0, 0.45622656, 0.14012279, 0.0, 0.0, 0.0, 0.40296912, 0.0, 0.0, 0.09039088, 0.0, 0.021645905, 0.0]""",0.0705772191286087,0.5630413889884949,0.05654359236359596,0.7139633893966675,"""[0.21216264, 0.21327876, 0.0, 0.290374, 0.15460527, 0.0, 0.0, 0.0, 0.34814817, 0.0, 0.0, 0.07909604, 0.0, 0.037441496, 0.0]""",0.06294024735689163,0.43396225571632385,0.038142621517181396
