epoch,auc,loss,val_auc,val_loss
0,0.6795971989631653,0.20149026811122894,0.47950416803359985,0.36159828305244446
1,0.727249026298523,0.19223591685295105,0.5487115383148193,0.22257505357265472
2,0.7496224641799927,0.1878751814365387,0.5698803067207336,0.22783848643302917
3,0.7632433772087097,0.18465013802051544,0.5245295166969299,0.2343522161245346
4,0.777349591255188,0.18163935840129852,0.5485624670982361,0.23395109176635742
5,0.8037340641021729,0.173806294798851,0.5240247249603271,0.22958894073963165
6,0.8218315839767456,0.16876602172851562,0.5246891379356384,0.272668719291687
7,0.8341683745384216,0.16373281180858612,0.6683873534202576,0.22922542691230774
8,0.8568727970123291,0.15435528755187988,0.5116589665412903,0.5560715794563293
9,0.8725859522819519,0.14756695926189423,0.7226618528366089,0.22287845611572266
10,0.8843797445297241,0.14188434183597565,0.5358771681785583,0.41964349150657654
11,0.8952499032020569,0.13431571424007416,0.5090887546539307,0.6543470621109009
12,0.9045396447181702,0.12896405160427094,0.7057004570960999,0.25328975915908813
13,0.9102495312690735,0.12461903691291809,0.6887911558151245,0.29740002751350403
14,0.914642333984375,0.12092871963977814,0.5356944799423218,0.6357616186141968
15,0.9197893738746643,0.11769865453243256,0.6748685240745544,0.3255223333835602
16,0.9227016568183899,0.11485576629638672,0.6264626383781433,0.40671250224113464
17,0.9234086871147156,0.11328549683094025,0.6011465787887573,0.47766783833503723
18,0.9261426329612732,0.11170228570699692,0.6771596074104309,0.32809627056121826
19,0.929317831993103,0.10977949947118759,0.6494414210319519,0.3806106746196747
20,0.9283338785171509,0.10972478240728378,0.7060914635658264,0.30324456095695496
21,0.9306318759918213,0.10789086669683456,0.6904551386833191,0.3181469738483429
