,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.1805347, shape=(), dtype=float32)","tf.Tensor(0.07667896, shape=(), dtype=float32)","tf.Tensor(0.29960188, shape=(), dtype=float32)","tf.Tensor(0.089135066, shape=(), dtype=float32)","tf.Tensor(0.03900306, shape=(), dtype=float32)","tf.Tensor(0.04251233, shape=(), dtype=float32)","tf.Tensor(0.028052587, shape=(), dtype=float32)","tf.Tensor(0.2095892, shape=(), dtype=float32)","tf.Tensor(0.02588256, shape=(), dtype=float32)","tf.Tensor(0.05743492, shape=(), dtype=float32)","tf.Tensor(0.048474826, shape=(), dtype=float32)","tf.Tensor(0.108397655, shape=(), dtype=float32)","tf.Tensor(0.096838534, shape=(), dtype=float32)","tf.Tensor(0.004094348, shape=(), dtype=float32)"
1,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18265516, shape=(), dtype=float32)","tf.Tensor(0.07910008, shape=(), dtype=float32)","tf.Tensor(0.29961327, shape=(), dtype=float32)","tf.Tensor(0.091452345, shape=(), dtype=float32)","tf.Tensor(0.06674984, shape=(), dtype=float32)","tf.Tensor(0.048417132, shape=(), dtype=float32)","tf.Tensor(0.032944914, shape=(), dtype=float32)","tf.Tensor(0.21597487, shape=(), dtype=float32)","tf.Tensor(0.028401518, shape=(), dtype=float32)","tf.Tensor(0.05998811, shape=(), dtype=float32)","tf.Tensor(0.067332596, shape=(), dtype=float32)","tf.Tensor(0.10842967, shape=(), dtype=float32)","tf.Tensor(0.09699808, shape=(), dtype=float32)","tf.Tensor(0.0066289725, shape=(), dtype=float32)"
2,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.18660933, shape=(), dtype=float32)","tf.Tensor(0.087280415, shape=(), dtype=float32)","tf.Tensor(0.29963967, shape=(), dtype=float32)","tf.Tensor(0.09895705, shape=(), dtype=float32)","tf.Tensor(0.09514516, shape=(), dtype=float32)","tf.Tensor(0.05660496, shape=(), dtype=float32)","tf.Tensor(0.038393706, shape=(), dtype=float32)","tf.Tensor(0.22828194, shape=(), dtype=float32)","tf.Tensor(0.035762995, shape=(), dtype=float32)","tf.Tensor(0.0670735, shape=(), dtype=float32)","tf.Tensor(0.083992094, shape=(), dtype=float32)","tf.Tensor(0.108457126, shape=(), dtype=float32)","tf.Tensor(0.09834364, shape=(), dtype=float32)","tf.Tensor(0.013504389, shape=(), dtype=float32)"
3,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.1913119, shape=(), dtype=float32)","tf.Tensor(0.09782927, shape=(), dtype=float32)","tf.Tensor(0.29988992, shape=(), dtype=float32)","tf.Tensor(0.11045, shape=(), dtype=float32)","tf.Tensor(0.11284969, shape=(), dtype=float32)","tf.Tensor(0.065625496, shape=(), dtype=float32)","tf.Tensor(0.043584853, shape=(), dtype=float32)","tf.Tensor(0.2408146, shape=(), dtype=float32)","tf.Tensor(0.042836744, shape=(), dtype=float32)","tf.Tensor(0.07658047, shape=(), dtype=float32)","tf.Tensor(0.097376704, shape=(), dtype=float32)","tf.Tensor(0.1086497, shape=(), dtype=float32)","tf.Tensor(0.101365566, shape=(), dtype=float32)","tf.Tensor(0.011764706, shape=(), dtype=float32)"
4,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.19671836, shape=(), dtype=float32)","tf.Tensor(0.10787879, shape=(), dtype=float32)","tf.Tensor(0.30015594, shape=(), dtype=float32)","tf.Tensor(0.12241611, shape=(), dtype=float32)","tf.Tensor(0.1254902, shape=(), dtype=float32)","tf.Tensor(0.07340883, shape=(), dtype=float32)","tf.Tensor(0.048121046, shape=(), dtype=float32)","tf.Tensor(0.2535422, shape=(), dtype=float32)","tf.Tensor(0.04465083, shape=(), dtype=float32)","tf.Tensor(0.08529871, shape=(), dtype=float32)","tf.Tensor(0.10635571, shape=(), dtype=float32)","tf.Tensor(0.10882678, shape=(), dtype=float32)","tf.Tensor(0.10528814, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.20207086, shape=(), dtype=float32)","tf.Tensor(0.11712741, shape=(), dtype=float32)","tf.Tensor(0.3010531, shape=(), dtype=float32)","tf.Tensor(0.13412932, shape=(), dtype=float32)","tf.Tensor(0.134429, shape=(), dtype=float32)","tf.Tensor(0.08030231, shape=(), dtype=float32)","tf.Tensor(0.052622646, shape=(), dtype=float32)","tf.Tensor(0.26482192, shape=(), dtype=float32)","tf.Tensor(0.049949545, shape=(), dtype=float32)","tf.Tensor(0.095924705, shape=(), dtype=float32)","tf.Tensor(0.116990805, shape=(), dtype=float32)","tf.Tensor(0.1091314, shape=(), dtype=float32)","tf.Tensor(0.10975735, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.20726034, shape=(), dtype=float32)","tf.Tensor(0.12469334, shape=(), dtype=float32)","tf.Tensor(0.30203143, shape=(), dtype=float32)","tf.Tensor(0.14598282, shape=(), dtype=float32)","tf.Tensor(0.1421976, shape=(), dtype=float32)","tf.Tensor(0.08672616, shape=(), dtype=float32)","tf.Tensor(0.053913455, shape=(), dtype=float32)","tf.Tensor(0.27566016, shape=(), dtype=float32)","tf.Tensor(0.05084186, shape=(), dtype=float32)","tf.Tensor(0.10465536, shape=(), dtype=float32)","tf.Tensor(0.12438854, shape=(), dtype=float32)","tf.Tensor(0.11, shape=(), dtype=float32)","tf.Tensor(0.11569231, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.21212271, shape=(), dtype=float32)","tf.Tensor(0.13128698, shape=(), dtype=float32)","tf.Tensor(0.30339983, shape=(), dtype=float32)","tf.Tensor(0.15741111, shape=(), dtype=float32)","tf.Tensor(0.14775592, shape=(), dtype=float32)","tf.Tensor(0.091218956, shape=(), dtype=float32)","tf.Tensor(0.05263158, shape=(), dtype=float32)","tf.Tensor(0.2852525, shape=(), dtype=float32)","tf.Tensor(0.054997817, shape=(), dtype=float32)","tf.Tensor(0.10960056, shape=(), dtype=float32)","tf.Tensor(0.13467337, shape=(), dtype=float32)","tf.Tensor(0.111076556, shape=(), dtype=float32)","tf.Tensor(0.122469015, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.21657357, shape=(), dtype=float32)","tf.Tensor(0.13619496, shape=(), dtype=float32)","tf.Tensor(0.30451843, shape=(), dtype=float32)","tf.Tensor(0.16508077, shape=(), dtype=float32)","tf.Tensor(0.15215054, shape=(), dtype=float32)","tf.Tensor(0.09451726, shape=(), dtype=float32)","tf.Tensor(0.048643593, shape=(), dtype=float32)","tf.Tensor(0.29330128, shape=(), dtype=float32)","tf.Tensor(0.052271314, shape=(), dtype=float32)","tf.Tensor(0.115100995, shape=(), dtype=float32)","tf.Tensor(0.14121963, shape=(), dtype=float32)","tf.Tensor(0.11272245, shape=(), dtype=float32)","tf.Tensor(0.12942696, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.22133927, shape=(), dtype=float32)","tf.Tensor(0.14205284, shape=(), dtype=float32)","tf.Tensor(0.3058262, shape=(), dtype=float32)","tf.Tensor(0.1718807, shape=(), dtype=float32)","tf.Tensor(0.15336195, shape=(), dtype=float32)","tf.Tensor(0.10213479, shape=(), dtype=float32)","tf.Tensor(0.048582997, shape=(), dtype=float32)","tf.Tensor(0.30169618, shape=(), dtype=float32)","tf.Tensor(0.045454547, shape=(), dtype=float32)","tf.Tensor(0.12070227, shape=(), dtype=float32)","tf.Tensor(0.15193799, shape=(), dtype=float32)","tf.Tensor(0.11507007, shape=(), dtype=float32)","tf.Tensor(0.13588719, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
10,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.22640267, shape=(), dtype=float32)","tf.Tensor(0.14992961, shape=(), dtype=float32)","tf.Tensor(0.3072859, shape=(), dtype=float32)","tf.Tensor(0.17816548, shape=(), dtype=float32)","tf.Tensor(0.15711252, shape=(), dtype=float32)","tf.Tensor(0.10445325, shape=(), dtype=float32)","tf.Tensor(0.045411542, shape=(), dtype=float32)","tf.Tensor(0.30953762, shape=(), dtype=float32)","tf.Tensor(0.040625, shape=(), dtype=float32)","tf.Tensor(0.1251549, shape=(), dtype=float32)","tf.Tensor(0.16041848, shape=(), dtype=float32)","tf.Tensor(0.11802477, shape=(), dtype=float32)","tf.Tensor(0.14268947, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
11,"tf.Tensor(0.70321536, shape=(), dtype=float32)","tf.Tensor(0.23147938, shape=(), dtype=float32)","tf.Tensor(0.15400177, shape=(), dtype=float32)","tf.Tensor(0.30879426, shape=(), dtype=float32)","tf.Tensor(0.18450078, shape=(), dtype=float32)","tf.Tensor(0.15745501, shape=(), dtype=float32)","tf.Tensor(0.10796915, shape=(), dtype=float32)","tf.Tensor(0.032520324, shape=(), dtype=float32)","tf.Tensor(0.31532672, shape=(), dtype=float32)","tf.Tensor(0.01010101, shape=(), dtype=float32)","tf.Tensor(0.13287514, shape=(), dtype=float32)","tf.Tensor(0.16601816, shape=(), dtype=float32)","tf.Tensor(0.1215353, shape=(), dtype=float32)","tf.Tensor(0.14592592, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
