epoch,auc_1,f1_score,loss,precision_1,recall_1,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.5001057982444763,"""[0.010232796, 0.0047068894, 0.009798866, 0.4891426, 0.0, 0.0010672358, 0.0, 0.0, 0.036097307, 0.0, 0.0, 0.0, 0.0, 0.00042909247, 0.0]""",0.28990548849105835,0.16952380537986755,0.002457816619426012,0.5004186034202576,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.26366353034973145,0.0,0.0
1,0.4983898103237152,"""[0.0, 0.0, 0.0, 0.4930996, 0.0, 0.0, 0.0, 0.0, 0.00018900019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2858157157897949,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2592218518257141,0.0,0.0
2,0.4996162950992584,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2850273847579956,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25948965549468994,0.0,0.0
3,0.4997531771659851,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2848566472530365,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25890469551086426,0.0,0.0
4,0.4994417428970337,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.284769207239151,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25835493206977844,0.0,0.0
5,0.4997654855251312,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2847358286380768,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2583423852920532,0.0,0.0
6,0.4996303617954254,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2847289741039276,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2583548426628113,0.0,0.0
7,0.4997226595878601,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2847226858139038,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25837165117263794,0.0,0.0
8,0.4995548129081726,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28462088108062744,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.25822627544403076,0.0,0.0
9,0.49967917799949646,"""[0.0, 0.0, 0.0, 0.49308488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.28461697697639465,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.29540098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.2582211196422577,0.0,0.0
