epoch,f1_score,loss,precision_2,recall_2,val_f1_score,val_loss,val_precision_2,val_recall_2
0,"""[0.2345238, 0.27700832, 0.2363388, 0.22876713]""",1.569272518157959,0.25418993830680847,0.028437500819563866,"""[0.0, 0.42364535, 0.0, 0.0]""",1.3852930068969727,0.0,0.0
1,"""[0.24359861, 0.31154382, 0.20089954, 0.22132798]""",1.398769497871399,0.125,0.0009374999790452421,"""[0.0, 0.0, 0.0, 0.40954274]""",1.3856054544448853,0.0,0.0
2,"""[0.25634822, 0.16390584, 0.3449801, 0.22468588]""",1.482973575592041,0.29347825050354004,0.016875000670552254,"""[0.0, 0.42406312, 0.0, 0.0]""",1.3864648342132568,0.0,0.0
3,"""[0.2253923, 0.25650117, 0.32260948, 0.15133275]""",1.3976269960403442,0.32258063554763794,0.0062500000931322575,"""[0.010638298, 0.008928571, 0.3792746, 0.00896861]""",1.3895117044448853,0.0,0.0
4,"""[0.18991098, 0.19971058, 0.3137255, 0.26501548]""",1.3964160680770874,0.190476194024086,0.0012499999720603228,"""[0.020618556, 0.08064516, 0.39107335, 0.03686636]""",1.3965624570846558,0.40625,0.016249999403953552
5,"""[0.18260871, 0.03733956, 0.37239435, 0.012135923]""",1.3897656202316284,0.375,0.0018749999580904841,"""[0.028985506, 0.009049773, 0.38125, 0.0]""",1.3869335651397705,0.0,0.0
6,"""[0.28700453, 0.021818181, 0.352, 0.032146957]""",1.3870654106140137,1.0,0.0003124999930150807,"""[0.030612245, 0.0, 0.3849287, 0.0]""",1.3923633098602295,0.3684210479259491,0.008750000037252903
7,"""[0.32266667, 0.012345679, 0.34762982, 0.009852217]""",1.3881689310073853,0.0,0.0,"""[0.37965262, 0.0, 0.2740385, 0.0]""",1.385585904121399,0.0,0.0
8,"""[0.32928473, 0.002522068, 0.35050744, 0.16466826]""",1.3838281631469727,0.0,0.0,"""[0.00990099, 0.0, 0.3828045, 0.0]""",1.3850195407867432,0.0,0.0
9,"""[0.29113922, 0.07453416, 0.34279478, 0.21879588]""",1.3839892148971558,0.0,0.0,"""[0.39390084, 0.0, 0.073059365, 0.2315271]""",1.3868554830551147,1.0,0.0012499999720603228
10,"""[0.28007182, 0.21343873, 0.27310923, 0.28070176]""",1.3838720321655273,0.3333333432674408,0.0012499999720603228,"""[0.3896714, 0.0, 0.10666667, 0.14790997]""",1.3865039348602295,0.6666666865348816,0.0024999999441206455
11,"""[0.36746988, 0.13395348, 0.23913044, 0.18970588]""",1.3845605850219727,0.1666666716337204,0.0003124999930150807,"""[0.38854295, 0.0, 0.04761905, 0.16931218]""",1.3852734565734863,0.0,0.0
12,"""[0.33843464, 0.269513, 0.18835616, 0.25421688]""",1.3832567930221558,0.4000000059604645,0.0006249999860301614,"""[0.3875969, 0.30860534, 0.03883495, 0.2947761]""",1.3851171731948853,0.0,0.0
13,"""[0.34430853, 0.34565216, 0.19004525, 0.2558286]""",1.3812304735183716,0.5,0.0006249999860301614,"""[0.35036495, 0.382134, 0.09954752, 0.27727276]""",1.3844921588897705,0.0,0.0
14,"""[0.3392505, 0.3281412, 0.160221, 0.21346705]""",1.3792284727096558,0.7777777910232544,0.0021875000093132257,"""[0.10294118, 0.43661973, 0.07511738, 0.34954956]""",1.3840038776397705,0.0,0.0
15,"""[0.3210437, 0.35164836, 0.10927836, 0.29257396]""",1.3800146579742432,0.0,0.0,"""[0.08733624, 0.44805196, 0.06363636, 0.3904236]""",1.3834179639816284,0.6666666865348816,0.0024999999441206455
16,"""[0.31036478, 0.3931624, 0.08939709, 0.25]""",1.3825145959854126,0.0,0.0,"""[0.21341464, 0.45825934, 0.020512821, 0.35339805]""",1.3818163871765137,0.0,0.0
17,"""[0.31868133, 0.37423933, 0.18264015, 0.18684603]""",1.376743197441101,0.3333333432674408,0.0003124999930150807,"""[0.32372507, 0.45185184, 0.057142857, 0.32762837]""",1.3774023056030273,0.0,0.0
18,"""[0.2, 0.400385, 0.16961789, 0.36199096]""",1.3711864948272705,0.3571428656578064,0.0015625000232830644,"""[0.046511624, 0.4224138, 0.10091743, 0.42776206]""",1.3710546493530273,0.0,0.0
19,"""[0.25994697, 0.41220656, 0.18878005, 0.2962963]""",1.369116187095642,0.2857142984867096,0.0012499999720603228,"""[0.15564203, 0.44381225, 0.06603773, 0.37587008]""",1.3711718320846558,0.0,0.0
20,"""[0.29392552, 0.42516682, 0.24006489, 0.2864516]""",1.3607031106948853,0.1428571492433548,0.0003124999930150807,"""[0.2909091, 0.47927928, 0.17228465, 0.22418879]""",1.3658984899520874,1.0,0.0037499999161809683
21,"""[0.34040177, 0.4083117, 0.24031621, 0.26348984]""",1.3575146198272705,0.4285714328289032,0.008437500335276127,"""[0.33718243, 0.46540877, 0.16774194, 0.2909091]""",1.3687304258346558,0.0,0.0
22,"""[0.2509564, 0.42569593, 0.21070519, 0.31127915]""",1.3475879430770874,0.4029850661754608,0.008437500335276127,"""[0.31666666, 0.4798387, 0.18867925, 0.2320442]""",1.3543750047683716,0.39393940567970276,0.016249999403953552
23,"""[0.3024523, 0.46451032, 0.20017715, 0.3283019]""",1.327419400215149,0.4161490797996521,0.020937500521540642,"""[0.094827585, 0.4871407, 0.056872036, 0.43460763]""",1.3365038633346558,0.2857142984867096,0.0024999999441206455
24,"""[0.29656163, 0.49412793, 0.1953405, 0.34755328]""",1.3073437213897705,0.5268816947937012,0.030625000596046448,"""[0.2445141, 0.50957286, 0.15748031, 0.35897434]""",1.3251562118530273,0.5,0.011250000447034836
25,"""[0.28803545, 0.51851857, 0.1814882, 0.37628555]""",1.2701586484909058,0.5486935973167419,0.07218749821186066,"""[0.0, 0.50087565, 0.1570248, 0.47315434]""",1.3159570693969727,0.6000000238418579,0.02250000089406967
26,"""[0.35391468, 0.56466126, 0.24581939, 0.3413996]""",1.21539306640625,0.5963581204414368,0.12281250208616257,"""[0.14559387, 0.5008518, 0.21621624, 0.40700218]""",1.352148413658142,0.41111111640930176,0.04625000059604645
27,"""[0.29503337, 0.61194754, 0.30235988, 0.4143815]""",1.1528857946395874,0.5951834917068481,0.16218750178813934,"""[0.02094241, 0.5024794, 0.26086956, 0.47010309]""",1.357578158378601,0.5104166865348816,0.061250001192092896
28,"""[0.30869567, 0.6895003, 0.41560102, 0.43705463]""",1.074560523033142,0.6592664122581482,0.2134374976158142,"""[0.14785992, 0.38095242, 0.34042555, 0.4362934]""",1.4685156345367432,0.4469696879386902,0.07374999672174454
29,"""[0.3138138, 0.75156057, 0.5354239, 0.46964487]""",0.9692041277885437,0.6619433164596558,0.30656251311302185,"""[0.046511624, 0.38814014, 0.34734917, 0.41113493]""",1.5474413633346558,0.35769230127334595,0.11625000089406967
30,"""[0.39310345, 0.770073, 0.5561562, 0.45901638]""",0.9061132669448853,0.6726225018501282,0.3646875023841858,"""[0.30071598, 0.45070422, 0.31435078, 0.19937694]""",1.6790233850479126,0.38596490025520325,0.13750000298023224
31,"""[0.41157556, 0.7900929, 0.61771846, 0.4534005]""",0.8517041206359863,0.6756756901741028,0.3984375,"""[0.2631579, 0.397878, 0.27346942, 0.23343849]""",1.7025195360183716,0.3503401279449463,0.1287499964237213
32,"""[0.42649004, 0.8495025, 0.7087264, 0.4667503]""",0.74951171875,0.712302565574646,0.4650000035762787,"""[0.19243985, 0.3529412, 0.3138833, 0.3763214]""",1.8591210842132568,0.3545706272125244,0.1599999964237213
33,"""[0.3902788, 0.84886646, 0.7225884, 0.53455174]""",0.715563952922821,0.7200000286102295,0.4893749952316284,"""[0.17283951, 0.3783784, 0.2970297, 0.32258064]""",1.996640682220459,0.33638444542884827,0.1837500035762787
34,"""[0.4267212, 0.8773045, 0.75672513, 0.50935423]""",0.6888427734375,0.7350130081176758,0.5287500023841858,"""[0.21971832, 0.34626865, 0.3371212, 0.3020833]""",2.067636728286743,0.3229166567325592,0.19374999403953552
35,"""[0.49032256, 0.88197976, 0.78571427, 0.51842445]""",0.6540258526802063,0.7418151497840881,0.559374988079071,"""[0.23626374, 0.35158503, 0.32142857, 0.27979276]""",2.125663995742798,0.33472803235054016,0.20000000298023224
36,"""[0.4433768, 0.88624996, 0.7779126, 0.54556143]""",0.6429418921470642,0.7435897588729858,0.5618749856948853,"""[0.22340426, 0.3647059, 0.32692307, 0.26849318]""",2.1874608993530273,0.328000009059906,0.20499999821186066
37,"""[0.48087433, 0.90828586, 0.819809, 0.5545024]""",0.6094421148300171,0.759968101978302,0.5956249833106995,"""[0.25396824, 0.37183097, 0.32347143, 0.26592797]""",2.1958789825439453,0.33269229531288147,0.2162500023841858
38,"""[0.47745353, 0.9010712, 0.8086383, 0.5428051]""",0.6007171869277954,0.7546205520629883,0.5996875166893005,"""[0.29186603, 0.37606838, 0.33201584, 0.23312885]""",2.244511604309082,0.3345864713191986,0.2224999964237213
39,"""[0.49641696, 0.90619016, 0.82220906, 0.5235732]""",0.586317777633667,0.7585529088973999,0.6028125286102295,"""[0.2630273, 0.37183097, 0.3160083, 0.2596685]""",2.278925895690918,0.33143940567970276,0.21875
40,"""[0.47860962, 0.9118579, 0.82127917, 0.5491853]""",0.5919445753097534,0.7602040767669678,0.6053125262260437,"""[0.26065162, 0.3672316, 0.31771892, 0.2681564]""",2.2978515625,0.3276515007019043,0.2162500023841858
41,"""[0.50928384, 0.8965079, 0.81419116, 0.5688406]""",0.5989208817481995,0.7587016224861145,0.606249988079071,"""[0.2830189, 0.36619717, 0.3195021, 0.24046922]""",2.3327343463897705,0.3278084695339203,0.2224999964237213
42,"""[0.51545036, 0.9167734, 0.8293556, 0.5762918]""",0.5836755633354187,0.7737957835197449,0.6274999976158142,"""[0.26024097, 0.36827195, 0.32871288, 0.22018349]""",2.3391993045806885,0.3291366994380951,0.22875000536441803
43,"""[0.48010272, 0.9175582, 0.83090025, 0.5037129]""",0.5936938524246216,0.7471131682395935,0.6065624952316284,"""[0.25365853, 0.3703704, 0.33333334, 0.22492401]""",2.3318750858306885,0.33515483140945435,0.23000000417232513
44,"""[0.5179856, 0.9035144, 0.8372922, 0.56529737]""",0.5833801031112671,0.7645248174667358,0.6209375262260437,"""[0.2585366, 0.3703704, 0.33463037, 0.22085889]""",2.351210832595825,0.33212339878082275,0.22875000536441803
45,"""[0.48528448, 0.91809523, 0.8331332, 0.5473427]""",0.5901769995689392,0.76076740026474,0.6071875095367432,"""[0.2725061, 0.36206895, 0.3326886, 0.23312885]""",2.3491015434265137,0.3290676474571228,0.22499999403953552
