epoch,accuracy,auc_2,f1_score,loss,val_accuracy,val_auc_2,val_f1_score,val_loss
0,7.804138294886798e-05,0.5727747678756714,"""[0.6994925]""",0.6876586675643921,0.0,0.5633031725883484,"""[0.70160097]""",0.6899917721748352
1,0.0,0.640393853187561,"""[0.6994925]""",0.661087155342102,0.0,0.6339120864868164,"""[0.70160097]""",0.6644558310508728
2,7.804138294886798e-05,0.6523036360740662,"""[0.6995128]""",0.6558654308319092,0.0,0.6605939269065857,"""[0.70160097]""",0.6573004126548767
3,6.689261499559507e-05,0.6406093239784241,"""[0.6995128]""",0.6613115668296814,0.0,0.6517660617828369,"""[0.70160097]""",0.6569117903709412
4,0.0,0.6461037397384644,"""[0.6994925]""",0.6580793261528015,0.0,0.6566575169563293,"""[0.70160097]""",0.6533318161964417
5,1.114876886276761e-05,0.6545482277870178,"""[0.6994925]""",0.653938889503479,0.0,0.675098717212677,"""[0.70160097]""",0.643099308013916
6,0.0,0.6766929626464844,"""[0.6994925]""",0.6429282426834106,0.0,0.6901377439498901,"""[0.70160097]""",0.6347851157188416
7,0.0,0.6894419193267822,"""[0.6994925]""",0.6351110935211182,0.0,0.6975474953651428,"""[0.70160097]""",0.634493350982666
8,0.0,0.6994131803512573,"""[0.6994925]""",0.6288614273071289,0.0,0.7035182118415833,"""[0.70160097]""",0.6289349794387817
9,0.0,0.7032838463783264,"""[0.6994925]""",0.6263355612754822,0.0,0.7170522212982178,"""[0.70160097]""",0.6236212253570557
10,0.0,0.7161524891853333,"""[0.69948304]""",0.6177467107772827,0.0,0.7266449928283691,"""[0.70160097]""",0.6105482578277588
11,0.0,0.730209231376648,"""[0.6994925]""",0.6071247458457947,0.0,0.729358971118927,"""[0.70160097]""",0.61113440990448
12,0.0,0.7379710674285889,"""[0.69948304]""",0.6012320518493652,0.0,0.7366779446601868,"""[0.70160097]""",0.6031628847122192
13,0.0,0.7445703744888306,"""[0.6994925]""",0.5956452488899231,0.0,0.7408701777458191,"""[0.70160097]""",0.6012808084487915
14,0.0,0.7500673532485962,"""[0.6994925]""",0.590788722038269,0.0,0.737241804599762,"""[0.70160097]""",0.6046238541603088
15,0.0,0.7541542649269104,"""[0.6994925]""",0.5872368812561035,0.0,0.7408758401870728,"""[0.70160097]""",0.5993229746818542
16,0.0,0.7595702409744263,"""[0.6994925]""",0.5825414657592773,0.0,0.7412717938423157,"""[0.70160097]""",0.6016335487365723
17,1.114876886276761e-05,0.7639943361282349,"""[0.6994976]""",0.5787820219993591,0.0,0.7392005324363708,"""[0.70160097]""",0.6016603708267212
18,0.0,0.7702229022979736,"""[0.6994925]""",0.5726891756057739,0.0,0.7359543442726135,"""[0.70160097]""",0.6102153658866882
19,0.0,0.7855367064476013,"""[0.6994925]""",0.5572778582572937,0.0,0.7371202707290649,"""[0.70160097]""",0.6128124594688416
20,3.3446307497797534e-05,0.7938417196273804,"""[0.6994925]""",0.5482880473136902,0.00017838030180428177,0.7335126996040344,"""[0.70160097]""",0.6248650550842285
21,0.00013378522999119014,0.802450954914093,"""[0.6994925]""",0.5391800999641418,0.00017838030180428177,0.7306506633758545,"""[0.70160097]""",0.6299755573272705
22,0.0006466286140494049,0.8152253031730652,"""[0.6994925]""",0.5243862867355347,0.0005797360208816826,0.7239997386932373,"""[0.70160097]""",0.6471203565597534
23,0.0009253478492610157,0.822796642780304,"""[0.6994925]""",0.51503986120224,0.0008473064517602324,0.7232596278190613,"""[0.7015634]""",0.6626386046409607
24,0.001415893668308854,0.8282296061515808,"""[0.6994976]""",0.5081568956375122,0.0018283980898559093,0.721165120601654,"""[0.7015461]""",0.6709501147270203
25,0.0022632002364844084,0.835453987121582,"""[0.69950265]""",0.4986860454082489,0.003166250418871641,0.7184516191482544,"""[0.70159584]""",0.6902195811271667
26,0.003088209079578519,0.8405313491821289,"""[0.6995179]""",0.49184203147888184,0.0040135569870471954,0.7156149744987488,"""[0.7015349]""",0.7026485800743103
27,0.0029878702480345964,0.8450214862823486,"""[0.6995331]""",0.4858972132205963,0.0033000356052070856,0.7143657207489014,"""[0.70158976]""",0.7025666832923889
28,0.0029544238932430744,0.8473138809204102,"""[0.6995381]""",0.4827749729156494,0.002809489844366908,0.7138990759849548,"""[0.70157254]""",0.6991106867790222
29,0.003456118516623974,0.8504632115364075,"""[0.69955844]""",0.4778905510902405,0.0033000356052070856,0.7120054960250854,"""[0.70155215]""",0.7083385586738586
30,0.003913218155503273,0.8527194857597351,"""[0.699523]""",0.47493311762809753,0.003567606210708618,0.7132129073143005,"""[0.70161015]""",0.7083572745323181
31,0.0048051197081804276,0.8532379865646362,"""[0.6995331]""",0.4740537106990814,0.0038797715678811073,0.7132779359817505,"""[0.70151454]""",0.707088053226471
32,0.005507491994649172,0.8558124899864197,"""[0.69955343]""",0.4701795279979706,0.004459507763385773,0.7119511365890503,"""[0.7015175]""",0.7155761122703552
33,0.005195326637476683,0.8576127290725708,"""[0.6995787]""",0.4678727686405182,0.004325722344219685,0.7106676697731018,"""[0.7014454]""",0.7195202112197876
34,0.005373706575483084,0.8565781712532043,"""[0.6995838]""",0.4690965712070465,0.004637888167053461,0.7095625400543213,"""[0.7014973]""",0.7235918641090393
35,0.005563235841691494,0.8583618402481079,"""[0.6995787]""",0.4666428864002228,0.0049946485087275505,0.710101842880249,"""[0.701483]""",0.7267656326293945
