,No Finding,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia
0,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.1879596, shape=(), dtype=float32)","tf.Tensor(0.08276334, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.09133081, shape=(), dtype=float32)","tf.Tensor(0.039174538, shape=(), dtype=float32)","tf.Tensor(0.043537058, shape=(), dtype=float32)","tf.Tensor(0.03013133, shape=(), dtype=float32)","tf.Tensor(0.21784224, shape=(), dtype=float32)","tf.Tensor(0.02510018, shape=(), dtype=float32)","tf.Tensor(0.05802373, shape=(), dtype=float32)","tf.Tensor(0.051442474, shape=(), dtype=float32)","tf.Tensor(0.10831787, shape=(), dtype=float32)","tf.Tensor(0.09667699, shape=(), dtype=float32)","tf.Tensor(0.0041831695, shape=(), dtype=float32)"
1,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.19030079, shape=(), dtype=float32)","tf.Tensor(0.08867221, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.101411946, shape=(), dtype=float32)","tf.Tensor(0.069194086, shape=(), dtype=float32)","tf.Tensor(0.05251354, shape=(), dtype=float32)","tf.Tensor(0.037709817, shape=(), dtype=float32)","tf.Tensor(0.23825298, shape=(), dtype=float32)","tf.Tensor(0.030736677, shape=(), dtype=float32)","tf.Tensor(0.062265318, shape=(), dtype=float32)","tf.Tensor(0.07561759, shape=(), dtype=float32)","tf.Tensor(0.108322434, shape=(), dtype=float32)","tf.Tensor(0.098007865, shape=(), dtype=float32)","tf.Tensor(0.010168166, shape=(), dtype=float32)"
2,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.19794114, shape=(), dtype=float32)","tf.Tensor(0.103863135, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.117861, shape=(), dtype=float32)","tf.Tensor(0.090950534, shape=(), dtype=float32)","tf.Tensor(0.06601103, shape=(), dtype=float32)","tf.Tensor(0.046217464, shape=(), dtype=float32)","tf.Tensor(0.26065668, shape=(), dtype=float32)","tf.Tensor(0.038102828, shape=(), dtype=float32)","tf.Tensor(0.0735497, shape=(), dtype=float32)","tf.Tensor(0.095097356, shape=(), dtype=float32)","tf.Tensor(0.10839102, shape=(), dtype=float32)","tf.Tensor(0.10316324, shape=(), dtype=float32)","tf.Tensor(0.02364865, shape=(), dtype=float32)"
3,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.20599553, shape=(), dtype=float32)","tf.Tensor(0.11623557, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.13596313, shape=(), dtype=float32)","tf.Tensor(0.10334183, shape=(), dtype=float32)","tf.Tensor(0.077011935, shape=(), dtype=float32)","tf.Tensor(0.053494196, shape=(), dtype=float32)","tf.Tensor(0.2795632, shape=(), dtype=float32)","tf.Tensor(0.041268796, shape=(), dtype=float32)","tf.Tensor(0.08460237, shape=(), dtype=float32)","tf.Tensor(0.1114876, shape=(), dtype=float32)","tf.Tensor(0.10873441, shape=(), dtype=float32)","tf.Tensor(0.11056612, shape=(), dtype=float32)","tf.Tensor(0.025316456, shape=(), dtype=float32)"
4,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.21303211, shape=(), dtype=float32)","tf.Tensor(0.12600806, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.15233259, shape=(), dtype=float32)","tf.Tensor(0.11173681, shape=(), dtype=float32)","tf.Tensor(0.08386487, shape=(), dtype=float32)","tf.Tensor(0.060606062, shape=(), dtype=float32)","tf.Tensor(0.2949728, shape=(), dtype=float32)","tf.Tensor(0.04723202, shape=(), dtype=float32)","tf.Tensor(0.09865993, shape=(), dtype=float32)","tf.Tensor(0.12758528, shape=(), dtype=float32)","tf.Tensor(0.11051446, shape=(), dtype=float32)","tf.Tensor(0.12059316, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
5,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.221204, shape=(), dtype=float32)","tf.Tensor(0.13275096, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.1695069, shape=(), dtype=float32)","tf.Tensor(0.11478537, shape=(), dtype=float32)","tf.Tensor(0.09286112, shape=(), dtype=float32)","tf.Tensor(0.0673898, shape=(), dtype=float32)","tf.Tensor(0.3079177, shape=(), dtype=float32)","tf.Tensor(0.047124602, shape=(), dtype=float32)","tf.Tensor(0.10769586, shape=(), dtype=float32)","tf.Tensor(0.14219524, shape=(), dtype=float32)","tf.Tensor(0.11262153, shape=(), dtype=float32)","tf.Tensor(0.13000657, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
6,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.22819886, shape=(), dtype=float32)","tf.Tensor(0.14060019, shape=(), dtype=float32)","tf.Tensor(0.29540098, shape=(), dtype=float32)","tf.Tensor(0.18172589, shape=(), dtype=float32)","tf.Tensor(0.11880516, shape=(), dtype=float32)","tf.Tensor(0.098460555, shape=(), dtype=float32)","tf.Tensor(0.068939105, shape=(), dtype=float32)","tf.Tensor(0.3206886, shape=(), dtype=float32)","tf.Tensor(0.05148713, shape=(), dtype=float32)","tf.Tensor(0.113672495, shape=(), dtype=float32)","tf.Tensor(0.15699404, shape=(), dtype=float32)","tf.Tensor(0.11592399, shape=(), dtype=float32)","tf.Tensor(0.13898306, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
7,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.23505023, shape=(), dtype=float32)","tf.Tensor(0.14620298, shape=(), dtype=float32)","tf.Tensor(0.29542345, shape=(), dtype=float32)","tf.Tensor(0.19245832, shape=(), dtype=float32)","tf.Tensor(0.122048676, shape=(), dtype=float32)","tf.Tensor(0.10258276, shape=(), dtype=float32)","tf.Tensor(0.059742022, shape=(), dtype=float32)","tf.Tensor(0.3311555, shape=(), dtype=float32)","tf.Tensor(0.049669914, shape=(), dtype=float32)","tf.Tensor(0.11817636, shape=(), dtype=float32)","tf.Tensor(0.1724138, shape=(), dtype=float32)","tf.Tensor(0.12084904, shape=(), dtype=float32)","tf.Tensor(0.1470709, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
8,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.2414196, shape=(), dtype=float32)","tf.Tensor(0.15141243, shape=(), dtype=float32)","tf.Tensor(0.29549083, shape=(), dtype=float32)","tf.Tensor(0.20139143, shape=(), dtype=float32)","tf.Tensor(0.127898, shape=(), dtype=float32)","tf.Tensor(0.10965001, shape=(), dtype=float32)","tf.Tensor(0.056930695, shape=(), dtype=float32)","tf.Tensor(0.3402103, shape=(), dtype=float32)","tf.Tensor(0.0513245, shape=(), dtype=float32)","tf.Tensor(0.12432796, shape=(), dtype=float32)","tf.Tensor(0.1845771, shape=(), dtype=float32)","tf.Tensor(0.12651657, shape=(), dtype=float32)","tf.Tensor(0.1526068, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
9,"tf.Tensor(0.6987001, shape=(), dtype=float32)","tf.Tensor(0.24755286, shape=(), dtype=float32)","tf.Tensor(0.15789473, shape=(), dtype=float32)","tf.Tensor(0.29565084, shape=(), dtype=float32)","tf.Tensor(0.21164021, shape=(), dtype=float32)","tf.Tensor(0.13119474, shape=(), dtype=float32)","tf.Tensor(0.11346884, shape=(), dtype=float32)","tf.Tensor(0.03285421, shape=(), dtype=float32)","tf.Tensor(0.34875542, shape=(), dtype=float32)","tf.Tensor(0.049624927, shape=(), dtype=float32)","tf.Tensor(0.12894736, shape=(), dtype=float32)","tf.Tensor(0.19830509, shape=(), dtype=float32)","tf.Tensor(0.13127461, shape=(), dtype=float32)","tf.Tensor(0.1598743, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
