NO Finding - Precision,NO Finding - Recall,NO Finding - F1-Score,Finding - Precision,Finding - Recall,Finding - F1-Score
0.6596980255516841,0.8407894736842105,0.7393159302914166,0.720473577822697,0.48616523772408415,0.5805700988947062
