epoch,auc_2,f1_score,loss,precision_2,recall_2,val_auc_2,val_f1_score,val_loss,val_precision_2,val_recall_2
0,0.4998711943626404,"""[0.022104466, 0.040192734, 0.009496676, 0.4681144, 0.009449694, 0.001305483, 0.0, 0.0, 0.09952308, 0.0021436226, 0.00935772, 0.0063257776, 0.008932769, 0.007893438, 0.0]""",0.08682439476251602,0.17994701862335205,0.01517390739172697,0.5001134872436523,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07650930434465408,0.0,0.0
1,0.49944552779197693,"""[0.0016388069, 0.003711559, 0.0013258203, 0.48679486, 0.0, 0.0, 0.0012224941, 0.0, 0.0077299075, 0.0, 0.00091074686, 0.0, 0.0010012516, 0.0010641128, 0.0]""",0.08134311437606812,0.14614121615886688,0.001529419794678688,0.4992259740829468,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07645934075117111,0.0,0.0
2,0.5004908442497253,"""[0.0, 0.0, 0.0, 0.48826453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005003753, 0.0, 0.0]""",0.07708118110895157,0.05882352963089943,3.436898623476736e-05,0.5046464204788208,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07642701268196106,0.0,0.0
3,0.5000702142715454,"""[0.00033014198, 0.0005360493, 0.0, 0.4883049, 0.0, 0.0, 0.0, 0.0, 0.00023145467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07685057818889618,0.05882352963089943,1.718449311738368e-05,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0764019563794136,0.0,0.0
4,0.4963048994541168,"""[0.0, 0.0, 0.0, 0.48832822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07672213762998581,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07639635354280472,0.0,0.0
5,0.4961201846599579,"""[0.0, 0.0, 0.0, 0.48834792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07662439346313477,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0763917788863182,0.0,0.0
6,0.4961354434490204,"""[0.0, 0.0, 0.0, 0.488377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07662142068147659,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07639217376708984,0.0,0.0
7,0.49688026309013367,"""[0.0, 0.0, 0.0, 0.488377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0766119733452797,1.0,1.718449311738368e-05,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07639046013355255,0.0,0.0
8,0.4973204433917999,"""[0.0, 0.0, 0.0, 0.488377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07661135494709015,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07639996707439423,0.0,0.0
9,0.4977828562259674,"""[0.0, 0.0, 0.0, 0.48834792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.07661233842372894,0.0,0.0,0.5,"""[0.0, 0.0, 0.0, 0.4992734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]""",0.0763934925198555,0.0,0.0
