epoch,f1_score,loss,precision,recall,val_f1_score,val_loss,val_precision,val_recall
20,"""[0.777128, 0.8858896, 0.83874923, 0.855]""",0.3936193883419037,0.8993666172027588,0.7987499833106995,"""[0.32038835, 0.42394015, 0.4154786, 0.28378376]""",2.762011766433716,0.36834320425987244,0.3112500011920929
21,"""[0.8, 0.9016494, 0.8748451, 0.8749206]""",0.3485974073410034,0.9201680421829224,0.8212500214576721,"""[0.2878412, 0.42000002, 0.40165633, 0.3312102]""",2.961855411529541,0.35922330617904663,0.32374998927116394
22,"""[0.84528303, 0.9032258, 0.88261145, 0.888183]""",0.29171082377433777,0.9371947050094604,0.8393750190734863,"""[0.29107982, 0.37931034, 0.39350912, 0.34834835]""",3.2099218368530273,0.3567493259906769,0.32374998927116394
23,"""[0.86366516, 0.9142857, 0.9023024, 0.9053549]""",0.2574356198310852,0.9464285969734192,0.8612499833106995,"""[0.3218391, 0.3687151, 0.39578947, 0.36144575]""",3.53515625,0.36800000071525574,0.3449999988079071
24,"""[0.88471174, 0.9273183, 0.91339564, 0.9127182]""",0.2313256859779358,0.9561042785644531,0.8712499737739563,"""[0.34261245, 0.3774648, 0.38157898, 0.3167702]""",3.692324161529541,0.3598937690258026,0.3387500047683716
25,"""[0.88502175, 0.9247312, 0.9145353, 0.90422887]""",0.2283036857843399,0.9553053379058838,0.875,"""[0.34557235, 0.3756906, 0.3710407, 0.3233533]""",3.626640558242798,0.3470744788646698,0.32624998688697815
26,"""[0.89401495, 0.9292035, 0.9233668, 0.92601734]""",0.20916977524757385,0.9620772004127502,0.8799999952316284,"""[0.3390558, 0.40108398, 0.38580933, 0.3375796]""",3.7513866424560547,0.36195507645606995,0.3425000011920929
27,"""[0.90626943, 0.94221103, 0.922403, 0.92625004]""",0.19334213435649872,0.9622833728790283,0.8849999904632568,"""[0.3534483, 0.39452055, 0.36818182, 0.35649547]""",3.936640739440918,0.36710527539253235,0.3487499952316284
28,"""[0.9075109, 0.9376967, 0.92897546, 0.92728406]""",0.190399169921875,0.9650017023086548,0.887499988079071,"""[0.34573308, 0.4021739, 0.38222224, 0.35076922]""",4.030156135559082,0.36328125,0.3487499952316284
29,"""[0.905566, 0.945659, 0.9329993, 0.9320025]""",0.18917907774448395,0.9655172228813171,0.8924999833106995,"""[0.33624455, 0.41935486, 0.35240275, 0.35435432]""",4.14425802230835,0.3577023446559906,0.3425000011920929
30,"""[0.9217391, 0.9485571, 0.93601006, 0.93133575]""",0.18207412958145142,0.9701896905899048,0.8949999809265137,"""[0.33620688, 0.4076087, 0.34498835, 0.3421829]""",4.122617244720459,0.3529411852359772,0.3375000059604645
31,"""[0.916097, 0.9423559, 0.9340102, 0.93267447]""",0.18315963447093964,0.9709897637367249,0.8890625238418579,"""[0.33333334, 0.4139785, 0.36448598, 0.3554217]""",4.20339822769165,0.3590078353881836,0.34375
